"puesto","empresa","nivel","area","fecha","detalle","fecha_scraping"
"AUXILAR ADMINISTRATIVO -CONTABLE","EMPRESA CONSTRUCTORA EN MALDONADO","Asistente","Finanzas - Contabilidad - Auditoria","Hace 1 semana ","   SOLICITA  AUXILAR ADMINISTRATIVO -CONTABLE   REQUISITOS:  EXPERIENCIA EN TRABAJOS ADMINISTRATIVOS- CONTABLES, REGISTRACION  Y MANEJO DE DOCUMENTAC ...",2018-12-11 14:30:22
"AUXILIARES ADMINISTRATIVOS","Las Piedras Shopping","Auxiliar","Finanzas - Contabilidad - Auditoria","Hace 1 semana ","Requisitos: •	Estudiante de Ciencias Económicas /  estudiante o egresado EDA / egresado UTU •	Radicado en Las Piedras •	Buena escolaridad •	Proactivo, Ord ...",2018-12-11 14:30:22
"AYUDANTE DE COCINA","CHIVITERIA MIL SALSAS","Auxiliar","Hotelería - Gastronomía - Turismo","Hace 1 semana ","Preparación de minutas, manejo de fritador. Buena presencia y disponibilidad horaria. Presentarse el lunes 3 de diciembre de 9.30hs a 11.00 hs. en Plaza de ...",2018-12-11 14:30:22
"VENDEDOR","Importante empresa","Ejecutivo Comercial","Ventas - Comercial","Hace 1 semana ","Nuestra búsqueda se orienta a personas que cuenten con excelente presencia, experiencia en atención al cliente y buen léxico. Buscamos Requisitos excluyen ...",2018-12-11 14:30:22
"AUXILIAR CONTABLE CALIFICADO","Empresa de Transporte","Auxiliar","Finanzas - Contabilidad - Auditoria","Hace 1 semana ","Auxiliar Contable Calificado para empresa de transporte de carga, cita en San Jacinto, Canelones. Full time.  Orientamos nuestra búsqueda a persona dinámic ...",2018-12-11 14:30:22
"VENDEDOR","Vibrando Infinito","Auxiliar","Logística - Distribución","Hace 1 semana ","Estamos en la búsqueda de jóvenes vendedores entre los 18 y 35 años de edad que quieran unirse a equipo de ventas establecido para trabajar asociado a empr ...",2018-12-11 14:30:22
"DISTRIBUIDOR"," AIS URUGUAY S.A.","Auxiliar","Logística - Distribución","Hace 1 semana ","Ventas y Distribución de productos del rubro de nutrición. Consolidar, liderar y formación de equipo de trabajo. Buen manejo de REDES SOCIALES (FACEBOOK; I ...",2018-12-11 14:30:22
"AYUDANTE DE COCINA PARA RECONOCIDO RESTAURANTE EN CARRASCO","Importante empresa","Auxiliar","Hotelería - Gastronomía - Turismo","Hace 1 semana ","Elaboracion de platos. Higiene de la Cocina. Despacho. Elaboracion de acuerdo a los estandares de la empresa. Alta disponibilidad horaria para turnos matut ...",2018-12-11 14:30:22
"COORDINADOR DE VENTAS DE CALLE","Importante empresa","Supervisor / Encargado","Ventas - Comercial","Hace 1 semana ","Buscamos una persona con perfil de liderazgo para llevar adelante un grupo de vendedores en la calle. Sus funciones principales serán; coordinar, organizar ...",2018-12-11 14:30:22
"VENDEDOR DE CALLE","Importante empresa","Ejecutivo Comercial","Ventas - Comercial","Hace 1 semana ","Buscamos jóvenes para venta en la calle de productos del rubro Telefonía. Con carisma, buena presencia, buena disposición  y ganas de trabajar.   Se ofrece ...",2018-12-11 14:30:22
"VENTAS","Importante empresa","Auxiliar","Administración - Secretariado","Hace 1 semana ","Manejo de excel, experiencia en el área. Formara parte del equipo de administración desarrollando tareas de control de facturas y pago a proveedores. segui ...",2018-12-11 14:30:22
"VENTAS","Importante empresa","Ejecutivo Comercial","Ventas - Comercial","Hace 1 semana ","Manejo de excel, experiencia en el área. Formara parte del equipo de ventas desarrollando tareas de control de facturas y cobro a clientes. seguimiento, va ...",2018-12-11 14:30:22
"SUSHIMAN/SUSHIGIRL","pez globo ","Técnico / Especialista","Hotelería - Gastronomía - Turismo","Hace 1 semana ","Saber hacer sushi. Hacer Sushi en servicio y pre producción o Encargado de cocina Dependerá de la experiencia",2018-12-11 14:30:22
"BACHERO","pez globo carrasco","Auxiliar","Hotelería - Gastronomía - Turismo","Hace 1 semana ","Mantener orden y limpieza de cocina durante servicio de delivery y responder a la demanda del jefe de cocina para colaborar con tareas culianrias Mantener  ...",2018-12-11 14:30:22
"CAJERA Y CREDITOS","Importante empresa","Auxiliar","Ventas - Comercial","Hace 1 semana ","Atención clientes, facturación, caja, manejo documentación créditos. Las inherentes al puesto.",2018-12-11 14:30:22
"AUXILIAR DE EMPAQUE Y DEPÓSITO","Importante empresa","Auxiliar","Logística - Distribución","Hace 1 semana ","Atención al público, carga de mercadería, manejo de PC y documentación. Las inherentes al cargo.",2018-12-11 14:30:22
"DIRECTOR GENERAL","Centro Educativo Privado en el Departamento de Colonia","Gerente","Directivos - Ejecutivos","Hace 1 semana ","Para liderar el proyecto educativo de la institución, buscamos:  •	 Personas con título docente y acentuada vocación por la enseñanza •	 Formación y experi ...",2018-12-11 14:30:22
"SUB ENCARGADO/A","ARTICO","Supervisor / Encargado","Hotelería - Gastronomía - Turismo","Hace 1 semana ","Reconocida empresa nacional con múltiples emprendimientos gastronómicos y mas de 30 años en el mercado selecciona para nuevo local en PUNTA CARRETAS: - SU ...",2018-12-11 14:30:22
"VENDEDORA","Importante empresa","Ejecutivo Comercial","Ventas - Comercial","Hace 1 semana ","Vendedora para reconocida cadena de tiendas de Uruguay, buena disponibilidad horaria , buena presencia y buen trato con el público Vendedora,",2018-12-11 14:30:22
"PARRILLERO","KLAU SA","Auxiliar","Hotelería - Gastronomía - Turismo","Hace 1 semana ","Parrillero Parrillero",2018-12-11 14:30:22
"QUÍMICO FARMACÉUTICO","Para industria química referente en el sector agrícola","Profesional","Producción","Hace 1 semana ","¿Quieres el desafío? La posición colabora activamente en actividades de I+D+i, así como en la gestión del laboratorio de control de calidad. En esta línea ...",2018-12-11 14:30:22
"AUXILIAR CONTABLE CALIFICADA","","Asistente","Finanzas - Contabilidad - Auditoria","Hace 1 semana ","aux,Contable calificada con experiencia en programas memory y personal GNS para empresa horario completo de lunes a viernes recuperando los sabados de 10 a ...",2018-12-11 14:30:22
"ASISTENTE EN COMUNICACION Y MARKETING DIGITAL","Importante empresa","Profesional","Arte - Diseño - Comunicación","Hace 1 semana ","Nos encontramos en la búsqueda de una persona proactiva,eficiente con capacidad organizativa y multitasking, contar con una amplia visión de inovacion y bú ...",2018-12-11 14:30:22
"VENDEDORAS CAJERAS ENCARGADAS SHOPPING","","Ejecutivo Comercial","Ventas - Comercial","Hace 1 semana ","Orientamos la búsqueda a personas: -	mayores de 25 años -	proactivas, responsables y amables -	con gusto por la atención al cliente y el trabajo en equipo ...",2018-12-11 14:30:22
"ADMINISTRATIVO COMERCIAL","IMPRENTA","Auxiliar","Administración - Secretariado","Hace 5 días ","Atención y asesoramiento al cliente, de forma escrita principalmente (e-mail),  para cumplir de forma correcta se debe tener buena comprensión de lo que el ...",2018-12-11 14:30:22
"FIAMBRERA SUPERMERCADO EN ZONA PINAMAR, CON EXPERIENCIA COMPROBABLE","","Auxiliar","Hotelería - Gastronomía - Turismo","Hace 5 días ","ATENCIÓN AL PUBLICO, ENVASADO, REPOSICIÓN DE LÁCTEOS Y CONGELADOS, LIMPIEZA DE SECTOR. ATENCIÓN AL PUBLICO, ENVASADO, REPOSICIÓN DE LÁCTEOS Y CONGELADOS, L ...",2018-12-11 14:30:22
"TESORERO","Importante empresa","Supervisor / Encargado","Finanzas - Contabilidad - Auditoria","Hace 5 días ","El objetivo principal del puesto es la gestión operativa de la tesorería, teniendo a su cargo las siguientes tareas: Manejo de flujo de fondos, efectuar l ...",2018-12-11 14:30:22
"GUARDIAS DE SEGURIDAD","VECTOR SEGURIDAD","Auxiliar","Seguridad - Vigilancia","Hace 5 días "," GUARDIAS DE SEGURIDAD CON Y SIN ARMA  Zonas de Montevideo y Ciudad de la Costa.  Se requiere:  -Muy buena presencia. -Masculinos entre 23 y 50 años. ...",2018-12-11 14:30:22
"AUXILIAR TÉCNICO","","Auxiliar","Producción","Hace 6 días ","Se ofrece integrarse a una empresa joven con fuertes perspectivas de crecimiento, en horario part-time inicialmente.  Entre las funciones a cumplir se enc ...",2018-12-11 14:30:22
"VENDEDORA PARA MOSTRADOR PANADERIA","PANADERIA","Auxiliar","Servicios - Oficios","Hace 6 días ","ATENCIÓN AL PUBLICO, VENDER EN EL MOSTRADOR, ORDENAR, LIMPIAR BUSCAMOS UNA PERSONA RESPONSABLE, DINÁMICA, CON CAPACIDAD PARA RESOLVER IMPREVISTOS Y GANAS D ...",2018-12-11 14:30:22
"LIDERES DE EQUIPOS Y VENTAS","Importante empresa","Ejecutivo Comercial","Ventas - Comercial","Hace 6 días ","Profesionalizarse, adquiriendo aptitudes de venta y liderazgo de  equipos. Tarea independiente, sin sueldo fijo. Desarrollar aptitudes de ventas.  Capacita ...",2018-12-11 14:30:22
"VENDEDOR ELECTRODOMÉSTICOS LOCAL COMERCIAL","Importante empresa","Ejecutivo Comercial","Ventas - Comercial","Hace 6 días ","Seleccionamos vendedor/a con experiencia en ventas en locales comerciales. Se valora que el candidato cuente con experiencia de más de 3 años, en alguno de ...",2018-12-11 14:30:22
"PRESUPUESTADOR PARA A&C CONSTRUCTORA","","Profesional","Construcción - Arquitectura","Hace 6 días ","Cotizar obras de Construcción en Licitaciones publicas y privadas. Metrajes, visitas a obra, relacionamiento con clientes. SELECCIONAMOS 1 PRESUPUESTADOR D ...",2018-12-11 14:30:22
"ARQUITECTO O INGENIERO","","Profesional","Construcción - Arquitectura","Hace 6 días ","JEFE DE OBRAS Jefatura en distintas obras de construcciòn que posee la empresa Capacidad de mando.  Experiencia previa minimo 3 años comprobables.  Resolut ...",2018-12-11 14:30:22
"CORTADOR/A DE PRENDAS DE CUERO LANAR","Importante empresa","Oficial","Producción","Hace 6 días ","CORTADOR/A DE PRENDAS DE CUERO LANAR CON LANA, SOLICITA EMPRESA EXPORTADORA CORTAR LAS PRENDAS CON LOS CUEROS PROVISTOS POR LA EMPRESA",2018-12-11 14:30:22
"AYUDANTE MAQUINISTA PARA FRIGORÍFICO DE FRUTAS.","JUMECAL","Auxiliar","Producción","Hace 6 días ","Ayudante de maquinista de planta frigorífica, responsable del funcionamiento y mantenimiento del equipo de frío, cámaras y equipos auxiliares. Requisito fu ...",2018-12-11 14:30:22
"OFICIAL MECANICO AUTOMOTRIZ CON EXPERIENCOA / AIRE ACONDICIONADO AUTOMOTRIZ  / ARMADOR DESARMADOR","Apunto Aeropuerto ( Zona Aeropuerto)","Técnico / Especialista","Producción","Hace 6 días ","Servicios / Diagnotico / Suspension / Frenos / Electricidad/ Cajas/ Ajustes Las del Puesto",2018-12-11 14:30:22
"AUXILIAR IDONEO CONTABLE TEMPORAL(9 MESES)","","Asistente","Finanzas - Contabilidad - Auditoria","Hace 6 días ","Auxiliar Contable, (Temporal 9 meses) Se trata de una excelente oportunidad de aprendizaje dentro de una Institución referente en el País, para cumplir fun ...",2018-12-11 14:30:22
"VENDEDOR/A PARA MOSTRADOR DE REPUESTOS AUTOMOTRICES","Empresa de Logística","Ejecutivo Comercial","Ventas - Comercial","Hace 6 días "," Zona Centro.  Requisitos: Manejo de Catálogo de partes  Experiencia 2 años en el rubro Excel básico ",2018-12-11 14:30:22
"AUXILIAR ADMINISTRATIVO/A PARA COBRANZAS","Empresa de Logística","Auxiliar","Administración - Secretariado","Hace 6 días "," Atención al Público Emisión de recibos Tareas de archivo Paquete Office Tolerancia al trabajo bajo presión  Experiencia 2 años ",2018-12-11 14:30:22
"AUXILIAR DE DEPÓSITO","Empresa de Logística","Auxiliar","Logística - Distribución","Hace 6 días "," Requisitos: Ciclo Básico completo y/o mecánica Libreta de conducir Cat. ""A "" Edad entre 20 y 28 años Experiencia mínima 1 año ( no excluyente ) Horar ...",2018-12-11 14:30:22
"OFICIAL DE MANTENIMIENTO.","Importante empresa","Oficial","Producción","Hace 6 días ","El cargo reporta al Encargado de Mantenimiento y tiene como principal objetivo realizar tareas de mantenimiento correctivo y preventivo de las instalacione ...",2018-12-11 14:30:22
"CHOFER PARA TAXI","chofer para taxi","Peon","Servicios - Oficios","Hace 1 semana ","chofer para taxi turno diurno de 02 a 14, auto nuevo no somos administración, que viva cerca del Cerrito, poseer libreta categoría E. manejar el taxi de 02 ...",2018-12-11 14:30:22
"PREPARADOR PINTOR AUTOMOTRIZ","Importante empresa","Medio Oficial","Producción","Hace 1 semana ","Preparador  de trabajos de pintura automotriz, buen conocimiento en el rubro. Con experiencia comprobada. Enviar postulación y/o CV con foto. Experiencia 2 ...",2018-12-11 14:30:22
"GUARDIAS ARMADOS PARA LA PAZ","SECURITAS","Auxiliar","Seguridad - Vigilancia","Hace 3 días "," Requisitos:   Entre 25 y 59 años, buena presencia, ciclo básico de enseñanza secundaria, disponibilidad horaria, carné de salud vigente y certificado de ...",2018-12-11 14:30:22
"GUARDIAS ARMADOS PARA PROGRESO","SECURITAS","Auxiliar","Seguridad - Vigilancia","Hace 3 días "," Entre 25 y 59 años, buena presencia, ciclo básico de enseñanza secundaria, disponibilidad horaria, carné de salud vigente y certificado de buena conducta. ...",2018-12-11 14:30:22
"GUARDIAS ARMADOS PARA CIUDAD DE LA COSTA","SECURITAS","Auxiliar","Seguridad - Vigilancia","Hace 3 días "," Entre 25 y 59 años, buena presencia, ciclo básico de enseñanza secundaria, disponibilidad horaria, carné de salud vigente y certificado de buena conducta. ...",2018-12-11 14:30:22
"ENCARGADO DE MANTENIMIENTO EDILICIO","PROSEGUR","Supervisor / Encargado","Construcción - Arquitectura","Hace 3 días "," Buscamos profesional con formación en Ingeniería civil, Arquitectura, construcción o afines. Experiencia de 2 años en tareas de mantenimiento edilicio, ge ...",2018-12-11 14:30:22
"DISTRIBUIDORES","Empresa","Auxiliar","Logística - Distribución","Hace 3 días "," INDUSTRIA de alimentos busca distribuidores para productos panific ados entre otros se apunta a la distribucion y ventas de los mismo s, se requiere veh ...",2018-12-11 14:30:22
"GUARDIAS ARMADOS PARA UNIÓN","SECURITAS","Auxiliar","Seguridad - Vigilancia","Hace 3 días "," Entre 25 y 59 años, buena presencia, ciclo básico de enseñanza secundaria, disponibilidad horaria, carné de salud vigente y certificado de buena conducta. ...",2018-12-11 14:30:22
"QUÍMICO FARMACEÚTICO","IMPORTANTE EMPRESA","Profesional","Producción","Hace 3 días "," Químico Farmaceutico o próximo a recibirse para analista de laboratorio de control   Experiencia previa en análisis FQ y buen manejo de HPLC Buen manej ...",2018-12-11 14:30:22
"SUPERVISOR DE VENTAS","Importante empresa","Supervisor / Encargado","Ventas - Comercial","Hace 3 días ","Desarrollar y ejecutar la gestión comercial de la compañía, realizando el seguimiento del equipo de vendedores en el Gran Montevideo. Solida experiencia y  ...",2018-12-11 14:30:22
"EXPERTA EN PERFUMERÍA & COSMÉTICA","FARMASHOP","Técnico / Especialista","Servicios - Oficios","Hace 3 días "," Oportunidades de Empleo en Salto - Farmashop 96  Tareas: asesorar a los clientes en la venta de productos de perfumería, cosmética y otros. Se valorará ...",2018-12-11 14:30:22
"TELEFONISTA","Importante empresa","Auxiliar","Administración - Secretariado","Hace 3 días ","Atencion personal y telefonica, manejo de caja, paquete de Office, redes sociales. Puntual, dinamico, buena comunicacion y sentido de la responsabilidad.",2018-12-11 14:30:22
"AUXILIAR ADMINISTRATIVO","Importante empresa","Auxiliar","Ventas - Comercial","Hace 3 días ","cumplir funciones de administrativas y atencion al cliente (ventas) cumplir funciones de administrativas",2018-12-11 14:30:22
"VENDEDOR","FARMASHOP","Ejecutivo Comercial","Ventas - Comercial","Hace 3 días "," Oportunidades de Empleo en Salto - Farmashop 96 Idóneo en Farmacia.  Tareas: asesorar a los clientes en la venta de medicamentos y oros productos farma ...",2018-12-11 14:30:22
"ASISTENTE CONTABLE (REF.038)","IMPORTANTE EMPRESA","Asistente","Finanzas - Contabilidad - Auditoria","Hace 3 días "," Nuestra firma selecciona para importante empresa de servicios de transporte de pasajeros.  REQUISITOS: Ser estudiante que esté promediando la Carrera de ...",2018-12-11 14:30:22
"MECANICO","Importante Empresa","Técnico / Especialista","Producción","Hace 3 días "," IMPORTANTE empresa de transportes y operador portuario del  Puerto de Montevideo busca mecánico con conocimientos de gomería.",2018-12-11 14:30:22
"AUXILIAR DE ENFERMERÍA","Empresa","Auxiliar","Salud","Hace 4 días "," Pra desempeñarse en Centro de Esterilización . Disponibilidad horaria , título habilitado y carnet de salud vigente.   Favor enviar CV con foto y aspirac ...",2018-12-11 14:30:22
"RESPONSABLE DE CUENTAS CLAVES","Buscamos para la gestión de marcas internacionales líderes","Supervisor / Encargado","Ventas - Comercial","Hace 4 días ","Requisitos  La búsqueda se orienta a personas con experiencia en el Canal Moderno, en contacto con grandes Cadenas de Supermercados. Se valorará la formac ...",2018-12-11 14:30:22
"TÉCNICO EN GOOGLE ADS Y MARKETING DIGITAL","Importante empresa","Técnico / Especialista","Marketing - Publicidad","Hace 4 días ","Se incorpora para trabajar en relación de prestación de servicios con dos empresas. Debe mejorar el posicionamiento web y conocer en profundidad el funcion ...",2018-12-11 14:30:22
"ASISTENTE DE INGENIERÍA Y MANTENIMIENTO","LABORATORIOS CLAUSEN S.A.","Asistente","Producción","Hace 4 días ","Gestión de plan de Mantenimiento Preventivo y correctivo Gestión del Plan de Calibraciones Gestión de documentación Apoyo en gestión y ejecución de proyect ...",2018-12-11 14:30:22
"INTENDENTE DE MANTENIMIENTO EDILICIO PARA SU PLANTA INDUSTRIAL.","Viscofan","Jefe","Producción","Hace 5 días "," Selecciona Intendente de mantenimiento edilicio para su planta industrial. Experiencia de 2 años en cargos similares. Habilidades Proactivo, resolutivo, ...",2018-12-11 14:30:22
