"puesto","empresa","nivel","area","fecha","detalle","link","departamento","fecha_scraping"
"CONTADOR/A PARA ESTUDIO CONTABLE","ESTUDIO CONTABLE EN PANDO","Profesional","Finanzas - Contabilidad - Auditoria","Hace 1 día ","Liquidación de Impuestos
Asesoramiento
Confección de DJ
Apoyo en Liquidación de sueldos

Part Time
Se valorará experiencia en estudio contable -","https://trabajo.gallito.com.uy/anuncio/contador-a-para-estudio-contaboe-57bjg","canelones",2019-11-10 20:09:42
"OFICIAL CARPINTERO O 1/2 OFICIAL CARPINTERO","Oficial o 1/2 oficial carpintero","Oficial","Producción","Hace 3 días ","Todo tipo de trabajos de carpintería Las correspondientes al cargo","https://trabajo.gallito.com.uy/anuncio/oficial-carpintero-o-1-2-oficial-carpintero-5az4a","canelones",2019-11-10 20:09:42
"AUXILIAR CONTABLE ADMINISTRATIVO","ESTUDIO CONTABLE EN PANDO","Asistente","Finanzas - Contabilidad - Auditoria","Hace 5 días ","Contabilización de comprobantes - Memory
Manejo de conexión remota BPS
Liquidación de sueldos - GNS
Trámites BPS, DGI
Atención a clientes

REQUISITO EXCLUY ...","https://trabajo.gallito.com.uy/anuncio/auxiliar-contable-administrativo-g469a","canelones",2019-11-10 20:09:42
"VENDEDOR. - PART-TIME /FULL-TIME","VENTASs","Ejecutivo Comercial","Ventas - Comercial","Hace 5 días ","Nos encontramos en busca de jóvenes con carácter emprendedor para el área de ventas, con vocación de servicio en atención y asesoramiento al cliente. 
Hora ...","https://trabajo.gallito.com.uy/anuncio/vendedor-part-time-full-time-qpsth","canelones",2019-11-10 20:09:42
"FEMENINA - EGRESADA O ESTUDIANTE AVANZADA","Palmas y Robles SPA ","Auxiliar","Servicios - Oficios","Hace 1 semana ","Egresada o 
Estudiante avanzada en Tecnicatura de Fisioterapia
para acondicionamiento y rehabilitación física y 
deportiva. Responsabilidades :
+ Escolarid ...","https://trabajo.gallito.com.uy/anuncio/asistente-de-limpieza-yhjga","canelones",2019-11-10 20:09:42
"DISTRIBUIDOR VENDEDOR","Blanca fuentes","Auxiliar","Logística - Distribución","Hace 2 semanas ","Ventas y Distribuciòn. Productos de buena rotaciòn y de.consumo masivo. Mayor de 18 años.  Buena presencia. Deseos de superaciòn. Hàbito de trabajo.","https://trabajo.gallito.com.uy/anuncio/distribuidor-vendedor-h2s5m","canelones",2019-11-10 20:09:42
"OPERARIO/A PARA COSECHA- CON/SIN EXPERIENCIA SAN JACINTO","Kairos Servicios","Peon","Servicios - Oficios","Hace 2 semanas ","Kairos se encuentra en la búsqueda de operarios/as para el área de cosecha, se valora experiencia (no es excluyente). La persona deberá contar con responsa ...","https://trabajo.gallito.com.uy/anuncio/operario-a-para-cosecha-con-sin-experiencia-san-jacinto-5n2dm","canelones",2019-11-10 20:09:42
"AYUDANTE DE PANADERO","SUPERMERCADO IMPERIO DEL ESTE EN PINAMAR","Auxiliar","Hotelería - Gastronomía - Turismo","Hace 2 semanas ","Armado de pan,bizcochos y toda la mercadería que elabore el maestro panadero.
Mantener limpieza del local y los utensillos de trabajo. Personal todas las á ...","https://trabajo.gallito.com.uy/anuncio/ayudante-de-panadero-6mea2","canelones",2019-11-10 20:09:42
"AUXILIAR CONTABLE","","Auxiliar","Finanzas - Contabilidad - Auditoria","Hace 4 semanas ","Requisitos:

•	Estudiante avanzado de Ciencias Económicas o egresados de EDA
•	Radicado en Las Piedras o cercanía. 
•	Buena escolaridad
•	Proactivo, Ordena ...","https://trabajo.gallito.com.uy/anuncio/auxiliar-contable-yjus2","canelones",2019-11-10 20:09:42
"LAVADOR DE COCHES","","Auxiliar","Servicios - Oficios","Hace 1 mes ","Lavado completo, aspirado completo, limpieza total del vehiculo.
Fundamental y excluyente tener libreta de conducir. Es una rentadora de coche por lo tanto ...","https://trabajo.gallito.com.uy/anuncio/lavador-de-coches-pu736","canelones",2019-11-10 20:09:42
"DELIVERY CON MOTO PARA LAS PIEDRAS","","Auxiliar","Cadetería - Cobranzas","Hace 1 mes ","Para el horario de la noche, de 19 a 24. Conozca la zona, buena presencia, responsable y con ganas de trabajar. Se necesita Delivery con MOTO para reparto  ...","https://trabajo.gallito.com.uy/anuncio/delivery-con-moto-para-las-piedras-pmvmg","canelones",2019-11-10 20:09:42
"COCINERA Y ATENCION AL PUBLICO PARA ROTISERIA Y PANADERIA PINAMAR","","Auxiliar","Hotelería - Gastronomía - Turismo","Hace 1 mes ","Elaboración de menú.
Atención al público. Limpieza del sector.
Reposición.","https://trabajo.gallito.com.uy/anuncio/cocinera-y-atencion-al-publico-para-rotiseria-y-panaderia-pinamar-4yzsm","canelones",2019-11-10 20:09:42
"REPOSICIÓN Y TAREAS DE DEPÓSITO EN SUPERMERCADO (ZONA PINAMAR)","","Auxiliar","Ventas - Comercial","Hace 1 mes ","Solamente se tomará en cuenta currículum con experiencia comprobable en supermercado. + Reposición del salón
+ Tareas de depósito, carga, descarga, etc. ...","https://trabajo.gallito.com.uy/anuncio/reposicion-y-tareas-de-deposito-en-supermercado-zona-pinamar-2gygn","canelones",2019-11-10 20:09:42
"VENDEDOR","Guia para tu salud","Ejecutivo Comercial","Ventas - Comercial","Hace 1 mes ","Ventas directa al publico 
Seguimiento a la cartelera de clientes 
Manejo de redes sociales 
Postura de negocios Persona productiva,disciplinado,
responsab ...","https://trabajo.gallito.com.uy/anuncio/vendedor-sn632","canelones",2019-11-10 20:09:42
"DE SISTEMAS DE SEGURIDAD (ALARMA, CÁMARAS DE VIDEO VIGILANCIA E INCENDIO","Importante empresa","Oficial","Servicios - Oficios","Hace 1 mes ","Empresa en Ciudad de la Costa solicita:

1)TÉCNICO DE SEGUNDA:

- Instalador de sistemas de alarma, cámaras de video vigilancia e incendio.
- Experiencia c ...","https://trabajo.gallito.com.uy/anuncio/de-sistemas-de-seguridad-alarma-camaras-de-video-vigilancia-e-incendio-qy7q8","canelones",2019-11-10 20:09:42
"VENDEDOR MOSTRADOR","electrolapaz","Ejecutivo Comercial","Ventas - Comercial","Hace 1 mes ","venta en mostrador. es excluyente que tenga conocimientos de materiales electricos. atender de forma agil y amable al cliente,
mantenimiento y limpieza del ...","https://trabajo.gallito.com.uy/anuncio/vendedor-mostrador-vdj69","canelones",2019-11-10 20:09:42
"VIGILANTE O GUARDIA PARA SUPERMERCADO EN PINAMAR.","IMPORTANTE SUPERMERCAD EN PINAMAR","Auxiliar","Seguridad - Vigilancia","Hace 1 mes ","Seguridad para salón de supermercado.
Control de los empleados, de compras. Vigilante   o guardia   para supermercado  viva próximo a la zona de pinamar.","https://trabajo.gallito.com.uy/anuncio/vigilante-o-guardia-para-supermercado-en-pinamar-3rnj8","canelones",2019-11-10 20:09:42
"SECRETARIA ADMINISTRATIVA","Importante empresa","Asistente","Administración - Secretariado","Hace 1 mes ","SE NECESITA SECRETARIA ADMINISTRATIVA PARA SUPERMERCADO EN COSTA DE ORO CON EXPERIENCIA Y MANEJO DE SCANNTECH Y MEMORY CARGA HORARIA: 4 HORAS

EXPERIENCIA  ...","https://trabajo.gallito.com.uy/anuncio/secretaria-administrativa-z38nh","canelones",2019-11-10 20:09:42
"ENCARGADO PARA IMPORTANTE SUPERMERCADO","Importante empresa","Supervisor / Encargado","Ventas - Comercial","Hace 1 mes ","ENCARGADO PARA IMPORTANTE SUPERMERCADO EN LA COSTA DE ORO.

BUSCAMOS PERSONA CON EXPERIENCIA EN EL RUBRO (SE VALORARÁ EXPERIENCIA EN CADENAS).

BUEN MANEJO ...","https://trabajo.gallito.com.uy/anuncio/encargado-para-importante-supermercado-v5vqn","canelones",2019-11-10 20:09:42
"PANADERO","Importante empresa","Técnico / Especialista","Servicios - Oficios","Hace 1 mes ","realizar producción de panificados varios de acuerdo a la orden de producción que se le indique,  cumplir con los procedimientos establecidos tener carnet  ...","https://trabajo.gallito.com.uy/anuncio/panadero-rgrbb","canelones",2019-11-10 20:09:42
"CARNICERO","Importante empresa","Auxiliar","Servicios - Oficios","Hace 1 mes ","REALIZAR DESHUESADO DE POLLOS,  DESARME DE MEDIA RES, PROCESAMIENTO DE MERCADERIA REQUERIDA, LIMPIEZA DE HERRAMIENTAS Y AREAS DE TRABAJO deberá tener Carne ...","https://trabajo.gallito.com.uy/anuncio/carnicero-qbdr6","canelones",2019-11-10 20:09:42
"MAESTRO PANADERO","SUPERMERCADO IMPERIO DEL ESTE EN PINAMAR","Técnico / Especialista","Hotelería - Gastronomía - Turismo","Hace 1 mes ","ELABORACIÓN (PANES, BIZCOCHOS, PIZZAS, OJITOS, POLVORONES,MASAS,POSTRES)
LIMPIEZA DEL AREA DE TRABAJO HIGIENE DEL LUGAR Y MAQUINARIA.","https://trabajo.gallito.com.uy/anuncio/maestro-panadero-g2eaq","canelones",2019-11-10 20:09:42
"EJECUTIVO DE VENTA","DEL SOL Contenidos","Ejecutivo Comercial","Ventas - Comercial","Hace 1 mes ","visitar clientes para venta de intangibles, para productora  de contenidos en radio y  televisión. en la costa y/o en todo el uruguay. y/o en montevideo. ( ...","https://trabajo.gallito.com.uy/anuncio/ejecutivo-de-venta-vv6hb","canelones",2019-11-10 20:09:42
"OPERARIO/A PARA COSECHA - CON/SIN EXPERIENCIA, SAN JACINTO, CANELONES","Kairos Servicios","Peon","Producción","Hace 1 mes ","Kairos servicios se encuentra en la búsqueda de operarios/as
para cosecha, se valorará experiencia (no es excluyente) Deberá contar con responsabilidad, co ...","https://trabajo.gallito.com.uy/anuncio/operario-a-para-cosecha-con-sin-experiencia-jtv29","canelones",2019-11-10 20:09:42
"DIBUJANTE TECNICO","DISEÑO","Técnico / Especialista","Arte - Diseño - Comunicación","Hace 1 mes ","DIBUJANTE DIBUJANTE","https://trabajo.gallito.com.uy/anuncio/dibujante-tecnico-zyreq","canelones",2019-11-10 20:09:42
"ELECTROMECANICO","Taller de electromecanica","Técnico / Especialista","Producción","Hace 1 mes ","Trabajos de electricidad, conocimientos de electricidad, 220V, 24V, 12V.
Trabajos varios de taller tales como:  pintura, herreria, soldadura, pintura sople ...","https://trabajo.gallito.com.uy/anuncio/electromecanico-p7qry","canelones",2019-11-10 20:09:42
"ASISTENTE DE BODEGA","TESDRAC SRL","Asistente","Logística - Distribución","Hace 3 meses ","Dentro de sus funciones destacan:
• Experiencia en manejo de bodega e inventarios, sistemas operativos, logística y operaciones.
• Responsable de mantener  ...","https://trabajo.gallito.com.uy/anuncio/asistente-de-bodega-a7pu7","canelones",2019-11-10 20:09:42
"AUXILIAR DE LIMPIEZA","TELEMONT SA","Auxiliar","Servicios - Oficios","Hace 3 meses ","Funciones Generales

• Mantener en orden la planta, áreas de producción y en general las áreas asignadas
• Realizar aseo a las diferentes áreas de la empre ...","https://trabajo.gallito.com.uy/anuncio/auxiliar-de-limpieza-4748v","canelones",2019-11-10 20:09:42
"PEON","TERZANO BONINA EDUARDO ARIEL","Peon","Construcción - Arquitectura","Hace 3 meses ","Nuestra Empresa Nacional Innovadora de primer Nivel, que brinda un muy bien ambiente laboral y una remuneracion acorde a las responsabilidades a traves de  ...","https://trabajo.gallito.com.uy/anuncio/peon-j265g","canelones",2019-11-10 20:09:42
"VENDEDORA","VR Joyeros","Ejecutivo Comercial","Ventas - Comercial","Hace 3 días ","Auxiliar de ventas Vendedora con atención al publico en Shopping.","https://trabajo.gallito.com.uy/anuncio/vendedora-unjyp","canelones",2019-11-10 20:09:42
"MOZA","Indicó Pizza Bar","Auxiliar","Hotelería - Gastronomía - Turismo","Hace 2 semanas ","tareas mesera, armado de mesa , preparación salón , ect se busca mozas para fin de semana, viernes y sábado y días eventuales
responsable, puntual
preferib ...","https://trabajo.gallito.com.uy/anuncio/moza-dp7hd","canelones",2019-11-10 20:09:42
"COCINERO PARA LOCAL DE COMIDAS EN LAGOMAR","Ándale Ándale","Técnico / Especialista","Hotelería - Gastronomía - Turismo","Hace 2 semanas ","Cocinero para local de comida Mexicana en importante paseo gastronómico. 
Deberá elaborar, preparar pedidos y mantener la cocina.
Experiencia comprobable,  ...","https://trabajo.gallito.com.uy/anuncio/cocinero-para-local-de-comidas-en-lagomar-e7yr2","canelones",2019-11-10 20:09:42
"ASESOR PARA INMOBILIARIA","Importante empresa","Auxiliar","Administración - Secretariado","Hace 3 semanas ","Buscamos a una persona con buena presencia y excelente trato con el público para desempeñar las siguientes funciones:
- Gestiones y trámites inmobiliarios  ...","https://trabajo.gallito.com.uy/anuncio/empleado-para-inmobiliaria-upn95","canelones",2019-11-10 20:09:42
"VIGILANTE","Daltiro SA ","Auxiliar","Seguridad - Vigilancia","Hace 3 semanas ","El Clon selecciona para Sucursal Pando: Personal para Vigilancia
Buscamos personas con experiencia en el área de Seguridad, que viva próximo a la zona y te ...","https://trabajo.gallito.com.uy/anuncio/vigilante-6y74v","canelones",2019-11-10 20:09:42
"VENDEDOR ADMINISTRATIVO","Importante Empresa","Ejecutivo Comercial","Ventas - Comercial","Hace 1 mes ","VENDEDOR CON LIBRETA VEHICULAR CATEGORIA A o B
DISPONIBILIDAD COMPLETA VENDEDOR Y CHOFER","https://trabajo.gallito.com.uy/anuncio/vendedor-administrativo-e4m75","canelones",2019-11-10 20:09:42
"VENDEDORA E IDONEA PARA FARMACIA HOMEOPÁTICA","Importante empresa","Técnico / Especialista","Salud","Hace 1 mes ","Atención al publico, tareas administrativas, manejo de caja, mantener orden y limpieza del local.
Excluyente que resida en Ciudad de la Costa. Puntualidad, ...","https://trabajo.gallito.com.uy/anuncio/vendedora-e-idonea-para-farmacia-homeopatica-ppenv","canelones",2019-11-10 20:09:42
"LIMPIADORA","adriana carro","Auxiliar","Servicios - Oficios","Hace 1 mes ","Se necesita Sra de entre 35 y 55 años con referencias para tareas de limpieza en casa de familia , que viva en zona de shangrila . limpieza","https://trabajo.gallito.com.uy/anuncio/limpiadora-7mdbg","canelones",2019-11-10 20:09:42
"TECNICO PROGRAMADOR CCTV Y ALARMA","centro de monitoreo","Técnico / Especialista","Servicios - Oficios","Hace 1 mes ","técnico coordinador de services y programador . sera responsable de organizar agenda de instalaciones con los clientes y mantenimiento de sistemas de alarm ...","https://trabajo.gallito.com.uy/anuncio/tecnico-programador-cctv-y-alarma-6bms3","canelones",2019-11-10 20:09:42
"JUNIOR ACCOUNTANT","ADVICE","Analista","Finanzas - Contabilidad - Auditoria","Hace 1 mes ","Objetivos de la posición:
Proveer servicios de contabilidad a diferentes clientes, asistir en la preparación de estados financieros bajo las normas IFRS y  ...","https://trabajo.gallito.com.uy/anuncio/junior-accountant-2589n","canelones",2019-11-10 20:09:42
"PRIMERA EXPERIENCIA LABORAL - ZONA LAS PIEDRAS, LA PAZ Y ALREDEDORES","AGLH Consultores","Peon","Producción","Hace 1 mes ","Seleccionamos personas con orientación a trabajos operativos. Realizará tareas vinculadas al área logística, producción y mantenimiento. Deberán contar con ...","https://trabajo.gallito.com.uy/anuncio/primera-experiencia-laboral-zona-las-piedras-la-paz-y-alrededores-u4a8d","canelones",2019-11-10 20:09:42
"INGENIERO EN AUTOMATIZACIÓN","PEPSICO","Profesional","Producción","Hace 1 mes ","El desafío:

El puesto liderará y gestionará el despliegue de la estrategia de automatización de los procesos de manufactura de concentrados de bebidas en  ...","https://trabajo.gallito.com.uy/anuncio/ingeniero-en-automatizacion-78gae","colonia",2019-11-10 20:09:42
"JEFE DE SUSTENTABILIDAD & COMUNICACIONES","Para Montes del Plata","Profesional","Arte - Diseño - Comunicación","Hace 1 mes ","En nuestro día a día, trabajamos en comunidades del interior del país, conociendo a personas que nos inspiran, que rescatan valores como el compromiso, la  ...","https://trabajo.gallito.com.uy/anuncio/jefe-de-sustentabilidad-comunicaciones-442sp","colonia",2019-11-10 20:09:42
"REPONEDOR EXTERNO PARA DEPARTAMENTO DE COLONIA","Importante empresa","Auxiliar","Ventas - Comercial","Hace 3 semanas ","Visitará los comercios que se le indiquen con el objetivo de arreglar las exhibiciones de mercadería del cliente (rubro refrescos). Los postulantes tienen  ...","https://trabajo.gallito.com.uy/anuncio/reponedor-externo-para-departamento-de-colonia-r5nq7","colonia",2019-11-10 20:09:42
"CLUB DE VACACIONES","Club de Vacaciones","Ejecutivo Comercial","Ventas - Comercial","Hace 4 semanas ","Bienvenido/a a Nuestro Club de Vacaciones! Una vez que ingresas tu función es recomendar el Club de Vacaciones (No Es Empleo) Te brindaremos todas las Form ...","https://trabajo.gallito.com.uy/anuncio/club-de-vacaciones-zezms","colonia",2019-11-10 20:09:42
"RECOMIENDA CRUCEROS","Importante empresa","Ejecutivo Comercial","Ventas - Comercial","Hace 1 mes ","INGRESA A NUESTRO CLUB DE VIAJES EN CRUCEROS Y GANA DESDE $1.800 EN ADELANTE POR CADA RECOMENDACIÓN O $15.000 POR MES SUMATE Y VIAJA EN CRUCEROS, RECOMENDA ...","https://trabajo.gallito.com.uy/anuncio/recomienda-cruceros-3eda6","colonia",2019-11-10 20:09:42
"ENCARGADO PARA ESTABLECIMIENTO AGRÍCOLA- GANADERO EN ZONA DE SARANDÍ DEL YÍ","Importante empresa","Técnico / Especialista","Agroindustria","Hace 1 mes ","La persona será responsable de la ejecución del proyecto agrícola-ganadero con sistemas de producción intensiva con terminación en feedlot. - Profesionales ...","https://trabajo.gallito.com.uy/anuncio/encargado-para-establecimiento-agricola-ganadero-en-zona-de-sarandi-del-yi-45ee3","durazno",2019-11-10 20:09:42
"ADAPTACIÓN SISTEMA DE GESTIÓN PHP","PuntoCom Servicios Tecnológicos","Analista","Tecnologías de la información","Hace 1 mes ","Conectar con webservices de factura electrónica un sistema en PHP. a convenir.","https://trabajo.gallito.com.uy/anuncio/adaptacion-sistema-de-gestion-php-p2qhd","interior",2019-11-10 20:09:42
"CACERO","Importante empresa","Auxiliar","Seguridad - Vigilancia","Hace 6 días ","Cuidado de cabaña del campamento y animales del mismo (perros y gatos) 
 Cuidado de animales y cabaña","https://trabajo.gallito.com.uy/anuncio/cacero-sreb8","lavalleja",2019-11-10 20:09:42
"ENCARGADO","CONSULTORA EMPRESARIAL","Supervisor / Encargado","Ventas - Comercial","Hace 1 mes ","ACREDITADA MARCA DE PRODUCTOS ARTESANALES, CAFETERÍA Y COMIDAS GOURMET Liderazgo, conducción, compromiso, dinámico y ejecutivo, promoviendo Actitud y Servi ...","https://trabajo.gallito.com.uy/anuncio/encargado-a8qd4","maldonado",2019-11-10 20:09:42
"ATENCIÓN TECNICA AL CLIENTE (MALDONADO)","","Técnico / Especialista","Tecnologías de la información","Hace 1 mes ","Soporte al cliente mediante vías de comunicación (chat, tickets de soporte y teléfono)
Asistencia al cliente en el uso y funcionamiento de los servicios ad ...","https://trabajo.gallito.com.uy/anuncio/atencion-tecnica-al-cliente-maldonado-hgpde","maldonado",2019-11-10 20:09:42
"ANALISTA DE DESEMPEÑO OPERACIONAL","Enjoy Punta del Este","Analista","Administración - Secretariado","Hace 2 semanas ","•	Verificar que las actividades operativas definidas en los procesos, se lleven a cabo dentro de los estándares de forma, tiempo y calidad.
•	Generar infor ...","https://trabajo.gallito.com.uy/anuncio/analista-de-desempeno-operacional-2seyq","maldonado",2019-11-10 20:09:42
"ODONTOLOGO GRAL Y ODONTOLOGO CON ESTUDIOS EN ORTODONCIA","Consultorio Odontologico","Profesional","Salud","Hace 3 semanas ","Odontología general
Ortodoncia - insalación, control y seguimiento Responsabilidad inherente al acto de salud y trato con paciente.","https://trabajo.gallito.com.uy/anuncio/odontologo-gral-y-odontologo-con-estudios-en-ortodoncia-n583v","maldonado",2019-11-10 20:09:42
"MUCAMAS/OS CON EXPERIENCIA EN HOTELERÍA (PARA PUNTA DEL ESTE)","Grupo Bayton","Auxiliar","Hotelería - Gastronomía - Turismo","Hace 3 semanas ","Se desempeñará en forma eventual.
• Limpieza de las habitaciones del hotel
• Realizar tareas de áreas públicas Nos encontramos en la búsqueda de personal,  ...","https://trabajo.gallito.com.uy/anuncio/mucamas-os-con-experiencia-en-hoteleria-para-punta-del-este-smuyb","maldonado",2019-11-10 20:09:42
"VENDEDOR VIAJERO","  ","Ejecutivo Comercial","Ventas - Comercial","Hace 3 semanas ","Buscamos Ejecutivos Comerciales para desempeñarse en los departamentos de;
– Maldonado, Rocha y Lavalleja.

La posición implica desarrollar la cartera de c ...","https://trabajo.gallito.com.uy/anuncio/vendedor-viajero-dhmnh","maldonado",2019-11-10 20:09:42
"HOTELERIA Y GASTRONOMIA","Importante empresa de Punta del Este","Auxiliar","Atención al cliente","Hace 1 mes ","Empresa de Hoteleria y Gastronomia de Punta del Este selecciona personal para todas sus areas, temporada 2019-2020 Tareas acorde al cargo","https://trabajo.gallito.com.uy/anuncio/hoteleria-y-gastronomia-3ht6s","maldonado",2019-11-10 20:09:42
"TÉCNICO INSTALADOR SUPLENCIA VARIAS LOCALIDADES MALDONADO","Consultora Human Phi","Oficial","Servicios - Oficios","Hace 1 mes ","Seleccionamos Técnico Instalador - Suplencia para Maldonado:  Piriápolis, La Barra y Portezuelo para empresa de telecomunicaciones que cumplan con el sigui ...","https://trabajo.gallito.com.uy/anuncio/tecnico-instalador-suplencia-varias-localidades-maldonado-g8rz4","maldonado",2019-11-10 20:09:42
"ENCARGADA/O DE TIENDA EN MALDONADO","PARISIEN","Supervisor / Encargado","Ventas - Comercial","Hace 1 mes ","Seleccionamos Encargada/o de local comercial en el Departamento de Maldonado.

Orientamos nuestra búsqueda a personas dinámicas con gusto por la venta y la ...","https://trabajo.gallito.com.uy/anuncio/encargada-o-de-tienda-en-maldonado-2g6bh","maldonado",2019-11-10 20:09:42
"PORTERO/VALET PARKING","Importante empresa","Auxiliar","Seguridad - Vigilancia","Hace 1 mes ","Portero/Valet Parking, buena presencia, libreta profesional, horario flexible, idioma ingles y/o portugués, atender al publico, experiencia 2 años en hotel ...","https://trabajo.gallito.com.uy/anuncio/portero-valet-parking-snz7u","maldonado",2019-11-10 20:09:42
"RECEPCIONISTA/ANFITRIONAS - PUNTA DEL ESTE","Importante Empresa","Auxiliar","Administración - Secretariado","Hace 1 mes ","Anfitrionas y Recepcionistas, excelente presencia y dinamismo, experiencia minimum 2 años, idiomas ingles y portugués Summer 2020. Importante Hotel 

Ofrec ...","https://trabajo.gallito.com.uy/anuncio/recepcionista-anfitrionas-punta-del-este-uya7s","maldonado",2019-11-10 20:09:42
"BARMAN Y CAJEROS","Importante empresa","Técnico / Especialista","Hotelería - Gastronomía - Turismo","Hace 1 mes ","Barman cajero: con conocimientos de coctelería internacional, manejo de sistemas de cobranza, fundamental idiomas  ingles y portugués cocteleria internacio ...","https://trabajo.gallito.com.uy/anuncio/barman-y-cajeros-6rb7e","maldonado",2019-11-10 20:09:42
"MOZOS MOZAS","Importante empresa","Auxiliar","Hotelería - Gastronomía - Turismo","Hace 1 mes ","Mozos/as  sala y bar: con conocimientos de hotelería , salón , bar , room service, minimum 2 años de experiencia
Idiomas inglés y portugués conocimiento en ...","https://trabajo.gallito.com.uy/anuncio/mozos-mozas-q56pr","maldonado",2019-11-10 20:09:42
"PANADERO","Importante empresa","Técnico / Especialista","Servicios - Oficios","Hace 1 mes ","Experiencia minima de 5/6   años panadería  en restaurantes  o cadenas  hoteleras    . Buen conocimiento en  panadería lineas de pan  clásica & moderna   f ...","https://trabajo.gallito.com.uy/anuncio/panadero-y3t7q","maldonado",2019-11-10 20:09:42
"REPOSTERO/PASTELERIA","Importante empresa","Técnico / Especialista","Hotelería - Gastronomía - Turismo","Hace 1 mes ","Experiencia minima de 8/ 10 años en pastelería  de restaurantes  o cadenas  hoteleras    . Buen conocimiento en  pastelería  Internacional  & moderna con c ...","https://trabajo.gallito.com.uy/anuncio/repostero-pasteleria-6r3hj","maldonado",2019-11-10 20:09:42
"COCINERO","Importante empresa","Técnico / Especialista","Hotelería - Gastronomía - Turismo","Hace 1 mes ","Experiencia minima de 3/ 4  años en cocina de restaurantes  o hotels    . Buena disposición en trabajo en equipo buen  conocimiento de cocina fría & calien ...","https://trabajo.gallito.com.uy/anuncio/cocinero-vdane","maldonado",2019-11-10 20:09:42
"CHEF DE PARTIE FRIO Y CALIENTE","Importante empresa","Técnico / Especialista","Hotelería - Gastronomía - Turismo","Hace 1 mes ","Experiencia minima de 8/ 10 años en cocina de restaurantes  o cadenas  hoteleras    . Buen conocimiento de cocina   Internacional   & banquete . Capacidad  ...","https://trabajo.gallito.com.uy/anuncio/chef-de-partie-frio-y-caliente-8ybjp","maldonado",2019-11-10 20:09:42
"SOUS CHEF","Importante Hotel de Punta del Este","Técnico / Especialista","Hotelería - Gastronomía - Turismo","Hace 1 mes ","Experiencia minima de 15 años en cocina de restaurantes  o cadenas  hoteleras local & internacional . Optimo  conocimiento de cocina  Internacional  creati ...","https://trabajo.gallito.com.uy/anuncio/sous-chef-mhjyn","maldonado",2019-11-10 20:09:42
"VENTAS","AGY Company","Ejecutivo Comercial","Ventas - Comercial","Hace 4 horas ","Buscamos vendedores/as entre 18 y 28 años. C.I vigente. (NO PASAPORTE) Buena presencia con postura de negocio. Buen trato con el publico. Manejo de objecio ...","https://trabajo.gallito.com.uy/anuncio/ventas-4sa4q","montevideo",2019-11-10 20:09:42
"SE BUSCAN VENDEDORES","Importante empresa","Ejecutivo Comercial","Ventas - Comercial","Hace 1 día ","Nos encontramos en busca de jóvenes con carácter emprendedor para el área de ventas, con vocación de servicio en atención y asesoramiento al cliente. 
Hora ...","https://trabajo.gallito.com.uy/anuncio/se-buscan-vendedores-3neye","montevideo",2019-11-10 20:09:42
"SE BUSCAN VENDEDORES - CON O SIN EXPERIENCIA","Importante empresa de ventas internacional","Ejecutivo Comercial","Ventas - Comercial","Hace 1 día ","Venta de productos, cuidado de cartera de clientes
Cédula de identidad vigente (NO PASAPORTE) 18 a 33 años
Buena presencia
Buen trato con el público
Puntua ...","https://trabajo.gallito.com.uy/anuncio/se-buscan-vendedores-con-o-sin-experiencia-pa586","montevideo",2019-11-10 20:09:42
"SE BUSCAN VENDEDORES DE 18 A 33 AÑOS - CON O SIN EXPERIENCIA","Importante empresa de ventas a nivel internacional","Ejecutivo Comercial","Ventas - Comercial","Hace 2 días ","Venta de productos, cuidado de cartera de clientes
Cédula de identidad vigente (NO PASAPORTE) 18 a 33 años
Buena presencia
Buen trato con el público
Puntua ...","https://trabajo.gallito.com.uy/anuncio/se-buscan-vendedores-de-18-a-33-anos-con-o-sin-experiencia-76h6u","montevideo",2019-11-10 20:09:42
"RESPONSABLE  PARA CULTIVO Y ENVASADO DE VACUNAS","IMPORTANTE LABORATORIO VETERINARIO","Supervisor / Encargado","Administración - Secretariado","Hace 2 días "," Para el área de preparación de medios de cultivo, formulación y envasado de vacunas.

 

Buscamos una persona proactiva y dinámica, con capacidad de traba ...","https://trabajo.gallito.com.uy/anuncio/responsable-para-cultivo-y-envasado-de-vacunas-qpunb","montevideo",2019-11-10 20:09:42
"PELUQUERA","Peluquería en Pocitos","Técnico / Especialista","Servicios - Oficios","Hace 2 días ","Se necesita peluquera sepa manos y pies, depilación.
Se valorará conocimientos en  masajes, colocación de extensiones y otros. Colaborará en todas las tare ...","https://trabajo.gallito.com.uy/anuncio/peluquera-qj6h9","montevideo",2019-11-10 20:09:42
"TECNOLOGO MECÁNICO","Empresa","Técnico / Especialista","Producción","Hace 2 días "," Seleccionamos egresados, con experiencia comprobable.","https://trabajo.gallito.com.uy/anuncio/tecnologo-mecanico-qqp3j","montevideo",2019-11-10 20:09:42
"VENDEDOR-VISITADOR RUBRO FARMACIA","Importante empresa","Ejecutivo Comercial","Ventas - Comercial","Hace 2 días ","VENDEDOR-VISITADOR Rubro FARMACIA C/ experiencia EXCLUYENTE. Para Montevideo e Interior. Vehículo propio. Sueldo + Viáticos + Comisiones ventas y cobranzas ...","https://trabajo.gallito.com.uy/anuncio/vendedor-visitador-rubro-farmacia-jje5m","montevideo",2019-11-10 20:09:42
