"puesto","fechaPub","ID","fechaScraping"
"Jefe de Producto Digital","Publicado hace 18 días","www.buscojobs.com.uy/jefe-de-producto-digital-ID-163906",2019-01-07 17:57:56
"Mucama - Limpiadora","Publicado hace 19 días","www.buscojobs.com.uy/mucama-limpiadora-ID-163876",2019-01-07 17:57:56
"Analista de Sistemas (Funcional)","Publicado hace 19 días","www.buscojobs.com.uy/analista-de-sistemas-funcional-ID-163896",2019-01-07 17:57:56
"Social Media Mgr","Publicado hace 19 días","www.buscojobs.com.uy/social-media-mgr-ID-163894",2019-01-07 17:57:56
"Project Manager","Publicado hace 19 días","www.buscojobs.com.uy/project-manager-ID-163895",2019-01-07 17:57:56
"Técnico Mantenimiento","Publicado hace 19 días","www.buscojobs.com.uy/tecnico-mantenimiento-ID-163886",2019-01-07 17:57:56
"Maquinista de refrigeración.","Publicado hace 19 días","www.buscojobs.com.uy/maquinista-de-refrigeracion-ID-163893",2019-01-07 17:57:56
"Analista de Testing","Publicado hace 19 días","www.buscojobs.com.uy/analista-de-testing-ID-163892",2019-01-07 17:57:56
"GERENTE COMERCIAL - CANAL TRADICIONAL","Publicado hace 19 días","www.buscojobs.com.uy/gerente-comercial-canal-tradicional-ID-163878",2019-01-07 17:57:56
"Contador/a Senior","Publicado hace 19 días","www.buscojobs.com.uy/contadora-senior-ID-163889",2019-01-07 17:57:56
"Analista Contable","Publicado hace 19 días","www.buscojobs.com.uy/analista-contable-ID-163856",2019-01-07 17:57:56
"JEFE DE FACTURACION","Publicado hace 19 días","www.buscojobs.com.uy/jefe-de-facturacion-ID-163857",2019-01-07 17:57:56
"Community Manager","Publicado hace 19 días","www.buscojobs.com.uy/community-manager-ID-163881",2019-01-07 17:57:56
"TECNICO EN SOPORTE Y REDES","Publicado hace 19 días","www.buscojobs.com.uy/tecnico-en-soporte-y-redes-ID-163880",2019-01-07 17:57:56
"Segundo de Cocina","Publicado hace 19 días","www.buscojobs.com.uy/segundo-de-cocina-ID-163849",2019-01-07 17:57:56
"Gestor de Creditos y Cobranzas","Publicado hace 19 días","www.buscojobs.com.uy/gestor-de-creditos-y-cobranzas-ID-163838",2019-01-07 17:57:56
"Asistente de Atención al Usuario Vespertino y Fines de Semana","Publicado hace 19 días","www.buscojobs.com.uy/asistente-de-atencion-al-usuario-vespertino-y-fines-de-semana-ID-163875",2019-01-07 17:57:56
"Reponedor Externo - COSTA DE ORO Y CIUDAD DE LA COSTA","Publicado hace 19 días","www.buscojobs.com.uy/reponedor-externo-costa-de-oro-y-ciudad-de-la-costa-ID-163874",2019-01-07 17:57:56
"Auxiliar de Depósito","Publicado hace 19 días","www.buscojobs.com.uy/auxiliar-de-deposito-ID-163873",2019-01-07 17:57:56
"Analista Senior en Relaciones Laborales","Publicado hace 20 días","www.buscojobs.com.uy/analista-senior-en-relaciones-laborales-ID-163866",2019-01-07 17:57:56
"AUXILIAR ADMINISTRATIVO CONTABLE","Publicado hace 20 días","www.buscojobs.com.uy/auxiliar-administrativo-contable-ID-163842",2019-01-07 17:57:56
"Tesorero- Cajero","Publicado hace 20 días","www.buscojobs.com.uy/tesorero-cajero-ID-163815",2019-01-07 17:57:56
"Analista de Base de Datos","Publicado hace 20 días","www.buscojobs.com.uy/analista-de-base-de-datos-ID-163863",2019-01-07 17:57:56
"Operario de Producción - Planta Industrial","Publicado hace 20 días","www.buscojobs.com.uy/operario-de-produccion-planta-industrial-ID-163862",2019-01-07 17:57:56
"ESTUDIANTES DE CONTADOR PÚBLICO","Publicado hace 20 días","www.buscojobs.com.uy/estudiantes-de-contador-publico-ID-163425",2019-01-07 17:57:56
"arquitecto vendedor obra","Publicado hace 20 días","www.buscojobs.com.uy/arquitecto-vendedor-obra-ID-163851",2019-01-07 17:57:56
"Auxiliar de Compras Temporal","Publicado hace 20 días","www.buscojobs.com.uy/auxiliar-de-compras-temporal-ID-163818",2019-01-07 17:57:56
"Vendedores para servicio de cuidado de pacientes","Publicado hace 20 días","www.buscojobs.com.uy/vendedores-para-servicio-de-cuidado-de-pacientes-ID-163852",2019-01-07 17:57:56
"Analista Contable - contrato 6 meses","Publicado hace 20 días","www.buscojobs.com.uy/analista-contable-contrato-6-meses-ID-163855",2019-01-07 17:57:56
"Recepcionista","Publicado hace 20 días","www.buscojobs.com.uy/recepcionista-ID-163854",2019-01-07 17:57:56
"Vendedora por temporada Marca Internacional Maldonado","Publicado hace 20 días","www.buscojobs.com.uy/vendedora-por-temporada-marca-internacional-maldonado-ID-163853",2019-01-07 17:57:56
"Vendedor/a para local de Amo Cocinar","Publicado hace 21 días","www.buscojobs.com.uy/vendedora-para-local-de-amo-cocinar-ID-163827",2019-01-07 17:57:56
"Recepcionista","Publicado hace 21 días","www.buscojobs.com.uy/recepcionista-ID-163809",2019-01-07 17:57:56
"Visual para tienda 4 hrs","Publicado hace 21 días","www.buscojobs.com.uy/visual-para-tienda-4-hrs-ID-163828",2019-01-07 17:57:56
"Supervisor de Ventas para el canal distribución","Publicado hace 21 días","www.buscojobs.com.uy/supervisor-de-ventas-para-el-canal-distribucion-ID-163840",2019-01-07 17:57:56
"Asesor Comercial para Cementerio Parque","Publicado hace 21 días","www.buscojobs.com.uy/asesor-comercial-para-cementerio-parque-ID-163839",2019-01-07 17:57:56
"Técnico en Soporte de Mantenimiento","Publicado hace 21 días","www.buscojobs.com.uy/tecnico-en-soporte-de-mantenimiento-ID-163834",2019-01-07 17:57:56
"Gerente General","Publicado hace 21 días","www.buscojobs.com.uy/gerente-general-ID-163837",2019-01-07 17:57:56
"Telemarketers-Teleagendadores","Publicado hace 21 días","www.buscojobs.com.uy/telemarketers-teleagendadores-ID-163835",2019-01-07 17:57:56
"Community Manager","Publicado hace 21 días","www.buscojobs.com.uy/community-manager-ID-163817",2019-01-07 17:57:56
"Director/a de Centro Educativo","Publicado hace 21 días","www.buscojobs.com.uy/directora-de-centro-educativo-ID-163832",2019-01-07 17:57:56
"Desarrollador BI","Publicado hace 21 días","www.buscojobs.com.uy/desarrollador-bi-ID-163831",2019-01-07 17:57:56
"Jefe para departamento de Tarjeta","Publicado hace 21 días","www.buscojobs.com.uy/jefe-para-departamento-de-tarjeta-ID-163826",2019-01-07 17:57:56
"Administrativo- OSE- Enero a Abril","Publicado hace 21 días","www.buscojobs.com.uy/administrativo-ose-enero-a-abril-ID-163825",2019-01-07 17:57:56
"Vendedor de Plaza para Trinidad","Publicado hace 21 días","www.buscojobs.com.uy/vendedor-de-plaza-para-trinidad-ID-163830",2019-01-07 17:57:56
"Supervisor - 3 días en la semana","Publicado hace 21 días","www.buscojobs.com.uy/supervisor-3-dias-en-la-semana-ID-163824",2019-01-07 17:57:56
"Coordinador Comercial Administrativo","Publicado hace 21 días","www.buscojobs.com.uy/coordinador-comercial-administrativo-ID-163823",2019-01-07 17:57:56
"PART-TIME PARA ESTUDIANTES UNIVERSITARIOS","Publicado hace 21 días","www.buscojobs.com.uy/part-time-para-estudiantes-universitarios-ID-163821",2019-01-07 17:57:56
"Vendedor/a","Publicado hace 21 días","www.buscojobs.com.uy/vendedora-ID-163795",2019-01-07 17:57:56
"Jefe de Planificación","Publicado hace 21 días","www.buscojobs.com.uy/jefe-de-planificacion-ID-163819",2019-01-07 17:57:56
"SATELLOGIC: Técnico Óptico","Publicado hace 21 días","www.buscojobs.com.uy/satellogic-tecnico-optico-ID-163810",2019-01-07 17:57:56
"Auxiliar de Depósito para zafra","Publicado hace 21 días","www.buscojobs.com.uy/auxiliar-de-deposito-para-zafra-ID-163813",2019-01-07 17:57:56
"L2 Customer Support Architect ($60K/year)  - Remote Work","Publicado hace 23 días","www.buscojobs.com.uy/l2-customer-support-architect-60kyear-remote-work-ID-163800",2019-01-07 17:57:56
"Asistente Contable","Publicado hace 24 días","www.buscojobs.com.uy/asistente-contable-ID-163796",2019-01-07 17:57:56
"ENFERMERO CIRCULANTE","Publicado hace 24 días","www.buscojobs.com.uy/enfermero-circulante-ID-163780",2019-01-07 17:57:56
"Analista Contable Jr","Publicado hace 24 días","www.buscojobs.com.uy/analista-contable-jr-ID-163761",2019-01-07 17:57:56
"Asistente de Expedición- Turno nocturno","Publicado hace 24 días","www.buscojobs.com.uy/asistente-de-expedicion-turno-nocturno-ID-163788",2019-01-07 17:57:56
"Coordinador Deportivo","Publicado hace 24 días","www.buscojobs.com.uy/coordinador-deportivo-ID-163793",2019-01-07 17:57:56
"Encuestador en puntos de venta para Maldonado (contrato por 14 días)","Publicado hace 24 días","www.buscojobs.com.uy/encuestador-en-puntos-de-venta-para-maldonado-contrato-por-14-dias-ID-163787",2019-01-07 17:57:56
"Encuestador puntos de venta para Pta. del Este (contrato por 11 días)","Publicado hace 24 días","www.buscojobs.com.uy/encuestador-puntos-de-venta-para-pta-del-este-contrato-por-11-dias-ID-163786",2019-01-07 17:57:56
"Ayudante de Cocina para Importante Hotel","Publicado hace 24 días","www.buscojobs.com.uy/ayudante-de-cocina-para-importante-hotel-ID-163785",2019-01-07 17:57:56
"Vendedor telefónico","Publicado hace 24 días","www.buscojobs.com.uy/vendedor-telefonico-ID-163779",2019-01-07 17:57:56
"Contador/a","Publicado hace 24 días","www.buscojobs.com.uy/contadora-ID-163781",2019-01-07 17:57:56
"Panadería/Carnicería/Rotisería/Fiambrería","Publicado hace 24 días","www.buscojobs.com.uy/panaderiacarniceriarotiseriafiambreria-ID-163783",2019-01-07 17:57:56
"Repostería Confitería","Publicado hace 24 días","www.buscojobs.com.uy/reposteria-confiteria-ID-163774",2019-01-07 17:57:56
"Ingeniero/ Licenciado/ Analista de Sistemas","Publicado hace 24 días","www.buscojobs.com.uy/ingeniero-licenciado-analista-de-sistemas-ID-163777",2019-01-07 17:57:56
"Auxiliar Administrativo Contable","Publicado hace 24 días","www.buscojobs.com.uy/auxiliar-administrativo-contable-ID-163746",2019-01-07 17:57:56
"Desarrollador Junior .NET","Publicado hace 24 días","www.buscojobs.com.uy/desarrollador-junior-net-ID-163775",2019-01-07 17:57:56
"Analista de Desempeño","Publicado hace 24 días","www.buscojobs.com.uy/analista-de-desempeno-ID-163773",2019-01-07 17:57:56
"Implementador Shopify","Publicado hace 24 días","www.buscojobs.com.uy/implementador-shopify-ID-163763",2019-01-07 17:57:56
"Subencargado/a de local comercial para Montevideo","Publicado hace 25 días","www.buscojobs.com.uy/subencargadoa-de-local-comercial-para-montevideo-ID-163754",2019-01-07 17:57:56
"PQP Advisor","Publicado hace 25 días","www.buscojobs.com.uy/pqp-advisor-ID-163758",2019-01-07 17:57:56
"Jóvenes profesionales Ingeniería, Lic. en Informática y/o afines","Publicado hace 25 días","www.buscojobs.com.uy/jovenes-profesionales-ingenieria-lic-en-informatica-yo-afines-ID-163756",2019-01-07 17:57:56
"Auxiliar administrativo","Publicado hace 25 días","www.buscojobs.com.uy/auxiliar-administrativo-ID-163701",2019-01-07 17:57:56
"Analista Genexus","Publicado hace 25 días","www.buscojobs.com.uy/analista-genexus-ID-163755",2019-01-07 17:57:56
"diseñadora textil y moda para trading","Publicado hace 25 días","www.buscojobs.com.uy/disenadora-textil-y-moda-para-trading-ID-163747",2019-01-07 17:57:56
"Cadeta Limpiadora","Publicado hace 25 días","www.buscojobs.com.uy/cadeta-limpiadora-ID-163753",2019-01-07 17:57:56
"VIGILANTE- VIGILANTE AUXILIAR","Publicado hace 25 días","www.buscojobs.com.uy/vigilante-vigilante-auxiliar-ID-163751",2019-01-07 17:57:56
"BENCO: Vendedor","Publicado hace 25 días","www.buscojobs.com.uy/benco-vendedor-ID-163748",2019-01-07 17:57:56
"Ejecutivo de Servicio al Cliente","Publicado hace 25 días","www.buscojobs.com.uy/ejecutivo-de-servicio-al-cliente-ID-163749",2019-01-07 17:57:56
"CONTADOR","Publicado hace 25 días","www.buscojobs.com.uy/contador-ID-163745",2019-01-07 17:57:56
"Ejecutivo de Cuentas para agencia de publicidad","Publicado hace un mes","www.buscojobs.com.uy/ejecutivo-de-cuentas-para-agencia-de-publicidad-ID-163744",2019-01-07 17:57:56
"WEB DEVELOPER SUPPORT SR","Publicado hace un mes","www.buscojobs.com.uy/web-developer-support-sr-ID-163739",2019-01-07 17:57:56
"Content Assistant","Publicado hace un mes","www.buscojobs.com.uy/content-assistant-ID-163737",2019-01-07 17:57:56
"Auxiliar Control Estacionamiento Contrato a término 16:00 a 24:00horas","Publicado hace un mes","www.buscojobs.com.uy/auxiliar-control-estacionamiento-contrato-a-termino-1600-a-2400horas-ID-163736",2019-01-07 17:57:56
"Auxiliar Administrativo; contar con experiencia","Publicado hace un mes","www.buscojobs.com.uy/auxiliar-administrativo-contar-con-experiencia-ID-163377",2019-01-07 17:57:56
"Técnico para SOPORTE IT","Publicado hace un mes","www.buscojobs.com.uy/tecnico-para-soporte-it-ID-163730",2019-01-07 17:57:56
"Técnico en Sistemas Operativos y Redes IP - Telefónica","Publicado hace un mes","www.buscojobs.com.uy/tecnico-en-sistemas-operativos-y-redes-ip-telefonica-ID-163729",2019-01-07 17:57:56
"Retentions Representative - Portuguese and English Speaker","Publicado hace un mes","www.buscojobs.com.uy/retentions-representative-portuguese-and-english-speaker-ID-163727",2019-01-07 17:57:56
"Jefe de finanzas - Temporal","Publicado hace un mes","www.buscojobs.com.uy/jefe-de-finanzas-temporal-ID-163728",2019-01-07 17:57:56
"COCINERO","Publicado hace un mes","www.buscojobs.com.uy/cocinero-ID-163724",2019-01-07 17:57:56
"COMMUNITY MANAGER Y PLANIFICADOR DE CAMPAÑA","Publicado hace un mes","www.buscojobs.com.uy/community-manager-y-planificador-de-campana-ID-163722",2019-01-07 17:57:56
"Persona para Recepción o caja y o mantenimiento","Publicado hace un mes","www.buscojobs.com.uy/persona-para-recepcion-o-caja-y-o-mantenimiento-ID-163706",2019-01-07 17:57:56
"AUXILIAR CONTABLE Y  AUXILIAR ADMINISTRATIVO","Publicado hace un mes","www.buscojobs.com.uy/auxiliar-contable-y-auxiliar-administrativo-ID-163712",2019-01-07 17:57:56
"AUXILIAR DE VENTAS Y/O DEPOSITO PARA LOCAL COMERCIAL","Publicado hace un mes","www.buscojobs.com.uy/auxiliar-de-ventas-yo-deposito-para-local-comercial-ID-163713",2019-01-07 17:57:56
"Gerente de Proyecto","Publicado hace un mes","www.buscojobs.com.uy/gerente-de-proyecto-ID-163711",2019-01-07 17:57:56
"Responsable de RRHH","Publicado hace un mes","www.buscojobs.com.uy/responsable-de-rrhh-ID-163709",2019-01-07 17:57:56
"Supply Planner","Publicado hace un mes","www.buscojobs.com.uy/supply-planner-ID-163708",2019-01-07 17:57:56
"AUXILIAR ADMINISTRATIVO","Publicado hace un mes","www.buscojobs.com.uy/auxiliar-administrativo-ID-163697",2019-01-07 17:57:56
"Ejecutivo de Cuentas SR.","Publicado hace un mes","www.buscojobs.com.uy/ejecutivo-de-cuentas-sr-ID-163705",2019-01-07 17:57:56
"Asistente de Recursos Humanos (4 horas)","Publicado hace un mes","www.buscojobs.com.uy/asistente-de-recursos-humanos-4-horas-ID-163702",2019-01-07 17:57:56
"Encargado de local gastronómico","Publicado hace un mes","www.buscojobs.com.uy/encargado-de-local-gastronomico-ID-163700",2019-01-07 17:57:56
"Ejecutivo Comercial E-commerce Corp.","Publicado hace un mes","www.buscojobs.com.uy/ejecutivo-comercial-e-commerce-corp-ID-163698",2019-01-07 17:57:56
"Auxiliar de Proyecto (Temporal)","Publicado hace un mes","www.buscojobs.com.uy/auxiliar-de-proyecto-temporal-ID-163675",2019-01-07 17:57:56
"Jefe de Investigación y BI","Publicado hace un mes","www.buscojobs.com.uy/jefe-de-investigacion-y-bi-ID-163694",2019-01-07 17:57:56
"Diseñador gráfico - Perfil comercial","Publicado hace un mes","www.buscojobs.com.uy/disenador-grafico-perfil-comercial-ID-163693",2019-01-07 17:57:56
"Logistica","Publicado hace un mes","www.buscojobs.com.uy/logistica-ID-163669",2019-01-07 17:57:56
"Carniceros/as","Publicado hace un mes","www.buscojobs.com.uy/carnicerosas-ID-163667",2019-01-07 17:57:56
"Administrativa/o para estudio contable","Publicado hace un mes","www.buscojobs.com.uy/administrativao-para-estudio-contable-ID-163691",2019-01-07 17:57:56
"Asistente Técnico","Publicado hace un mes","www.buscojobs.com.uy/asistente-tecnico-ID-163685",2019-01-07 17:57:56
"Merchandiser para zafra escolar","Publicado hace un mes","www.buscojobs.com.uy/merchandiser-para-zafra-escolar-ID-163623",2019-01-07 17:57:56
"Jefe de Embotellado","Publicado hace un mes","www.buscojobs.com.uy/jefe-de-embotellado-ID-163686",2019-01-07 17:57:56
"Secretario de Ventas","Publicado hace un mes","www.buscojobs.com.uy/secretario-de-ventas-ID-163684",2019-01-07 17:57:56
"Guardia de Seguridad","Publicado hace un mes","www.buscojobs.com.uy/guardia-de-seguridad-ID-163621",2019-01-07 17:57:56
"Vendedor de plaza para Sarandi del Yi","Publicado hace un mes","www.buscojobs.com.uy/vendedor-de-plaza-para-sarandi-del-yi-ID-163683",2019-01-07 17:57:56
"ANALISTA Y DISEÑADOR DIGITAL","Publicado hace un mes","www.buscojobs.com.uy/analista-y-disenador-digital-ID-163681",2019-01-07 17:57:56
"Promotor de Afiliaciones Cerro Largo","Publicado hace un mes","www.buscojobs.com.uy/promotor-de-afiliaciones-cerro-largo-ID-163679",2019-01-07 17:57:56
"DISEÑADOR DIGITAL","Publicado hace un mes","www.buscojobs.com.uy/disenador-digital-ID-163680",2019-01-07 17:57:56
"Auxiliar de Coberturas de Guardias","Publicado hace un mes","www.buscojobs.com.uy/auxiliar-de-coberturas-de-guardias-ID-163559",2019-01-07 17:57:56
"Senior Accountant","Publicado hace un mes","www.buscojobs.com.uy/senior-accountant-ID-163677",2019-01-07 17:57:56
"ANALISTA DIGITAL","Publicado hace un mes","www.buscojobs.com.uy/analista-digital-ID-163678",2019-01-07 17:57:56
"Ejecutivo de ventas insumos médicos","Publicado hace un mes","www.buscojobs.com.uy/ejecutivo-de-ventas-insumos-medicos-ID-163676",2019-01-07 17:57:56
"CAJERO/A PARA MINIMERCADO","Publicado hace un mes","www.buscojobs.com.uy/cajeroa-para-minimercado-ID-163674",2019-01-07 17:57:56
"Ayudante de Fontanería - Tercerizado para Ente Público","Publicado hace un mes","www.buscojobs.com.uy/ayudante-de-fontaneria-tercerizado-para-ente-publico-ID-163671",2019-01-07 17:57:56
"Ayudante en Electromecánica","Publicado hace un mes","www.buscojobs.com.uy/ayudante-en-electromecanica-ID-163670",2019-01-07 17:57:56
"VENDEDOR , ASISTENTE","Publicado hace un mes","www.buscojobs.com.uy/vendedor-asistente-ID-163666",2019-01-07 17:57:56
"Oficial Sanitario","Publicado hace un mes","www.buscojobs.com.uy/oficial-sanitario-ID-163665",2019-01-07 17:57:56
"Promotor de Afiliaciones para Dpto. de Rocha","Publicado hace un mes","www.buscojobs.com.uy/promotor-de-afiliaciones-para-dpto-de-rocha-ID-163660",2019-01-07 17:57:56
"Promotor de Afiliaciones para Dpto. de Colonia","Publicado hace un mes","www.buscojobs.com.uy/promotor-de-afiliaciones-para-dpto-de-colonia-ID-163659",2019-01-07 17:57:56
"Peón para empresa del rubro alimenticio","Publicado hace un mes","www.buscojobs.com.uy/peon-para-empresa-del-rubro-alimenticio-ID-163663",2019-01-07 17:57:56
"Promotor de Afiliaciones para Dpto. de Florida","Publicado hace un mes","www.buscojobs.com.uy/promotor-de-afiliaciones-para-dpto-de-florida-ID-163658",2019-01-07 17:57:56
"Analista de Stock","Publicado hace un mes","www.buscojobs.com.uy/analista-de-stock-ID-163657",2019-01-07 17:57:56
"DOCENTE ÁREA CONTABLE, martes y jueves de 18:30 a 22 hs.","Publicado hace un mes","www.buscojobs.com.uy/docente-area-contable-martes-y-jueves-de-1830-a-22-hs-ID-163654",2019-01-07 17:57:56
"Promotor de Afiliaciones para Dpto. de Lavalleja","Publicado hace un mes","www.buscojobs.com.uy/promotor-de-afiliaciones-para-dpto-de-lavalleja-ID-163655",2019-01-07 17:57:56
"Electromecánico","Publicado hace un mes","www.buscojobs.com.uy/electromecanico-ID-163652",2019-01-07 17:57:56
"Soporte técnico - Inglés avanzado","Publicado hace un mes","www.buscojobs.com.uy/soporte-tecnico-ingles-avanzado-ID-163651",2019-01-07 17:57:56
"Recepcionista Administrativa","Publicado hace un mes","www.buscojobs.com.uy/recepcionista-administrativa-ID-163632",2019-01-07 17:57:56
"VENDEDORA ENCARGADA Y CAJERAS PARA LOCALES EN SHOPPINGS","Publicado hace un mes","www.buscojobs.com.uy/vendedora-encargada-y-cajeras-para-locales-en-shoppings-ID-163628",2019-01-07 17:57:56
"Jefe de Producción y Calidad","Publicado hace un mes","www.buscojobs.com.uy/jefe-de-produccion-y-calidad-ID-163584",2019-01-07 17:57:56
"AUXILIAR ADMINISTRATIVA","Publicado hace 9 horas","www.buscojobs.com.uy/auxiliar-administrativa-ID-164219",2019-01-07 17:57:56
"Administrativo Contable","Publicado hace 3 días","www.buscojobs.com.uy/administrativo-contable-ID-164181",2019-01-07 17:57:56
"Chofer repartidor","Publicado hace 4 días","www.buscojobs.com.uy/chofer-repartidor-ID-164168",2019-01-07 17:57:56
"Jefe de Cocina","Publicado hace 4 días","www.buscojobs.com.uy/jefe-de-cocina-ID-164144",2019-01-07 17:57:56
"Promotor de afiliaciones","Publicado hace 5 días","www.buscojobs.com.uy/promotor-de-afiliaciones-ID-164125",2019-01-07 17:57:56
"Ingeniero Junior","Publicado hace 5 días","www.buscojobs.com.uy/ingeniero-junior-ID-164112",2019-01-07 17:57:56
"Licenciado En Comunicación","Publicado hace 21 horas","www.buscojobs.com.uy/licenciado-en-comunicacion-ID-164206",2019-01-07 17:57:56
"Asistente Gº2 Efectivo - Comedu Y Com","Publicado hace 21 horas","www.buscojobs.com.uy/asistente-g2-efectivo-comedu-y-com-ID-164207",2019-01-07 17:57:56
"Gerente","Publicado hace 2 días","www.buscojobs.com.uy/gerente-ID-164202",2019-01-07 17:57:56
"Provisión Efectiva","Publicado hace 4 días","www.buscojobs.com.uy/provision-efectiva-ID-164169",2019-01-07 17:57:56
"Ayudante Física General","Publicado hace 4 días","www.buscojobs.com.uy/ayudante-fisica-general-ID-164170",2019-01-07 17:57:56
"Provisión Interina","Publicado hace 4 días","www.buscojobs.com.uy/provision-interina-ID-164171",2019-01-07 17:57:56
"Ayudante Bioquímica","Publicado hace 4 días","www.buscojobs.com.uy/ayudante-bioquimica-ID-164172",2019-01-07 17:57:56
"Ayudante Convenio Mvotma","Publicado hace 4 días","www.buscojobs.com.uy/ayudante-convenio-mvotma-ID-164173",2019-01-07 17:57:56
"Provisión Interina","Publicado hace 4 días","www.buscojobs.com.uy/provision-interina-ID-164174",2019-01-07 17:57:56
"Provisión Interina","Publicado hace 4 días","www.buscojobs.com.uy/provision-interina-ID-164175",2019-01-07 17:57:56
"Ayudante Convenio Mvotma","Publicado hace 4 días","www.buscojobs.com.uy/ayudante-convenio-mvotma-ID-164176",2019-01-07 17:57:56
"Profesor Adjunto - Manejo De Efluentes","Publicado hace 5 días","www.buscojobs.com.uy/profesor-adjunto-manejo-de-efluentes-ID-164127",2019-01-07 17:57:56
"Asistente","Publicado hace 5 días","www.buscojobs.com.uy/asistente-ID-164128",2019-01-07 17:57:56
"Ayudante De Investigación Para El Agu - Universidad De La República","Publicado hace 5 días","www.buscojobs.com.uy/ayudante-de-investigacion-para-el-agu-universidad-de-la-republica-ID-164129",2019-01-07 17:57:56
"Profesor Asociado - Manejo De Efluentes","Publicado hace 5 días","www.buscojobs.com.uy/profesor-asociado-manejo-de-efluentes-ID-164130",2019-01-07 17:57:56
"Cons Para Restauración De Ecosistema","Publicado hace 5 días","www.buscojobs.com.uy/cons-para-restauracion-de-ecosistema-ID-164139",2019-01-07 17:57:56
"Especializado/A Iv Tic","Publicado hace 6 días","www.buscojobs.com.uy/especializadoa-iv-tic-ID-164097",2019-01-07 17:57:56
"Coordinador De Proyetcos - Utec","Publicado hace 10 días","www.buscojobs.com.uy/coordinador-de-proyetcos-utec-ID-164077",2019-01-07 17:57:56
"Analista De Capital Humano","Publicado hace 10 días","www.buscojobs.com.uy/analista-de-capital-humano-ID-164078",2019-01-07 17:57:56
"Analista Técnico","Publicado hace 10 días","www.buscojobs.com.uy/analista-tecnico-ID-164079",2019-01-07 17:57:56
"Becario De Infarestructura","Publicado hace 10 días","www.buscojobs.com.uy/becario-de-infarestructura-ID-164080",2019-01-07 17:57:56
"Asistente De Laboratorio","Publicado hace 10 días","www.buscojobs.com.uy/asistente-de-laboratorio-ID-164081",2019-01-07 17:57:56
"Analista Académico","Publicado hace 10 días","www.buscojobs.com.uy/analista-academico-ID-164082",2019-01-07 17:57:56
"Asistente Administrativo","Publicado hace 10 días","www.buscojobs.com.uy/asistente-administrativo-ID-164083",2019-01-07 17:57:56
"Becario De Administración","Publicado hace 10 días","www.buscojobs.com.uy/becario-de-administracion-ID-164084",2019-01-07 17:57:56
"Analista De Derecho Público","Publicado hace 10 días","www.buscojobs.com.uy/analista-de-derecho-publico-ID-164085",2019-01-07 17:57:56
"Profesional Científico Contador","Publicado hace 10 días","www.buscojobs.com.uy/profesional-cientifico-contador-ID-164086",2019-01-07 17:57:56
"Ingeniero Agrimensor - Administración Nacional De Educación Pública","Publicado hace 11 días","www.buscojobs.com.uy/ingeniero-agrimensor-administracion-nacional-de-educacion-publica-ID-164047",2019-01-07 17:57:56
"Técnico Habilitado Por La Dnb","Publicado hace 11 días","www.buscojobs.com.uy/tecnico-habilitado-por-la-dnb-ID-164048",2019-01-07 17:57:56
"Escribano/A","Publicado hace 11 días","www.buscojobs.com.uy/escribanoa-ID-164049",2019-01-07 17:57:56
"Operador/A Social","Publicado hace 11 días","www.buscojobs.com.uy/operadora-social-ID-164050",2019-01-07 17:57:56
"Lic En Trabajo Social","Publicado hace 11 días","www.buscojobs.com.uy/lic-en-trabajo-social-ID-164051",2019-01-07 17:57:56
"Apoyo A La Gestión En La Dirección Isef","Publicado hace 12 días","www.buscojobs.com.uy/apoyo-a-la-gestion-en-la-direccion-isef-ID-164006",2019-01-07 17:57:56
"Gestor Ambiental Ecosist Costeros","Publicado hace 12 días","www.buscojobs.com.uy/gestor-ambiental-ecosist-costeros-ID-164007",2019-01-07 17:57:56
"Núcleo Deporte Y Enseñanza, Gº2","Publicado hace 12 días","www.buscojobs.com.uy/nucleo-deporte-y-ensenanza-g2-ID-164008",2019-01-07 17:57:56
"H51746 - Consultor","Publicado hace 12 días","www.buscojobs.com.uy/h51746-consultor-ID-164009",2019-01-07 17:57:56
"Núcleo Deporte Y Enseñanza, Gº2","Publicado hace 12 días","www.buscojobs.com.uy/nucleo-deporte-y-ensenanza-g2-ID-164010",2019-01-07 17:57:56
"Núcleo Deporte Y Enseñanza , Gº 2","Publicado hace 12 días","www.buscojobs.com.uy/nucleo-deporte-y-ensenanza-g-2-ID-164011",2019-01-07 17:57:56
"Prof Adjunto Neurociencias","Publicado hace 12 días","www.buscojobs.com.uy/prof-adjunto-neurociencias-ID-164012",2019-01-07 17:57:56
"Asistente Geografía","Publicado hace 12 días","www.buscojobs.com.uy/asistente-geografia-ID-164013",2019-01-07 17:57:56
"Núcleo Deporte Y Enseñanza, Gº2","Publicado hace 12 días","www.buscojobs.com.uy/nucleo-deporte-y-ensenanza-g2-ID-164014",2019-01-07 17:57:56
"Técncorporales Y Práctartísticas, Gtº2","Publicado hace 12 días","www.buscojobs.com.uy/tecncorporales-y-practartisticas-gt2-ID-164015",2019-01-07 17:57:56
"Técncorporales Y Práctartísticas, Gº1","Publicado hace 12 días","www.buscojobs.com.uy/tecncorporales-y-practartisticas-g1-ID-164016",2019-01-07 17:57:56
"Núcleo Gimnasia, Gº1","Publicado hace 12 días","www.buscojobs.com.uy/nucleo-gimnasia-g1-ID-164017",2019-01-07 17:57:56
