"puesto","Empresa","Departamento","Ciudad","fecha","fecha_scraping","links"
"Chofer con libreta C excluyente - Ruta 101","ManpowerGroup","Canelones","PasoCarrasco","Hoy, 05:05 p. m.",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-chofer-con-libreta-c-excluyente-ruta-101-en-paso-carrasco-CBD38E8587F8B7B661373E686DCF3405"
"Cadete temporal - del 26/12/18 al 18/01/19 ","ManpowerGroup","Montevideo","Montevideo","Hoy, 04:59 p. m.",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-cadete-temporal-del-261218-al-180119--en-montevideo-32A79B80E3CC170261373E686DCF3405"
"Auxiliar de almacén","GRUPOND","Montevideo","Montevideo","Hoy, 02:38 p. m.",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-auxiliar-de-almacen-en-montevideo-E722F02BE3ED601761373E686DCF3405"
"Vendedor / a - Vendedor free lance","INDUSTRIALMOLINERACA","Montevideo","Montevideo","Hoy, 02:38 p. m.",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-vendedor-a-vendedor-free-lance-en-montevideo-03466DE9F1783CB061373E686DCF3405"
"Técnico en Sistemas Operativos y Redes IP - Telefónica","Tgestiona","Montevideo","Montevideo","Hoy, 02:38 p. m.",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-tecnico-en-sistemas-operativos-y-redes-ip-telefonica-en-montevideo-84AB78BFC71CB6B461373E686DCF3405"
"Gerente - de tesorería y finanzas","Curbelo&Cianci","Montevideo","Montevideo","Hoy, 02:38 p. m.",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-gerente-de-tesoreria-y-finanzas-en-montevideo-0C184B42A422E2D061373E686DCF3405"
"Cadete - para reconocida Importadora en zona centro","WorkOfficeS.A.","Montevideo","Montevideo","Hoy, 02:38 p. m.",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-cadete-para-reconocida-importadora-en-zona-centro-en-montevideo-EB693966A117DBD561373E686DCF3405"
"Ventas  - por Redes Sociales","EMEEmprende","Montevideo","Montevideo","Hoy, 02:38 p. m.",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-ventas--por-redes-sociales-en-montevideo-6AC012B9DCD5B3BA61373E686DCF3405"
"Mantenimiento para hotel en punta del este","Hotelterrazadelmar","Maldonado","PuntaBallena","Hoy, 02:38 p. m.",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-mantenimiento-para-hotel-en-punta-del-este-en-punta-ballena-F354E74ECA58412A61373E686DCF3405"
"Ayudante de cocina para restaurante de hotel - ofrecemos alojamiento","Hotelterrazadelmar","Maldonado","PuntaBallena","Hoy, 02:38 p. m.",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-ayudante-de-cocina-para-restaurante-de-hotel-ofrecemos-alojamiento-en-punta-ballena-740D98AA6FC6598E61373E686DCF3405"
"Sushiman con Experiencia - Noche","MariaPeñaCarlosAlanis","Montevideo","Montevideo","Hoy, 02:38 p. m.",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-sushiman-con-experiencia-noche-en-montevideo-5EE8959C2BA32DA461373E686DCF3405"
"Técnico Electricista o Electrotecnia","VarinterS.A.","Montevideo","Montevideo","Hoy, 02:38 p. m.",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-tecnico-electricista-o-electrotecnia-en-montevideo-C4510B9803AFDF2461373E686DCF3405"
"Desarrollador IOS - con experiencia","CISMOSoftware","Montevideo","Montevideo","Hoy, 02:38 p. m.",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-ios-con-experiencia-en-montevideo-A8C4D5B6EDF98CD561373E686DCF3405"
"Cajero/a","VP Selección","Montevideo","Montevideo","Hoy, 02:38 p. m.",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-cajeroa-en-montevideo-37FEF5A862A4E58361373E686DCF3405"
"Recepcionista para hotel en Punta del Este - temporada  ofrecemos alojmiento","Hotelterrazadelmar","Maldonado","PuntaBallena","Hoy, 02:38 p. m.",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-recepcionista-para-hotel-en-punta-del-este-temporada-ofrecemos-alojmiento-en-punta-ballena-39D83A18CA67767661373E686DCF3405"
"Retentions Representative - Portuguese and English speaker","eteacher","Montevideo","Montevideo","Hoy, 02:38 p. m.",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-retentions-representative-portuguese-and-english-speaker-en-montevideo-D75F5A9A634DA5F461373E686DCF3405"
"Peon de Playa - Zafral ","LaRinconadaMotosdeAgua","Maldonado","PuntaBallena","Hoy, 02:38 p. m.",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-vendedora-vendedor-freelance--en-montevideo-C1260F02A042AB8061373E686DCF3405"
"Vendedora - Vendedor FreeLance ","ESLIVES.A","Montevideo","Montevideo","Hoy, 02:38 p. m.",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-docentes-de-office-diseno-grafico-y-diseno-web-instituto-de-ensenanza-en-montevideo-2B651F95079010AE61373E686DCF3405"
"Docentes de Office, Diseño Gráfico y Diseño Web - Instituto de Enseñanza","CírculoInformáticoParqueBatlle","Montevideo","Montevideo","Hoy, 02:38 p. m.",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-peon-de-playa-zafral--en-punta-ballena-EBB5CCA48EA96A6361373E686DCF3405"
"Ventas - Con o Sin experiencia","Freelanceworkteams","Montevideo","Montevideo","Hoy, 02:38 p. m.",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-net-dynamics-nav-developer-fluent-in-english-en-belgica-EDBB9DA0A75A307E61373E686DCF3405"
"Foguista","VarinterS.A.","Montevideo","Montevideo","Hoy, 02:38 p. m.",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-foguista-en-montevideo-18CE9102A27D6BE061373E686DCF3405"
"Técnico en Refrigeración Industrial","VarinterS.A.","Montevideo","Montevideo","Hoy, 02:38 p. m.",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-tecnico-en-refrigeracion-industrial-en-montevideo-7F1EF45E93D9F86061373E686DCF3405"
"Ventas - Con o Sin experiencia","Freelanceworkteams","Montevideo","Montevideo","Hoy, 02:38 p. m.",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-ventas-con-o-sin-experiencia-en-montevideo-026A6146367A1AED61373E686DCF3405"
"Técnico Sanitario","VarinterS.A.","Montevideo","Montevideo","Hoy, 02:38 p. m.",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-tecnico-sanitario-en-montevideo-6CE9A367DEB16B2561373E686DCF3405"
"Vendedora - Vendedor FreeLance","ESLIVES.A","Montevideo","Montevideo","Hoy, 02:38 p. m.",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-vendedora-vendedor-freelance-en-montevideo-27C3BC909A6F9F4261373E686DCF3405"
"Atención al cliente - Sector ventas","FZEmprendedores","Montevideo","Montevideo","Hoy, 02:38 p. m.",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-atencion-al-cliente-sector-ventas-en-montevideo-82294A6BB3F3B07E61373E686DCF3405"
"Vendedores freelance  - Vendedores full time part time","EquipoRyB","Montevideo","Montevideo","Hoy, 02:38 p. m.",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-vendedores-freelance--vendedores-full-time-part-time-en-montevideo-E2D70B3FE1F765FA61373E686DCF3405"
"IT Recruiter - IT Recruiter","TataConsultancyServices","Montevideo","Montevideo","Hoy, 02:38 p. m.",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-it-recruiter-it-recruiter-en-montevideo-0E4C745E017AE67A61373E686DCF3405"
"Operario práctico para Barros Blancos ","WorkOfficeS.A.","Canelones","BarrosBlancos","Hoy, 02:38 p. m.",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-operario-practico-para-barros-blancos--en-barros-blancos-33DE69535D73A77361373E686DCF3405"
"Técnico prevencionista independiente ","KPS","SanJosé","Libertad","Hoy, 02:38 p. m.",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-tecnico-prevencionista-independiente--en-libertad-1AD1B15D9623E89C61373E686DCF3405"
"Vendedor/a freelance","MARTINREZKS.A.","Montevideo","Montevideo","Hoy, 02:38 p. m.",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-vendedora-freelance-en-montevideo-AED045D3F3D2E28561373E686DCF3405"
"Desarrollador Full Stack","Hattrick IT","Montevideo","Montevideo","Hoy, 02:38 p. m.",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-full-stack-en-montevideo-D0B3F850F51B3BE961373E686DCF3405"
"Vendedor en Terreno ADT - Montevideo","TycoInternational","Montevideo","Montevideo","Hoy, 02:36 p. m.",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-vendedor-en-terreno-adt-montevideo-en-montevideo-9CDB838FBB4DD3AB61373E686DCF3405"
"Diseñador - Diseñador","BAS","Montevideo","Montevideo","Hoy, 12:51 p. m.",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-disenador-disenador-en-montevideo-0846A7E35FEEF42161373E686DCF3405"
"Electricista - Experiencia en servicio tecnico  de alarmas","Curbelo&Cianci","Montevideo","Montevideo","Hoy, 12:07 p. m.",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-electricista-experiencia-en-servicio-tecnico-de-alarmas-en-montevideo-A5D91B42A45307E461373E686DCF3405"
"Atención al Público   - Para Auditorio Nacional del Sodre ","ManpowerGroup","Montevideo","Montevideo","Hoy, 11:05 a. m.",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-atencion-al-publico--para-auditorio-nacional-del-sodre--en-montevideo-C1E3F0A3F62FEBE661373E686DCF3405"
"Auxiliar administrativo con experiencia en liquidación de haberes","ManpowerGroup","Montevideo","Montevideo","Hoy, 10:14 a. m.",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-auxiliar-administrativo-con-experiencia-en-liquidacion-de-haberes-en-montevideo-DA15B8E33D7236A961373E686DCF3405"
"Analista Sr de Trade Marketing","ManpowerGroup","Montevideo","Montevideo","Hoy, 09:38 a. m.",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-analista-sr-de-trade-marketing-en-montevideo-F7030C1EFB02A8D661373E686DCF3405"
"Foguista - Suplencia","Curbelo&Cianci","Montevideo","Montevideo","Hoy, 09:35 a. m.",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-foguista-suplencia-en-montevideo-BD5DB13BE975632361373E686DCF3405"
"CAJERO/A PARA CAFETERÍA - con 2 años de experiencia comprobada","Conamilsa","Montevideo","Montevideo","Hoy, 09:35 a. m.",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-cajeroa-para-cafeteria-con-2-anos-de-experiencia-comprobada-en-montevideo-B8023AB426762B4061373E686DCF3405"
"Administrativo de Fábrica - Para Pinturas del Uruguay, empresa líder en el rubro","ManpowerGroup","Montevideo","Montevideo","Hoy, 09:14 a. m.",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-administrativo-de-fabrica-para-pinturas-del-uruguay-empresa-lider-en-el-rubro-en-montevideo-EF1E29CA97190B4561373E686DCF3405"
"UX UI Designer ","TheHackettGroupUY","Montevideo","Montevideo","Ayer, 06:20 p. m.",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-ux-ui-designer--en-montevideo-829FB9B10E77EA0361373E686DCF3405"
"Ventas","LiberatuMente","Montevideo","Montevideo","Ayer, 06:20 p. m.",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-ventas-en-montevideo-01B5263E5E21CA9961373E686DCF3405"
"Recepcionista - Barros Blancos","NaluperS.A.Acciona","Canelones","BarrosBlancos","Ayer, 06:20 p. m.",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-recepcionista-barros-blancos-en-barros-blancos-96409D03F77F21A561373E686DCF3405"
"Pasante Comercio exterior   - Data Entry","WENJUYINVESTMENTS.A.","Montevideo","Montevideo","Ayer, 06:20 p. m.",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-pasante-comercio-exterior--data-entry-en-montevideo-4DEC85816C45F06061373E686DCF3405"
"Jefe para Departamento de Tarjeta - Para Empresa Financiera","DCAContadoresyAsociados","Montevideo","Montevideo","Ayer, 06:20 p. m.",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-jefe-para-departamento-de-tarjeta-para-empresa-financiera-en-montevideo-68733A924FF8A7AE61373E686DCF3405"
"Camillero - Zafral","ManpowerGroup","Montevideo","Montevideo","Ayer, 05:14 p. m.",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-camillero-zafral-en-montevideo-173F89B99202F27D61373E686DCF3405"
"Mantenimiento - Zafral","ManpowerGroup","Montevideo","Montevideo","Ayer, 05:04 p. m.",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-mantenimiento-zafral-en-montevideo-528813E25F3900A761373E686DCF3405"
"Cajeras para restaurante - turno nocturno",".MontevideoBeerCompanyLtda","Montevideo","Montevideo","Ayer, 04:54 p. m.",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-cajeras-para-restaurante-turno-nocturno-en-montevideo-9C59973542DD973761373E686DCF3405"
"Vendedor/a de indumentaria","Bestseller","Montevideo","Montevideo","Ayer, 04:54 p. m.",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-vendedora-de-indumentaria-en-montevideo-D41AFF673313DDCF61373E686DCF3405"
"Mozo/a Eventual para evento - Noche del 31 de Diciembre de 2018","JobBTL","Montevideo","Montevideo","Ayer, 04:54 p. m.",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-mozoa-eventual-para-evento-noche-del-31-de-diciembre-de-2018-en-montevideo-FEA63987354AF2FB61373E686DCF3405"
"Mozos/as - con experiencia",".MontevideoBeerCompanyLtda","Montevideo","Montevideo","Ayer, 04:54 p. m.",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-mozosas-con-experiencia-en-montevideo-98911A21E45C15D961373E686DCF3405"
"Analista Infraestructura SIG  - para importante Organismo Público","WorkOfficeS.A.","Montevideo","Montevideo","Ayer, 04:54 p. m.",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-analista-infraestructura-sig--para-importante-organismo-publico-en-montevideo-EEC0228EEC4FCADB61373E686DCF3405"
"Mestra egresada - Con experiencia en Inicial","CertuS","Montevideo","Montevideo","Ayer, 04:54 p. m.",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-mestra-egresada-con-experiencia-en-inicial-en-montevideo-EDCE64C542D3268261373E686DCF3405"
"Recepcionista con tareas administrativas","SecuritasUruguay","Montevideo","Montevideo","Ayer, 04:54 p. m.",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-recepcionista-con-tareas-administrativas-en-montevideo-840DA2425C47C2A061373E686DCF3405"
"Auxiliar Contable - para rubro TI","Oktana","Montevideo","Montevideo","Ayer, 04:54 p. m.",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-auxiliar-contable-para-rubro-ti-en-montevideo-6635806BA6043E9561373E686DCF3405"
"Resource Manager - para rubro IT","Oktana","Montevideo","Montevideo","Ayer, 04:54 p. m.",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-resource-manager-para-rubro-it-en-montevideo-B1E8143FC276DDB961373E686DCF3405"
"Administrativo (a) - contable","ArambotySA","Montevideo","Montevideo","Ayer, 04:54 p. m.",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-analista-en-base-de-datos-con-postgresql-en-montevideo-D8A4D6F8129F949E61373E686DCF3405"
"Mozas  - sin experiencia turno nocturno",".MontevideoBeerCompanyLtda","Montevideo","Montevideo","Ayer, 04:54 p. m.",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-administrativo-a-contable-en-montevideo-EDE15F494FFA216E61373E686DCF3405"
"Analista en base de datos - con postgreSQL","CertuS","Montevideo","Montevideo","Ayer, 04:54 p. m.",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-mozas--sin-experiencia-turno-nocturno-en-montevideo-600AF1AB3743257B61373E686DCF3405"
"Vendedor para empresa Multinacional con libreta categoria B - contrato a termino","GrupoHumanoConsultores","Montevideo","Montevideo","Ayer, 04:54 p. m.",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-vendedor-para-empresa-multinacional-con-libreta-categoria-b-contrato-a-termino-en-montevideo-17BC2879E639BDB061373E686DCF3405"
"Vendedor de Mostrador (Solymar) - Libreta de conducir Cat. A","ManpowerGroup","Canelones","Solymar","Ayer, 04:54 p. m.",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-vendedor-de-mostrador-solymar-libreta-de-conducir-cat-a-en-solymar-E3F8053A293F678361373E686DCF3405"
"Sucursal PIRIAPOLIS - Ventas","PRECIOSMIAMI","Montevideo","Montevideo","Ayer, 04:01 p. m.",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-sucursal-piriapolis-ventas-en-montevideo-2A0B4640C85272E5"
"Vendedor Multirubro - Sucursal Piriapolis ","PRECIOSMIAMI","Maldonado","Piriapolis","Ayer, 04:00 p. m.",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-vendedor-multirubro-sucursal-piriapolis--en-piriapolis-5F9FE6D68F4D83AF61373E686DCF3405"
"Vendedor Multirubro medio tiempo - Sucursal Piriapolis","PRECIOSMIAMI","Maldonado","Piriapolis","Ayer, 04:00 p. m.",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-vendedor-multirubro-medio-tiempo-sucursal-piriapolis-en-piriapolis-3F6C18FAF21094BE61373E686DCF3405"
"Instalador CCTV  - Zafral","InverellS.A.","Montevideo","Montevideo","Ayer, 03:52 p. m.",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-instalador-cctv--zafral-en-montevideo-4ABB6529A7615C0961373E686DCF3405"
"Telefonista  Recepcionista - Para Empresa en zona Portones","WorkOfficeS.A.","Montevideo","Montevideo","Ayer, 03:52 p. m.",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-telefonista-recepcionista-para-empresa-en-zona-portones-en-montevideo-3DD5AD418E495EFF61373E686DCF3405"
"Cuidadores con experiencia adulto mayor excluyente - turno 7 a 15 y disponibilidad de 15 a 23","Vitraltex.S.A.","Montevideo","Montevideo","Ayer, 03:52 p. m.",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-cuidadores-con-experiencia-adulto-mayor-excluyente-turno-7-a-15-y-disponibilidad-de-15-a-23-en-montevideo-C561A435C53BE9CD61373E686DCF3405"
"Vendedor Senior ","Possum","Montevideo","Montevideo","Ayer, 03:52 p. m.",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-vendedor-senior--en-montevideo-FFF3D9392F6DC00161373E686DCF3405"
"Barman - turno nocturno",".MontevideoBeerCompanyLtda","Montevideo","Montevideo","Ayer, 03:52 p. m.",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-barman-turno-nocturno-en-montevideo-BFE3EFB4281DFE1C61373E686DCF3405"
"Mozo/a con experiencia en Hotelería","Bayton","Montevideo","Montevideo","Ayer, 03:52 p. m.",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-mozoa-con-experiencia-en-hoteleria-en-montevideo-C74853C2D2E95FFE61373E686DCF3405"
"Mecánico de alineación y balanceo - Con formación y experiencia.","ClanisS.A","Montevideo","Montevideo","Ayer, 03:52 p. m.",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-mecanico-de-alineacion-y-balanceo-con-formacion-y-experiencia-en-montevideo-60A8C3C1B058FAE461373E686DCF3405"
"Mucama con experiencia comprobable en Hotel  - Turno  8 a 16 horas","RegencyWayMontevideoHotel","Montevideo","Montevideo","Ayer, 03:52 p. m.",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-mucama-con-experiencia-comprobable-en-hotel--turno-8-a-16-horas-en-montevideo-A42C39025D1AACA361373E686DCF3405"
"Auxiliares de servicio tisanería y ayte. cocina. Titulados. - disponibilidad horaria Total  excluyente ","Vitraltex.S.A.","Montevideo","Montevideo","Ayer, 03:52 p. m.",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-auxiliares-de-servicio-tisaneria-y-ayte-cocina-titulados-disponibilidad-horaria-total-excluyente--en-montevideo-B0693983B64699C161373E686DCF3405"
"Expertos en el área de ventas - Con ganas de emprender","CASAGATTIS.A.","Montevideo","Montevideo","Ayer, 03:52 p. m.",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-expertos-en-el-area-de-ventas-con-ganas-de-emprender-en-montevideo-F43855D40E117B2261373E686DCF3405"
"Estudiante Avanzado de CCEE o Contador Junior con experiencia en Liquidación de Impuestos - con dominio de Inglés a nivel avanzado.","ManpowerGroup","Montevideo","Montevideo","Ayer, 03:47 p. m.",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-estudiante-avanzado-de-ccee-o-contador-junior-con-experiencia-en-liquidacion-de-impuestos-con-dominio-de-ingles-a-nivel-avanzado-en-montevideo-AAE5AC0E9E441AD161373E686DCF3405"
"Merchandiser  -  Excluyente con libreta G2","ManpowerGroup","Montevideo","Montevideo","Ayer, 03:42 p. m.",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-merchandiser--excluyente-con-libreta-g2-en-montevideo-485A658C7C652EAF61373E686DCF3405"
"Asistente de Recursos Humanos (4 horas)","Advice","Montevideo","Montevideo","Ayer, 03:01 p. m.",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-asistente-de-recursos-humanos-4-horas-en-montevideo-846E216D6E7B81C061373E686DCF3405"
"Cajero/a vendedor/a - Turno completo y sábado medio día","DistribuidoraMaroñas","Montevideo","Montevideo","Ayer, 03:01 p. m.",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-cajeroa-vendedora-turno-completo-y-sabado-medio-dia-en-montevideo-09AB19E44C3A371B61373E686DCF3405"
"QA Automation - con buen inglés","Oktana","Montevideo","Montevideo","Ayer, 03:01 p. m.",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-qa-automation-con-buen-ingles-en-montevideo-AC97A5FD44023A6761373E686DCF3405"
"Java Developer - con buen inglés","Oktana","Montevideo","Montevideo","Ayer, 03:01 p. m.",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-java-developer-con-buen-ingles-en-montevideo-1BDE914EA89FAA1E61373E686DCF3405"
"Vendedores comerciales - Salto","PVSalto","Salto","Salto","Ayer, 03:01 p. m.",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-vendedores-comerciales-salto-en-salto-43437A467A8AA77F61373E686DCF3405"
"Desarrollador de Marketing","ModinarS.A","Montevideo","Montevideo","Ayer, 03:01 p. m.",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-de-marketing-en-montevideo-AACDD9CD5751862F61373E686DCF3405"
"Asistente de Asuntos Generales","KPS","SanJosé","Libertad","Ayer, 03:01 p. m.",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-asistente-de-asuntos-generales-en-libertad-01B961CB0795C03361373E686DCF3405"
"Asistente de calidad y control de procedimientos","InfrastructureTechnologyServices","Montevideo","Montevideo","Ayer, 01:46 p. m.",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-asistente-de-calidad-y-control-de-procedimientos-en-montevideo-F7645BF15C75237961373E686DCF3405"
"Gestor de Morosos telefonico - Vespertino","Teleservicios","Montevideo","Montevideo","Ayer, 01:43 p. m.",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-gestor-de-morosos-telefonico-vespertino-en-montevideo-4F3B05B52C61F2E061373E686DCF3405"
"Aprendiz Electricista  - Jovenes en busqueda de su primera experiencia laboral ","ManpowerGroup","Montevideo","Montevideo","Ayer, 01:42 p. m.",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-aprendiz-electricista--jovenes-en-busqueda-de-su-primera-experiencia-laboral--en-montevideo-29D59DF0E9483E8461373E686DCF3405"
"Vendedor de Mostrador (Montevideo) - Experiencia previa en ventas ","ManpowerGroup","Montevideo","Montevideo","Ayer, 01:36 p. m.",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-vendedor-de-mostrador-montevideo-experiencia-previa-en-ventas--en-montevideo-2A44880101A1092B61373E686DCF3405"
"Encargado de local gastronómico","GoddardCateringGroup","Canelones","PasoCarrasco","Ayer, 01:31 p. m.",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-encargado-de-local-gastronomico-en-paso-carrasco-47AB5B8E2E905B9E61373E686DCF3405"
"Desarrollador","Aglh","Montevideo","Montevideo","Ayer, 01:31 p. m.",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-en-montevideo-1D380F68BFF65D7661373E686DCF3405"
"Vendedor de productos masivos con cartera de clientes - Horario a convenir","DistribuidoraMaroñas","Montevideo","Montevideo","Ayer, 01:31 p. m.",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-vendedor-de-productos-masivos-con-cartera-de-clientes-horario-a-convenir-en-montevideo-6DDC15DA89C9E55261373E686DCF3405"
"Vendedor telefonico - Agente de ventas de Antel","MOVIGROUP","Montevideo","Montevideo","Ayer, 01:31 p. m.",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-vendedor-telefonico-agente-de-ventas-de-antel-en-montevideo-0B20BCFB30AEE0D561373E686DCF3405"
"Desarrollador Full Stack junior","TechGroupS.R.L.","Montevideo","Montevideo","Ayer, 01:31 p. m.",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-full-stack-junior-en-montevideo-CCE102DE396B111A61373E686DCF3405"
"Mucama - para hotel","ArambotySA","Montevideo","Montevideo","Ayer, 01:31 p. m.",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-mucama-para-hotel-en-montevideo-1A0F66FBE2B2D6FC61373E686DCF3405"
"Aux. Administrativo - para Filial Pando","SECOM","Canelones","Pando","Ayer, 01:31 p. m.",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-aux-administrativo-para-filial-pando-en-pando-E51687FD4199389961373E686DCF3405"
