"puesto","Empresa","Departamento","Ciudad","fecha","fecha_scraping","links"
"Estudiante avanzado de Ingeniería Cívil","Adecco","Canelones","Solymar","14 noviembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-estudiante-avanzado-de-ingenieria-civil-en-solymar-31A336709F0E23CC61373E686DCF3405"
"Coordinador de Medios y Marketing Digital","Advice","Montevideo","Montevideo","14 noviembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-coordinador-de-medios-y-marketing-digital-en-montevideo-10813558D27331B361373E686DCF3405"
"DIRECTOR COMERCIAL DIVISIÓN HOTELERA  - Infraestructura hotelera","RumbosGestionHumana","Montevideo","Montevideo","14 noviembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-director-comercial-division-hotelera--infraestructura-hotelera-en-montevideo-F9FA4DF2756BA68661373E686DCF3405"
"Asistente de Recursos Humanos - Psicóloga","ClanisS.A","Montevideo","Montevideo","14 noviembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-asistente-de-recursos-humanos-psicologa-en-montevideo-9EEFECE25621986161373E686DCF3405"
"Administrativos - Tercerizados para OSE","DCAContadoresyAsociados","Montevideo","Montevideo","14 noviembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-administrativos-tercerizados-para-ose-en-montevideo-EC9A62F19468084F61373E686DCF3405"
"Chofer de respuesta - Temporal 4 meses","TycoInternational","Montevideo","Montevideo","14 noviembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-chofer-de-respuesta-temporal-4-meses-en-montevideo-52B3C193E94F428261373E686DCF3405"
"Asesor/a de Atención al Cliente - Temporal","DivinoS.A.","Montevideo","Montevideo","14 noviembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-asesora-de-atencion-al-cliente-temporal-en-montevideo-CBAB52CAA43121CE61373E686DCF3405"
"Operador Telefónico  - Turno de noche","RUAAsistencia","Montevideo","Montevideo","14 noviembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-operador-telefonico--turno-de-noche-en-montevideo-CD77573CDE45771661373E686DCF3405"
"Atención al Cliente Call Center - Montevideo","AtentoUruguay","Montevideo","Montevideo","14 noviembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-atencion-al-cliente-call-center-montevideo-en-montevideo-78EBF186A93EFF4661373E686DCF3405"
"Vendedor tecnico - Ejecutivo de cuentas","RewoUruguay","Montevideo","Montevideo","14 noviembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-vendedor-tecnico-ejecutivo-de-cuentas-en-montevideo-B261ED5ABCEA93B661373E686DCF3405"
"Distribuidor y/o Representante Zonal - Vendedor de nuestros productos.","BriveyCompany","Maldonado","SanCarlos","14 noviembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-distribuidor-yo-representante-zonal-vendedor-de-nuestros-productos-en-san-carlos-278A08CFE84B2C1061373E686DCF3405"
"Analista de tesorería ","SanRoqueSA","Montevideo","Montevideo","14 noviembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-analista-de-tesoreria--en-montevideo-01A8F3D24248F01061373E686DCF3405"
"Contador Público para Outsourcing - Contador público para Outsourcing","ConsultoresAUREN","Montevideo","Montevideo","14 noviembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-contador-publico-para-outsourcing-contador-publico-para-outsourcing-en-montevideo-CD50894B23E9F3D961373E686DCF3405"
"vendedora","Paloma","Montevideo","Montevideo","14 noviembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-vendedora-en-montevideo-75A371C2B8A053D761373E686DCF3405"
"Contador Público para Impuestos - Contador Público para impuestos","ConsultoresAUREN","Montevideo","Montevideo","14 noviembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-contador-publico-para-impuestos-contador-publico-para-impuestos-en-montevideo-D9EE81CE65B94A7A61373E686DCF3405"
"Auxiliar de Ventas - Shopping Colonia","Cuatroases","Colonia","ColoniaDelSacramento","14 noviembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-auxiliar-de-ventas-shopping-colonia-en-colonia-del-sacramento-7978DB598594F5AB61373E686DCF3405"
"moza","PuntadelEsteResort","Maldonado","LaBarra","14 noviembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-moza-en-la-barra-5777B35A234D513F61373E686DCF3405"
"Repartidor - Con experiencia ","Mundonova","Maldonado","Maldonado","14 noviembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-repartidor-con-experiencia--en-maldonado-A04859406281546861373E686DCF3405"
"Secretario/a Administrativo/a - para ente Público","Coneban","Montevideo","Montevideo","14 noviembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-secretarioa-administrativoa-para-ente-publico-en-montevideo-DB370F95127A595261373E686DCF3405"
"Auxilar para Lavadero de Hotel - eventual","randstad","Montevideo","Montevideo","14 noviembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-auxilar-para-lavadero-de-hotel-eventual-en-montevideo-8F1AB9A54AB288BB61373E686DCF3405"
"Promoasesora - Maldonado","randstad","Maldonado","Maldonado","14 noviembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-promoasesora-maldonado-en-maldonado-E680A28E1F749C1561373E686DCF3405"
" VENDEDOR PROFESIONAL  MATERIAL QUIRURGICO","RaybeldS.A.","Montevideo","Montevideo","14 noviembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de--vendedor-profesional-material-quirurgico-en-montevideo-02CF5FE8D2F2BFB761373E686DCF3405"
"Diseñador gráfico / presentaciones empresariales  - Zonamerica ","Despegar.com","Montevideo","Montevideo","14 noviembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-disenador-grafico-presentaciones-empresariales--zonamerica--en-montevideo-77451C883B15CB9B61373E686DCF3405"
"Estudiantes de Arquitectura o Ingeniería - con experiencia en AUTOCAD","Coneban","Montevideo","Montevideo","14 noviembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-estudiantes-de-arquitectura-o-ingenieria-con-experiencia-en-autocad-en-montevideo-BAA89EE2CB8C33BC61373E686DCF3405"
"Lavador para temporada en Punta del Este","Alamo","Maldonado","PuntaDelEste","14 noviembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-lavador-para-temporada-en-punta-del-este-en-punta-del-este-FF52ABC6B9517FBD61373E686DCF3405"
"VENDEDORES ZAFRA MONTEVIDEO - Con experiencia EXCLUYENYE","Forter","Montevideo","Montevideo","14 noviembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-vendedores-zafra-montevideo-con-experiencia-excluyenye-en-montevideo-8CC13B49F54EF0A161373E686DCF3405"
"ayudante cocina","Nifemare","Montevideo","Montevideo","14 noviembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-ayudante-cocina-en-montevideo-B1D373313F60E24B61373E686DCF3405"
"Asistente de Recursos Humanos - Psicologa","ClanisS.A","Montevideo","Montevideo","14 noviembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-asistente-de-recursos-humanos-psicologa-en-montevideo-AC7747F0755F921061373E686DCF3405"
"Auxiliar Administrativo Contable - Experiencia en Liquidación de Sueldos","DanielFedericoDutraPereira","Maldonado","Maldonado","14 noviembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-auxiliar-administrativo-contable-experiencia-en-liquidacion-de-sueldos-en-maldonado-9542C4A17175034561373E686DCF3405"
"Ejecutivo comercial","Entrust","Montevideo","Montevideo","14 noviembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-ejecutivo-comercial-en-montevideo-53C9C37A69E133A861373E686DCF3405"
"Operador de atención al cliente","AndreaMalamed","Montevideo","Montevideo","14 noviembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-operador-de-atencion-al-cliente-en-montevideo-F0FE9B510F53D39761373E686DCF3405"
"Vendedor para temporada Punta del Este","Alamo","Maldonado","PuntaDelEste","14 noviembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-vendedor-para-temporada-punta-del-este-en-punta-del-este-64C3B534F816136261373E686DCF3405"
"Estudiantes de Ciencias Económicas o Ingeniería - para ente Público","Coneban","Montevideo","Montevideo","14 noviembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-estudiantes-de-ciencias-economicas-o-ingenieria-para-ente-publico-en-montevideo-BC7CFD0611EBD26961373E686DCF3405"
"Analista contable ","SanRoqueSA","Montevideo","Montevideo","14 noviembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-analista-contable--en-montevideo-33DA3A444465360B61373E686DCF3405"
"Ejecutivo Comercial - Canelones y Florida","VP Selección","Montevideo","Montevideo","14 noviembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-ejecutivo-comercial-canelones-y-florida-en-montevideo-510AAFFC614F792261373E686DCF3405"
"Consultor de Dieseño para Punta el Este y Montevideo  - BoConcept Cono Sur","BoConcept","Montevideo","Montevideo","14 noviembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-encargado-de-deposito-allbox-en-montevideo-F752C5EFA1F9831061373E686DCF3405"
"analista de venta","PERFUMOLLTDA.","Montevideo","Montevideo","14 noviembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-agente-de-venta-telefonica-para-reconocido-servicio-de-acompanante-l-a-v-9-a-15-o-15-a-21-sabados-9-a-13-en-montevideo-E6174233E17C5C8C61373E686DCF3405"
"Analista Funcional  - Zonamerica ","Despegar.com","Montevideo","Montevideo","14 noviembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-consultor-de-dieseno-para-punta-el-este-y-montevideo--boconcept-cono-sur-en-montevideo-8A9DA9F18A9779A861373E686DCF3405"
"Distribuidor y/o Representante Zonal - Vendedor de nuestros productos.","BriveyCompany","Maldonado","SanCarlos","14 noviembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-analista-de-venta-en-montevideo-831BE77DEF6BE74061373E686DCF3405"
"Semi Senior / Senior Developer","ZeppelinLabs","Montevideo","Montevideo","14 noviembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-analista-funcional--zonamerica--en-montevideo-DC3E4982A488DFD961373E686DCF3405"
"Educador/a Social, recreador/a,lideres juveniles con experiencia  - Turno vespertino y libres rotativos","FundaciónDianovaUruguay","Montevideo","Montevideo","14 noviembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-distribuidor-yo-representante-zonal-vendedor-de-nuestros-productos-en-san-carlos-E1D30BAFC93587F761373E686DCF3405"
"Encargado de Depósito - Allbox","AllBox","Montevideo","Montevideo","14 noviembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-semi-senior-senior-developer-en-montevideo-1F1C2773CFC3C7CB61373E686DCF3405"
"Agente de venta telefónica para reconocido Servicio de Acompañante - L a V 9 a 15 ó 15 a 21. Sábados 9 a  13","CasaTr3s","Montevideo","Montevideo","14 noviembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-educadora-social-recreadoralideres-juveniles-con-experiencia--turno-vespertino-y-libres-rotativos-en-montevideo-92631118A6CD6A3F61373E686DCF3405"
"Atención al Cliente Telefónico","AtentoUruguay","Montevideo","Montevideo","14 noviembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-atencion-al-cliente-telefonico-en-montevideo-A43D8A63991F925F61373E686DCF3405"
"Gestor de expatriación","CSMUY","Colonia","ColoniaDelSacramento","14 noviembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-gestor-de-expatriacion-en-colonia-del-sacramento-03CEF549DD3EF4F161373E686DCF3405"
"Asesor de servicios - Empresa de Acompañantes","ManpowerGroup","Montevideo","Montevideo","14 noviembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-asesor-de-servicios-empresa-de-acompanantes-en-montevideo-237472E6C8D3441861373E686DCF3405"
"Evaluador JR. - Temporal","ManpowerGroup","Montevideo","Montevideo","14 noviembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-evaluador-jr-temporal-en-montevideo-35D6CCB2B4BC44FA61373E686DCF3405"
"Desarrollador PHP - Javascipt + HTML5 + CSS","Citivel","Montevideo","Montevideo","14 noviembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-php-javascipt-html5-css-en-montevideo-71C518DC06B3C6FE61373E686DCF3405"
"Desarrollador PHP - Javascipt + HTML5 + CSS","Citivel","Montevideo","Montevideo","14 noviembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-php-javascipt-html5-css-en-montevideo-7C9C62B10BEAB98061373E686DCF3405"
"Vendedor de Mostrador para Solymar  - Con experiencia previa en ventas ","ManpowerGroup","Canelones","Solymar","14 noviembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-vendedor-de-mostrador-para-solymar--con-experiencia-previa-en-ventas--en-solymar-0D90A73A8A41487E61373E686DCF3405"
"Se Busca Guardia de Seguridad ambos sexos.","JORYANLTDA","Durazno","Durazno","14 noviembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-se-busca-guardia-de-seguridad-ambos-sexos-en-durazno-DDC1F199C8F0157D61373E686DCF3405"
"Cadete para PedidosYa en Ciudad de la Costa - con moto propia","RUBALIRS.A.","Canelones","ColinasDeSolymar","13 noviembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-cadete-para-pedidosya-en-ciudad-de-la-costa-con-moto-propia-en-colinas-de-solymar-174CA52E966455E661373E686DCF3405"
"Back Office Contable  - Con dominio de Inglés y Sueco a nivel Avanzado.","ManpowerGroup","Montevideo","Montevideo","13 noviembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-back-office-contable--con-dominio-de-ingles-y-sueco-a-nivel-avanzado-en-montevideo-BB9AC89E86E3C31461373E686DCF3405"
"Back Office Contable  - Con dominio de Inglés y Portugués a nivel Avanzado.","ManpowerGroup","Montevideo","Montevideo","13 noviembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-back-office-contable--con-dominio-de-ingles-y-portugues-a-nivel-avanzado-en-montevideo-F3D90509C5DC4E6361373E686DCF3405"
"Back Office Contable  - Con dominio de Inglés y Japonés a nivel Avanzado","ManpowerGroup","Montevideo","Montevideo","13 noviembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-back-office-contable--con-dominio-de-ingles-y-japones-a-nivel-avanzado-en-montevideo-C2901F23D3A9E18461373E686DCF3405"
"Gestor de Ventas para Call Center – Part Time – Temporal - Para Pronto, financiera líder en el mercado","ManpowerGroup","Montevideo","Montevideo","13 noviembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-gestor-de-ventas-para-call-center-part-time-temporal-para-pronto-financiera-lider-en-el-mercado-en-montevideo-D0949145F9CF203961373E686DCF3405"
"Asesor de Venta para Shopping – Part Time – Temporal - Para Pronto, financiera líder en el mercado","ManpowerGroup","Montevideo","Montevideo","13 noviembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-asesor-de-venta-para-shopping-part-time-temporal-para-pronto-financiera-lider-en-el-mercado-en-montevideo-CDC17283811CFE9561373E686DCF3405"
"Auxiliar de Depósito  - Para importante empresa de insumos electricos","ManpowerGroup","Montevideo","Montevideo","13 noviembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-auxiliar-de-deposito--para-importante-empresa-de-insumos-electricos-en-montevideo-9D9BB017FC44A72C61373E686DCF3405"
"Asesor Comercial Junior - Florida","InteragrovialS.A.","Florida","Florida","13 noviembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-asesor-comercial-junior-florida-en-florida-B148F33DF318FD8F61373E686DCF3405"
"Bartender  ","ElViajeroBravaBeachHostels&Suites","Maldonado","PuntaDelEste","13 noviembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-bartender--en-punta-del-este-3BAEB63381915DCC61373E686DCF3405"
"Encargado de Taller Automotriz ","Aglh","Maldonado","PuntaDelEste","13 noviembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-encargado-de-taller-automotriz--en-punta-del-este-BE61A2B5130E028561373E686DCF3405"
"Gestor de Cobranza Telefónico - Con experiencia","REQUIRO","Montevideo","Montevideo","13 noviembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-gestor-de-cobranza-telefonico-con-experiencia-en-montevideo-38A8D739F68FA95061373E686DCF3405"
"Adjunto/a a gerencia ","NataliaCambon","Montevideo","Montevideo","13 noviembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-adjuntoa-a-gerencia--en-montevideo-C441AF329003CEDF61373E686DCF3405"
"Peón para producción","PingakolSA","Montevideo","Montevideo","13 noviembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-peon-para-produccion-en-montevideo-6E9659326C8201BE61373E686DCF3405"
"Asistente de Marketing ","Aglh","Montevideo","Montevideo","13 noviembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-asistente-de-marketing--en-montevideo-894F3A1163A51EF561373E686DCF3405"
"Recepcionista  - Medio horario con vocación  y experiencia laboral en atención al publico.","DaliArtBoutique","Montevideo","Montevideo","13 noviembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-recepcionista--medio-horario-con-vocacion-y-experiencia-laboral-en-atencion-al-publico-en-montevideo-E543AC2AAFB9282661373E686DCF3405"
"Asistente de Soporte e Infraestructura - Full time","woOw!","Montevideo","Montevideo","13 noviembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-asistente-de-soporte-e-infraestructura-full-time-en-montevideo-5B5CF9FB3462E2BE61373E686DCF3405"
"Technical Support - Advanced English.","Synapsis","Montevideo","Montevideo","13 noviembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-technical-support-advanced-english-en-montevideo-95B09393452A416561373E686DCF3405"
"Promotor de Socios  - Filial Las Piedras","SECOM","Canelones","LasPiedras","13 noviembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-promotor-de-socios--filial-las-piedras-en-las-piedras-FE54FE2F68BC2F4D61373E686DCF3405"
"Idóneo en Farmacia","JacquelineHernández","Montevideo","Montevideo","13 noviembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-idoneo-en-farmacia-en-montevideo-15B5D45DC50B3B0061373E686DCF3405"
"Operario  - Linea de Produccion (Temporal)","Adecco","Montevideo","Montevideo","13 noviembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-operario--linea-de-produccion-temporal-en-montevideo-4FAECF1589FAE75561373E686DCF3405"
"EJECUTIVO DE VENTAS INTERIOR","Possum","Colonia","ColoniaDelSacramento","13 noviembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-ejecutivo-de-ventas-interior-en-colonia-del-sacramento-5A950DCC6E9DF5AC61373E686DCF3405"
"Agentes de campo Toma Consumo - Ose San José","DCAContadoresyAsociados","SanJosé","SanJoseDeMayo","13 noviembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-agentes-de-campo-toma-consumo-ose-san-jose-en-san-jose-de-mayo-B28C9943EF304FF461373E686DCF3405"
"Estudiante de CC.EE","CPAFerrere","Montevideo","Montevideo","13 noviembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-estudiante-de-ccee-en-montevideo-3661243AD60C9FA361373E686DCF3405"
"Vendedores telefónicos  de 15 a 21 hs","Gente","Montevideo","Montevideo","13 noviembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-vendedores-telefonicos-de-15-a-21-hs-en-montevideo-D2661A4A00A7487B61373E686DCF3405"
"Reponedor Externo - Para depto. de Rocha","Finvoy","Rocha","Rocha","13 noviembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-reponedor-externo-para-depto-de-rocha-en-rocha-C4DF48F3D1A45ADC61373E686DCF3405"
"Peón de Cocina","PingakolSA","Montevideo","Montevideo","13 noviembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-peon-de-cocina-en-montevideo-DE5F1DAD459068D361373E686DCF3405"
"Soporte SAP Nivel 1 ","ManpowerGroup","Montevideo","Montevideo","13 noviembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-soporte-sap-nivel-1--en-montevideo-93FE7087DF14C8BC61373E686DCF3405"
"Promotor de ventas/Call center – (part time)","ManpowerGroup","Montevideo","Montevideo","13 noviembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-promotor-de-ventascall-center-part-time-en-montevideo-205FF6E439D0A35B61373E686DCF3405"
"Bacheros con experiencia en Hotelería","Bayton","Montevideo","Montevideo","13 noviembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-bacheros-con-experiencia-en-hoteleria-en-montevideo-C87270842EE62C3B61373E686DCF3405"
"VENDEDORES INDUMENTARIA MONTEVIDEO - Con experiencia EXCLUYENYE no menor a 2 años.","Forter","Montevideo","Montevideo","13 noviembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-vendedores-indumentaria-montevideo-con-experiencia-excluyenye-no-menor-a-2-anos-en-montevideo-821A0C22D2C5DEBE61373E686DCF3405"
"Auxiliar de liquidación de sueldos  - Part time","ManpowerGroup","Montevideo","Montevideo","13 noviembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-auxiliar-de-liquidacion-de-sueldos--part-time-en-montevideo-DA677EDA2AA1ACD861373E686DCF3405"
"Administrativa p/ Oficina de Personal - Residente en Piriapolis o aledañas","RecursosHumanosHotelería","Maldonado","Piriapolis","13 noviembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-administrativa-p-oficina-de-personal-residente-en-piriapolis-o-aledanas-en-piriapolis-F2833DEA5569933B"
"MODISTA p/ PIRIAPOLIS","RecursosHumanosHotelería","Maldonado","Piriapolis","13 noviembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-modista-p-piriapolis-en-piriapolis-384DEBEAD7E2ED6861373E686DCF3405"
"Analista Administrativo","BairesDev","Montevideo","Montevideo","12 noviembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-analista-administrativo-en-montevideo-DC5F3F2CBF75A63561373E686DCF3405"
"Chef Cocinero - mediodia Sabado y Domingo","IndicoCorporacionSRL","Canelones","Lagomar","12 noviembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-chef-cocinero-mediodia-sabado-y-domingo-en-lagomar-6DF53FDD68905BF561373E686DCF3405"
"Auxiliar de Deposito - Con experiencia","PRECIOSMIAMI","Montevideo","Montevideo","12 noviembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-auxiliar-de-deposito-con-experiencia-en-montevideo-5FFBA8E4CE892BB961373E686DCF3405"
"Electromecanico","TalentoConsultores","Montevideo","Montevideo","12 noviembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-electromecanico-en-montevideo-D22E375BCB26E50661373E686DCF3405"
"Contenido web y redes sociales - Con experiencia","PRECIOSMIAMI","Montevideo","Montevideo","12 noviembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-contenido-web-y-redes-sociales-con-experiencia-en-montevideo-4C5EA3DD2FBF06DF61373E686DCF3405"
"Reponedor con carné de manipulación vigente - Zafral","ManpowerGroup","Montevideo","Montevideo","12 noviembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-reponedor-con-carne-de-manipulacion-vigente-zafral-en-montevideo-09467046C76ACA8861373E686DCF3405"
"Responsable de atención al cliente - Para importante empresa de tecnología","ManpowerGroup","Montevideo","Montevideo","12 noviembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-responsable-de-atencion-al-cliente-para-importante-empresa-de-tecnologia-en-montevideo-3D1E4852543E219961373E686DCF3405"
"Asesor Técnico Comercial para el mercado automotriz y agrícola","Advice","Montevideo","Montevideo","12 noviembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-asesor-tecnico-comercial-para-el-mercado-automotriz-y-agricola-en-montevideo-D807A0BC030A0C2461373E686DCF3405"
"Ejecutivo de Monitoreo - Zafral","TycoInternational","Montevideo","Montevideo","12 noviembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-ejecutivo-de-monitoreo-zafral-en-montevideo-00F97B7931F9364A61373E686DCF3405"
"QA funcional + Automation - con buen inglés","Oktana","Montevideo","Montevideo","12 noviembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-qa-funcional-automation-con-buen-ingles-en-montevideo-781C8E5474F1BF8161373E686DCF3405"
"Telemarketer con Experiencia","REQUIRO","Montevideo","Montevideo","12 noviembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-telemarketer-con-experiencia-en-montevideo-6A6F21BFC413743161373E686DCF3405"
"Python Developer  - con buen inglés","Oktana","Montevideo","Montevideo","12 noviembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-python-developer--con-buen-ingles-en-montevideo-75D4288D69A2E75961373E686DCF3405"
"Chofer de Respuesta Zafral - Punta del Este","TycoInternational","Maldonado","PuntaDelEste","12 noviembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-chofer-de-respuesta-zafral-punta-del-este-en-punta-del-este-174C6F48B4E31E2461373E686DCF3405"
"Asistente de comercial - Para destacada empresa nacional","ManpowerGroup","Montevideo","Montevideo","12 noviembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-asistente-de-comercial-para-destacada-empresa-nacional-en-montevideo-34362424B61B384A61373E686DCF3405"
"Asesores Comerciales - Inmobiliaria","REDPISOServiciosInmobiliarios","Montevideo","Montevideo","12 noviembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-asesores-comerciales-inmobiliaria-en-montevideo-B5D4754CF85E682061373E686DCF3405"
"Java Developer - con buen inglés","Oktana","Montevideo","Montevideo","12 noviembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-java-developer-con-buen-ingles-en-montevideo-9F45299BAAE8387561373E686DCF3405"
