"puesto","Empresa","Departamento","Ciudad","fecha","fecha_scraping"
"Vendedor Externo","JardinesdelAlma","Maldonado","Maldonado","17 octubre",2018-11-24 03:00:55
"Asesor Inmobiliario Emprendedor","RE/MAXÚnico","Montevideo","Montevideo","17 octubre",2018-11-24 03:00:55
"Tester","Infocorp","Montevideo","Montevideo","17 octubre",2018-11-24 03:00:55
"Mozo/a con experiencia - Turno noche (viernes y sàbado ) y  2 mediodías( sábado y domingo)","Elrastro","Montevideo","Montevideo","17 octubre",2018-11-24 03:00:55
"Joven para almacén  - Verdulería. Turno tarde","LodeTato","Montevideo","Montevideo","17 octubre",2018-11-24 03:00:55
"Reponedor Externo Zafra Pepsico - CIUDAD DE LA COSTA Y COSTA DE ORO","GrupoHumanoConsultores","Canelones","Atlantida","17 octubre",2018-11-24 03:00:55
"Analista de créditos","Entrust","Montevideo","Montevideo","16 octubre",2018-11-24 03:00:55
"Analista de Inteligencia Comercial - Para importante multinacional de consumo masivo  	","ManpowerGroup","Montevideo","Montevideo","16 octubre",2018-11-24 03:00:55
"Promotora - Puerto","ClanisS.A","Montevideo","Montevideo","16 octubre",2018-11-24 03:00:55
"Administrativo contable - Manga","ClanisS.A","Montevideo","Montevideo","16 octubre",2018-11-24 03:00:55
"Analista Sr/ Soporte Funcional para Sistemas ERP","SunDistributionGroup","Montevideo","Montevideo","16 octubre",2018-11-24 03:00:55
"Encargado de envasado - experiencia en envasado automático de líquidos","BAUKRAFT","Montevideo","Montevideo","16 octubre",2018-11-24 03:00:55
"Encargado/a de Local (Pando) - Para importante empresa de indumentaria ","ManpowerGroup","Canelones","Pando","16 octubre",2018-11-24 03:00:55
"Ejecutivo Comercial - Experiencia en rubro cárnico y granos","WorkOfficeS.A.","Montevideo","Montevideo","16 octubre",2018-11-24 03:00:55
"Encargado/a de Local (Las Piedras) - Para importante empresa de indumentaria ","ManpowerGroup","Canelones","LasPiedras","16 octubre",2018-11-24 03:00:55
"Jefe de Personal - experiencia con Sindicatos","ManpowerGroup","Montevideo","Montevideo","16 octubre",2018-11-24 03:00:55
"Mozo Eventual - Mozo con Experiencia","JobBTL","Montevideo","Montevideo","16 octubre",2018-11-24 03:00:55
"Regional planner - Para Lexmark","Entrust","Montevideo","Montevideo","16 octubre",2018-11-24 03:00:55
"OBSERVADOR MYSTERY (Incógnito)  - Para Río Negro (Arroyo Grande), Soriano (Cololó), Rivera (Minas de Corrales)","Opciónconsultores","Montevideo","Montevideo","16 octubre",2018-11-24 03:00:55
"Operario - Manejo de autoelevador","ManpowerGroup","Montevideo","Montevideo","16 octubre",2018-11-24 03:00:55
"Asesor comercial - Para reconocida empresa inversionista","ManpowerGroup","Montevideo","Montevideo","16 octubre",2018-11-24 03:00:55
"Mucamas para Hotel - Mucama Eventual para importante Hotel","JobBTL","Montevideo","Montevideo","16 octubre",2018-11-24 03:00:55
"Psicólog@s para Reclutamiento y Selección - Departamento de Maldonado","randstad","Maldonado","Maldonado","16 octubre",2018-11-24 03:00:55
"Desarrollador Java Sr","Aglh","Montevideo","Montevideo","16 octubre",2018-11-24 03:00:55
"Desarrollador iOS","Aglh","Montevideo","Montevideo","16 octubre",2018-11-24 03:00:55
"Chofer de Reparto - Ciudad de la Costa.","VP","Selección","Montevideo-Montevideo","16 octubre",2018-11-24 03:00:55
"Administrativo Contable  - Tesorería ","Aglh","Montevideo","Montevideo","16 octubre",2018-11-24 03:00:55
"GUARDIA DE SEGURIDAD -  PARA MALDONADO","ServiciosComplejosdeSeguridad","Maldonado","Maldonado","16 octubre",2018-11-24 03:00:55
"Ayudante de cocina con estudios y experiencia - Eventual","JobBTL","Montevideo","Montevideo","16 octubre",2018-11-24 03:00:55
"Vendedor  - Suc. Gral.Flores ","CastroCerámicasyEquipamientos","Montevideo","Montevideo","16 octubre",2018-11-24 03:00:55
"Auxiliar contable - Para suplencia","DCAContadoresyAsociados","Montevideo","Montevideo","16 octubre",2018-11-24 03:00:55
"Asesor de servicio  - Para empresa de servicio de acompañantes","ManpowerGroup","Montevideo","Montevideo","16 octubre",2018-11-24 03:00:55
"Personal para tareas de control de Stock","Bayton","Montevideo","Montevideo","16 octubre",2018-11-24 03:00:55
"Técnico en Instalciones de Alarma y CCTV - Para reconocida Empresa del Rubro Seguridad","CONSULTORAMG","Montevideo","Montevideo","16 octubre",2018-11-24 03:00:55
"Senior JavaScript Developer","BúsquedasIT","Montevideo","Montevideo","16 octubre",2018-11-24 03:00:55
"Anfitriones Cruceros 2019 - Anfitriones Cruceros temporada 2019","JobBTL","Montevideo","Montevideo","16 octubre",2018-11-24 03:00:55
"Estudiantes Avanzados o recién egresados de CCEE con dominio de Inglés  - para importante multinacional líder en soluciones IT","ManpowerGroup","Montevideo","Montevideo","16 octubre",2018-11-24 03:00:55
"Gestor de cobranza - Telefónico para Call Center","REQUIRO","Montevideo","Montevideo","16 octubre",2018-11-24 03:00:55
"Reponedor externo - Con Moto Propia","OpruminS.A.","Montevideo","Montevideo","16 octubre",2018-11-24 03:00:55
"Ejecutivo comercial técnico en IT","INNOVARH","Montevideo","Montevideo","16 octubre",2018-11-24 03:00:55
"Mucama Hotel Barra Carrasco","HotelBahamas","Canelones","BarraDeCarrasco","16 octubre",2018-11-24 03:00:55
"Asistencia Comercial para una Agencia de Viajes Online - en Portugués!","TelecomNetworks","Montevideo","Montevideo","16 octubre",2018-11-24 03:00:55
"Quality Engineer","BúsquedasIT","Montevideo","Montevideo","16 octubre",2018-11-24 03:00:55
"Recepcionista - Part time, horario vespertino","ManpowerGroup","Montevideo","Montevideo","16 octubre",2018-11-24 03:00:55
"Personal de Mantenimiento y Limpieza","ControlKilos","Montevideo","Montevideo","16 octubre",2018-11-24 03:00:55
"Administrativa Contable","JardinesdelAlma","Maldonado","Maldonado","16 octubre",2018-11-24 03:00:55
"CAJERO CAMBIO DE MONEDA","GlobalExchanges.a.","Colonia","ColoniaDelSacramento","16 octubre",2018-11-24 03:00:55
"Instructores o profesionales especializados en Fitness","ControlKilos","Montevideo","Montevideo","16 octubre",2018-11-24 03:00:55
"Vendedor con conocimientos de diseño  - Para MALDONADO","Acherceramicas","Maldonado","Maldonado","16 octubre",2018-11-24 03:00:55
"Estudiante de Ingeniería en Computación ","PrometeoSoluciones","Montevideo","Montevideo","16 octubre",2018-11-24 03:00:55
"Frontend AEM Developer","ConexioGroup","Montevideo","Montevideo","16 octubre",2018-11-24 03:00:55
"Operario de cintas  - Para destacada empresa nacional ","ManpowerGroup","Montevideo","Montevideo","16 octubre",2018-11-24 03:00:55
"Supervisor – Para eventos en Antel Arena	 - Estadio multifuncional próximo a estrenarse","ManpowerGroup","Montevideo","Montevideo","16 octubre",2018-11-24 03:00:55
"Operario Reposición y Bodega Con Licencia D","BrittShopUruguay","Montevideo","Montevideo","16 octubre",2018-11-24 03:00:55
"Vendedor  - Con experiencia / sin horarios","MarketPoint","Montevideo","Montevideo","16 octubre",2018-11-24 03:00:55
"Instructores o profesionales especializados en Fitness.","ControlKilos","Montevideo","Montevideo","16 octubre",2018-11-24 03:00:55
"Tecnico o Ingeniero  para mantenimiento de sistema de telecomunicaciones","OperadoradelLitoral","Soriano","Mercedes","16 octubre",2018-11-24 03:00:55
"Vendedor Internacional  - Puestos Disponibles ","KALIS.A","Canelones","AeropuertoInternacionalDeCarrasco","15 octubre",2018-11-24 03:00:55
"Atención al Cliente","TOTALSHOP","Montevideo","Montevideo","15 octubre",2018-11-24 03:00:55
"Peón de mantenimiento - Zona Gruta de Lourdes","randstad","Montevideo","Montevideo","15 octubre",2018-11-24 03:00:55
"Electromecanico - Con experiencia","FRIOPAN","Montevideo","Montevideo","15 octubre",2018-11-24 03:00:55
"Portero","Formisur","Montevideo","Montevideo","15 octubre",2018-11-24 03:00:55
"Peón de mantenimiento con libreta H - Zona Gianatassio","randstad","Montevideo","Montevideo","15 octubre",2018-11-24 03:00:55
"Fullstack .Net","UrudataSoftware","Montevideo","Montevideo","15 octubre",2018-11-24 03:00:55
"Oficial o medio oficial - CARPINTERO DE ALUMINIO","CarpinteríadealuminioNeptunia","Canelones","Salinas","15 octubre",2018-11-24 03:00:55
"Product Manager - Línea Tecnologica","GBSCENTROAMERICA","Montevideo","Montevideo","15 octubre",2018-11-24 03:00:55
"Operario de Planta   - Zona Nuevo París ","Aglh","Montevideo","Montevideo","15 octubre",2018-11-24 03:00:55
"VENTAS Y TAREAS ADMINISTRATIVAS - con experiencia","TerraPortonesSRL","Canelones","LomasDeSolymar","15 octubre",2018-11-24 03:00:55
"Developer Java - con buen inglés","Oktana","Montevideo","Montevideo","15 octubre",2018-11-24 03:00:55
"VENDEDOR/A PARA FIAMBRERIA","NICOLASCINCOSRL","Montevideo","Montevideo","15 octubre",2018-11-24 03:00:55
"Digital Marketing and Communication - Perfect English required","Vexels.com","Montevideo","Montevideo","15 octubre",2018-11-24 03:00:55
"Developer JavaScript - con buen inglés","Oktana","Montevideo","Montevideo","15 octubre",2018-11-24 03:00:55
"Auxiliar de Venta con disponibilidad horaria, Zona Las Piedras","UnilamS.A","Canelones","LasPiedras","15 octubre",2018-11-24 03:00:55
"Reponedor externo - con moto","Finvoy","Montevideo","Montevideo","15 octubre",2018-11-24 03:00:55
"QA funcional + automation - con buen inglés","Oktana","Montevideo","Montevideo","15 octubre",2018-11-24 03:00:55
"Auxiliar de limpieza","Edigan","Montevideo","Montevideo","15 octubre",2018-11-24 03:00:55
"REPONEDOR PARA SUPERMERCADO","NICOLASCINCOSRL","Montevideo","Montevideo","15 octubre",2018-11-24 03:00:55
"Jefe de Recepción - Con experiencia en hotelería y disponibilidad horaria","IntercityMontevideo","Montevideo","Montevideo","15 octubre",2018-11-24 03:00:55
"Developer Python - con buen inglés","Oktana","Montevideo","Montevideo","15 octubre",2018-11-24 03:00:55
"React Developer - con buen inglés","Oktana","Montevideo","Montevideo","15 octubre",2018-11-24 03:00:55
"Administrativo/a Contable","TOTALSHOP","Montevideo","Montevideo","15 octubre",2018-11-24 03:00:55
"Desarrollador PHP Senior - Con Amplia Experiencia","FenicioeCommerce","Montevideo","Montevideo","15 octubre",2018-11-24 03:00:55
"Asesor de cobranzas","EstudioRA","Montevideo","Montevideo","15 octubre",2018-11-24 03:00:55
"Auxiliar de Expedición","woOw!","Montevideo","Montevideo","15 octubre",2018-11-24 03:00:55
"Gerente Administrativo Financiero","Oktana","Montevideo","Montevideo","15 octubre",2018-11-24 03:00:55
"Cuidadora","ElCiruelito","Montevideo","Montevideo","15 octubre",2018-11-24 03:00:55
"Auxiliar de lavadero - con experiencia","PEQUEÑOCOTTOLENGODONORIONEMASCULINO","Montevideo","Montevideo","15 octubre",2018-11-24 03:00:55
"Asistente de Auditoria - Medio tiempo","EstudioKaplan","Montevideo","Montevideo","15 octubre",2018-11-24 03:00:55
"Supervisor de Mantenimiento - Importante industria de Alimentos","Aglh","Montevideo","Montevideo","15 octubre",2018-11-24 03:00:55
"Encargada para casa de Remate","RetadeSRL","Montevideo","Montevideo","15 octubre",2018-11-24 03:00:55
"Montador","Curbelo&Cianci","Montevideo","Montevideo","15 octubre",2018-11-24 03:00:55
"Ingeniero Electromecánico","Curbelo&Cianci","Montevideo","Montevideo","15 octubre",2018-11-24 03:00:55
"Vendedor especializado en Equipos Médicos - Experiencia en el rubro","ADRIANALONGO","Montevideo","Montevideo","15 octubre",2018-11-24 03:00:55
"Distribuidores Vendedores - con o sin experiencia","WRHOmniViajes","Montevideo","Montevideo","15 octubre",2018-11-24 03:00:55
"Jefe Comercial, perfil Contador o Lic Adm - Marcado perfil Comercial","Microfin","Montevideo","Montevideo","15 octubre",2018-11-24 03:00:55
"Jóvenes sin experiencia laboral","ManpowerGroup","Montevideo","Montevideo","15 octubre",2018-11-24 03:00:55
"Coordinadora de Visual","DivinoS.A.","Montevideo","Montevideo","15 octubre",2018-11-24 03:00:55
"Vendedor de Plaza - Productos Profesionales para Peluquerías","EnfoqueConsultoraOrganizacional","Montevideo","Montevideo","15 octubre",2018-11-24 03:00:55
"Jóvenes Profesionales  ","ManpowerGroup","Montevideo","Montevideo","15 octubre",2018-11-24 03:00:55
"Encargado de Ventas y Área Comercial","RaybeldS.A.","Montevideo","Montevideo","15 octubre",2018-11-24 03:00:55
"Medio Oficial Mecánico","VP","Selección","Montevideo-Montevideo","15 octubre",2018-11-24 03:00:55
"Desarrollador SSr/Sr Python - Django/Flask. Angular 5, MySQL MariaDB  PostgreSQ,","ShamanDevelopmentStudio","Montevideo","Montevideo","15 octubre",2018-11-24 03:00:55
"Administrativa","RetadeSRL","Montevideo","Montevideo","15 octubre",2018-11-24 03:00:55
"Chofer ","Possum","Montevideo","Montevideo","15 octubre",2018-11-24 03:00:55
"Auxiliar Administrativo Contable - Auxiliar Administrativo Contable","ConsultoresAUREN","Montevideo","Montevideo","15 octubre",2018-11-24 03:00:55
"Vendedor con experiencia - Para reconocida empresa del rubro de ferretería","ManpowerGroup","Montevideo","Montevideo","15 octubre",2018-11-24 03:00:55
"Operario Mecánico Industrial zona Barros Blancos","ConsultoraHumanphi","Canelones","BarrosBlancos","15 octubre",2018-11-24 03:00:55
"Asistente de Recursos Humanos - Para Nordex, industria automotriz de gran trayectoria ubicada en Colón","ManpowerGroup","Montevideo","Montevideo","15 octubre",2018-11-24 03:00:55
"AUXILIAR DE VENTAS para productos de informática","NIFELCOSA","Montevideo","Montevideo","15 octubre",2018-11-24 03:00:55
"Analista Control de Pagos -  Contrato a término","Advice","Montevideo","Montevideo","15 octubre",2018-11-24 03:00:55
"Chofer de reparto - Zona Ciudad del Plata","VP","Selección","Montevideo-Montevideo","15 octubre",2018-11-24 03:00:55
"Vendedor Especializado","ConsultoraHumanphi","Montevideo","Montevideo","15 octubre",2018-11-24 03:00:55
"JEFE DE PRODUCTO con conocimientos en hardware","NIFELCOSA","Montevideo","Montevideo","15 octubre",2018-11-24 03:00:55
"Asistente de impresión digital y atención al cliente","Entrust","Montevideo","Montevideo","15 octubre",2018-11-24 03:00:55
"Limpiador/a - Vespertino","NaluperS.A.Acciona","Canelones","BarrosBlancos","15 octubre",2018-11-24 03:00:55
"Capacitador(a) para Call Center de Cobranzas","REQUIRO","Montevideo","Montevideo","15 octubre",2018-11-24 03:00:55
"Programador Junior","NeoCoast","Montevideo","Montevideo","15 octubre",2018-11-24 03:00:55
"Gestor de cobranza - Telefónico para Call Center","REQUIRO","Montevideo","Montevideo","15 octubre",2018-11-24 03:00:55
"Cajero/a - con 2 años de experiencia comprobada","Conamilsa","Montevideo","Montevideo","13 octubre",2018-11-24 03:00:55
"Auxiliar de limpieza - 4 horas","Conamilsa","Montevideo","Montevideo","13 octubre",2018-11-24 03:00:55
"Supervisor - Para reconocida Empresa del Rubro Seguridad","CONSULTORAMG","Montevideo","Montevideo","12 octubre",2018-11-24 03:00:55
"Asistente Contable para Ciudad de la Costa","ConsultoraHumanphi","Canelones","Lagomar","12 octubre",2018-11-24 03:00:55
"Desarrollador.NET","ShamanDevelopmentStudio","Montevideo","Montevideo","12 octubre",2018-11-24 03:00:55
"Responsable de Seguridad IT","Advice","Montevideo","Montevideo","12 octubre",2018-11-24 03:00:55
"Consultor / Capacitador - Para programa de entrenamiento competencial","ManpowerGroup","Montevideo","Montevideo","12 octubre",2018-11-24 03:00:55
"Brand Manager","Entrust","Montevideo","Montevideo","12 octubre",2018-11-24 03:00:55
"Asesor para Aseguramiento de Calidad. - Canelones","randstad","Montevideo","Montevideo","12 octubre",2018-11-24 03:00:55
"Ayudante de Instalador","TeleDataComunicaciones","Montevideo","Montevideo","12 octubre",2018-11-24 03:00:55
"Gerente de Desarrollo de Negocios  - para empresa importadora multinacional","Aglh","Montevideo","Montevideo","12 octubre",2018-11-24 03:00:55
"Estudiantes de Ciencias Económicas","ArnaldoC.CastroS.A.","Montevideo","Montevideo","12 octubre",2018-11-24 03:00:55
"Analista de Comercio Exterior  - para empresas importadora multinacional","Aglh","Montevideo","Montevideo","12 octubre",2018-11-24 03:00:55
"Administrativo Logística para Ruta 101 - zafra hasta 28/02","GrupoHumanoConsultores","Canelones","ColoniaNicolich","12 octubre",2018-11-24 03:00:55
"Merchandiser - Zona Buceo","ConsultoraHumanphi","Montevideo","Montevideo","12 octubre",2018-11-24 03:00:55
"Estudiantes avanzados de CCEE - Por proyecto de 3 meses","ManpowerGroup","Montevideo","Montevideo","12 octubre",2018-11-24 03:00:55
"ASAP DEVELOPERS: Developer Web or Mobile","Advice","Montevideo","Montevideo","12 octubre",2018-11-24 03:00:55
"Gerente de marketing - Director","ZMMercosur","Montevideo","Montevideo","12 octubre",2018-11-24 03:00:55
"Auxiliar de Compras","SolanasVacationClub","Maldonado","PuntaBallena","12 octubre",2018-11-24 03:00:55
"SDL2 IT Specialist ","TheHackettGroupUY","Montevideo","Montevideo","12 octubre",2018-11-24 03:00:55
"JEFE de VENTAS CONTADOR - marcado perfil comercial","Microfin","Montevideo","Montevideo","12 octubre",2018-11-24 03:00:55
"vendedor, promotor, ambos sexos, zafral - disponibilidad horaria.","NAVIFE","Montevideo","Montevideo","12 octubre",2018-11-24 03:00:55
"Desarrollador Genexus","Fidelis","Montevideo","Montevideo","12 octubre",2018-11-24 03:00:55
"Mecanico Lavador - para lavado y mantenimiento de flota","HertzRentaCar","Canelones","AeropuertoInternacionalDeCarrasco","12 octubre",2018-11-24 03:00:55
"Analista de Infraestructura - Ingeniero Industrial","PricewaterhouseCoopers","Montevideo","Montevideo","12 octubre",2018-11-24 03:00:55
"Cajera/o Full Time (Temporal) - Para importante empresa financiera","ManpowerGroup","Montevideo","Montevideo","12 octubre",2018-11-24 03:00:55
"Técnico Instalador CCTV/IP","TeleDataComunicaciones","Montevideo","Montevideo","12 octubre",2018-11-24 03:00:55
"Auxiliar administrativo contable","AbitabCentralS.A","Montevideo","Montevideo","12 octubre",2018-11-24 03:00:55
"Moza - turno de la noche","MariaPeñaCarlosAlanis","Montevideo","Montevideo","12 octubre",2018-11-24 03:00:55
"Senior Outsourcing","ManpowerGroup","Montevideo","Montevideo","12 octubre",2018-11-24 03:00:55
"Gerente de Restaurant","RestaurantCuerovaca","Montevideo","Montevideo","11 octubre",2018-11-24 03:00:55
"Content Assistant - Operaciones ","PedidosYa","Montevideo","Montevideo","11 octubre",2018-11-24 03:00:55
"Estudiantes de Analista Programador o Ingeniería - Para Ente Público","Coneban","Montevideo","Montevideo","11 octubre",2018-11-24 03:00:55
"Técnico de soporte","Entrust","Montevideo","Montevideo","11 octubre",2018-11-24 03:00:55
"Desarrollador JavaScript - con buen nivel de inglés","Oktana","Montevideo","Montevideo","11 octubre",2018-11-24 03:00:55
"Asistente contable 4 horas","Entrust","Montevideo","Montevideo","11 octubre",2018-11-24 03:00:55
"Asistente Administrativo de Ventas","Entrust","Montevideo","Montevideo","11 octubre",2018-11-24 03:00:55
"Project Manager - para multinacional del rubro IT","ManpowerGroup","Montevideo","Montevideo","11 octubre",2018-11-24 03:00:55
"Encargado de Producción","ManpowerGroup","Montevideo","Montevideo","11 octubre",2018-11-24 03:00:55
"Gestor de trámites - Para reconocida sociedad médica.","ManpowerGroup","Montevideo","Montevideo","11 octubre",2018-11-24 03:00:55
"Developer Python - con buen nivel de inglés","Oktana","Montevideo","Montevideo","11 octubre",2018-11-24 03:00:55
"Consultor de Diseño para Punta del Este - BoConcept Cono Sur","BoConcept","Maldonado","PuntaDelEste","11 octubre",2018-11-24 03:00:55
"Encargado de Local Punta del Este para LEVI´S","VirginiaFasano&Asoc","Maldonado","PuntaDelEste","11 octubre",2018-11-24 03:00:55
"Vendedor call center - DE 15:00 a 21:00","Teleservicios","Montevideo","Montevideo","11 octubre",2018-11-24 03:00:55
"Vendedor call center - DE 15:00 a 21:00","Teleservicios","Montevideo","Montevideo","11 octubre",2018-11-24 03:00:55
"Auxiliar de servicio - Excluyente tener título de auxiliar de servicio y tisaneria habilitado por el MSP","ManpowerGroup","Montevideo","Montevideo","11 octubre",2018-11-24 03:00:55
"Gerente de Soporte e Infraestructura","PrometeoSoluciones","Montevideo","Montevideo","11 octubre",2018-11-24 03:00:55
"Diseñador Gráfico con dominio de inglés - para multinacional líder en soluciones IT","ManpowerGroup","Montevideo","Montevideo","11 octubre",2018-11-24 03:00:55
"Recepcionista/Administrativa - Excluyente con manejo de Ingles ","ManpowerGroup","Montevideo","Montevideo","11 octubre",2018-11-24 03:00:55
"Diseñador Web con dominio de inglés - para multinacional del rubro IT","ManpowerGroup","Montevideo","Montevideo","11 octubre",2018-11-24 03:00:55
"Encargado de Local","GMImportaciones","Montevideo","Montevideo","11 octubre",2018-11-24 03:00:55
"Recepcionista Experiencia Comprobable y Disponibilidad Horaria","HotelAqua","Maldonado","PuntaDelEste","11 octubre",2018-11-24 03:00:55
"Operario Reposición Depósito","BrittShopUruguay","Montevideo","Montevideo","11 octubre",2018-11-24 03:00:55
"Jefe Comercial - Jefe de Departamento Comercial","MariaJesusSeguraLago","Canelones","LaPaz","11 octubre",2018-11-24 03:00:55
"Jefe de Mantenimiento - Jefe de Mantenimiento Industrial Frigorífico","MariaJesusSeguraLago","Canelones","LaPaz","11 octubre",2018-11-24 03:00:55
"Apuntador Logístico ","Possum","Montevideo","Montevideo","11 octubre",2018-11-24 03:00:55
"Back Office Contable con dominio de Inglés Avanzado  - para importante multinacional líder en soluciones IT","ManpowerGroup","Montevideo","Montevideo","11 octubre",2018-11-24 03:00:55
"Estudiante Contador Publico Avanzado - 6 u 8 Hrs",".EmpresaTransporte","Montevideo","Montevideo","11 octubre",2018-11-24 03:00:55
"Recepcionista Telefonista","NGS","Montevideo","Montevideo","11 octubre",2018-11-24 03:00:55
"OPERADOR DE AUTOELEVADOR ","Possum","Montevideo","Montevideo","11 octubre",2018-11-24 03:00:55
"Portero","Gente","Montevideo","Montevideo","11 octubre",2018-11-24 03:00:55
"Operario de deposito - vespertino","NaluperS.A.Acciona","Canelones","BarrosBlancos","11 octubre",2018-11-24 03:00:55
"Vendedora/Vendedor - Para locales en Shopping y similares","CVSelecciones","Montevideo","Montevideo","11 octubre",2018-11-24 03:00:55
"Technical Support Representative - Part time","Synapsis","Montevideo","Montevideo","11 octubre",2018-11-24 03:00:55
"Inside Sales Representative","Synapsis","Montevideo","Montevideo","11 octubre",2018-11-24 03:00:55
"carnicero ayudante - turno vespertino","BuenasMigas","Canelones","LomasDeSolymar","11 octubre",2018-11-24 03:00:55
"Encargado de local de ventas - Especializado en Mercado Libre y Redes Sociales","TOTALSHOP","Montevideo","Montevideo","11 octubre",2018-11-24 03:00:55
"Asistente contable de comercio exterior  ","ManpowerGroup","Montevideo","Montevideo","11 octubre",2018-11-24 03:00:55
"Asistente de nómina para empresa constructora","LauraBajukRRHH","Montevideo","Montevideo","11 octubre",2018-11-24 03:00:55
"Coordinador de Sistemas - empresa de retail","randstad","Montevideo","Montevideo","11 octubre",2018-11-24 03:00:55
"Entrevistadora idioma portugués ","InvestigacióndeMercados","Montevideo","Montevideo","10 octubre",2018-11-24 03:00:55
"Trabajador/a Social - Recién recibido","Coneban","Florida","Florida","10 octubre",2018-11-24 03:00:55
"Administrador de Sistemas","E","LaceMediaServices","Montevideo-Montevideo","10 octubre",2018-11-24 03:00:55
"Técnico en implementación de sistema  financiero - Para importante empresa multinacional en Zonamérica ","ManpowerGroup","Montevideo","Montevideo","10 octubre",2018-11-24 03:00:55
"Trabajador/a Social - Recién recibido","Coneban","Lavalleja","Minas","10 octubre",2018-11-24 03:00:55
"vendedores telefónicos  turnos de 6 hrs","LaReddeServicios","Montevideo","Montevideo","10 octubre",2018-11-24 03:00:55
"Trabajador/a Social - Recién recibido","Coneban","Paysandú","Paysandu","10 octubre",2018-11-24 03:00:55
"Administrativo/a Contable  - Para importante empresa nacional","ManpowerGroup","Montevideo","Montevideo","10 octubre",2018-11-24 03:00:55
"Personal de Venta para Zafra con disponibilidad horaria","UnilamS.A","Montevideo","Montevideo","10 octubre",2018-11-24 03:00:55
"Operador de retroexcavadora - El Espinillar","ManpowerGroup","Salto","Constitucion","10 octubre",2018-11-24 03:00:55
"Trabajador/a Social - Recién recibido","Coneban","RíoNegro","Young","10 octubre",2018-11-24 03:00:55
"Ejecutivo de ventas   E -    Commerce ","Possum","Montevideo","Montevideo","10 octubre",2018-11-24 03:00:55
"Vendedores telefonicos","LaReddeServicios","Montevideo","Montevideo","10 octubre",2018-11-24 03:00:55
"Trabajador/a Social - Recién recibido","Coneban","CerroLargo","Melo","10 octubre",2018-11-24 03:00:55
"Trabajador/a Social - Recién recibido","Coneban","Rocha","Rocha","10 octubre",2018-11-24 03:00:55
"Trabajador/a Social - Recién recibido","Coneban","Tacuarembó","Tacuarembo","10 octubre",2018-11-24 03:00:55
"Operario de industria con experiencia en Herramientas eléctricas ","ManpowerGroup","Montevideo","Montevideo","10 octubre",2018-11-24 03:00:55
"Community manager - Marketing digital  Diseño Gráfico","Serinal","Montevideo","Montevideo","10 octubre",2018-11-24 03:00:55
"Asesor Inmobiliario FREELANCE","PROPIEDADESMONTEVIDEO","Montevideo","Montevideo","10 octubre",2018-11-24 03:00:55
"Ayudante de cocina - Suplencias","PEQUEÑOCOTTOLENGODONORIONEMASCULINO","Montevideo","Montevideo","10 octubre",2018-11-24 03:00:55
"Vacante como representante de ventas - Para EEUU","CASAGATTIS.A.","Paysandú","Paysandu","10 octubre",2018-11-24 03:00:55
"Técnico en Frío - Para importante cadena de Supermercado","ManpowerGroup","Montevideo","Montevideo","10 octubre",2018-11-24 03:00:55
"Analista Funcional ","ManpowerGroup","Montevideo","Montevideo","10 octubre",2018-11-24 03:00:55
"Supervisor y/o Coordinador - Full Time","GlobalHigieneSRL","Montevideo","Montevideo","10 octubre",2018-11-24 03:00:55
" Staff para consultor en Riesgos de TI - Consultor Junior","Ernst&Young(EY)","Montevideo","Montevideo","10 octubre",2018-11-24 03:00:55
"Personal par control de Stock - con experiencia","Bayton","Montevideo","Montevideo","10 octubre",2018-11-24 03:00:55
"Albañil Sanitario ","AG","Montevideo","Montevideo","10 octubre",2018-11-24 03:00:55
"Diseñador Grafico y Community Manager","DALEDA","Montevideo","Montevideo","10 octubre",2018-11-24 03:00:55
"Administrativo y Cobranzas","PozziyPozzi","Montevideo","Montevideo","10 octubre",2018-11-24 03:00:55
"Oficial de mantenimiento","BurgerKing","Montevideo","Montevideo","10 octubre",2018-11-24 03:00:55
"Vendedor Viajero Interior  - Viajero ","TodoAudioProUruguay","Montevideo","Montevideo","10 octubre",2018-11-24 03:00:55
"Ingeniero Agronomo para Áreas Verdes y Poda - con libreta de conducir y experiencia","Taym","Montevideo","Montevideo","10 octubre",2018-11-24 03:00:55
"Depiladora Manicura","MALVA/Beauty&Coffee","Montevideo","Montevideo","10 octubre",2018-11-24 03:00:55
"Web Developer Soporte","VertexRay","Montevideo","Montevideo","10 octubre",2018-11-24 03:00:55
"Representante de Ventas Internacional  - Disponibilidad Inmediata ","KALIS.A","Montevideo","Montevideo","10 octubre",2018-11-24 03:00:55
"Auxiliar de depósito/Peones/Operarios - Cruz de Carrasco / Punta de Rieles","ClanisS.A","Montevideo","Montevideo","10 octubre",2018-11-24 03:00:55
"Técnico PC Zafral","INNOVARH","Montevideo","Montevideo","10 octubre",2018-11-24 03:00:55
"Tecnico autoradios - Para empresa en Las Piedras","GRUPO4Consultora","Canelones","LasPiedras","10 octubre",2018-11-24 03:00:55
"Reponedores","ManpowerGroup","Montevideo","Montevideo","10 octubre",2018-11-24 03:00:55
"Analista de Ventas ","PricewaterhouseCoopers","Montevideo","Montevideo","10 octubre",2018-11-24 03:00:55
"Depiladoras - MATUTINO Y VESPERTINO","MALVA/Beauty&Coffee","Montevideo","Montevideo","10 octubre",2018-11-24 03:00:55
