"puesto","Empresa","Departamento","Ciudad","fecha","fecha_scraping"
"Auxiliar de servicio - Con título y experiencia para trabajar en horario de 6 a 14hs.","PEQUEÑOCOTTOLENGODONORIONEMASCULINO","Montevideo","Montevideo","29 noviembre",2018-12-11 14:21:33
"Product Manager","DivinoS.A.","Montevideo","Montevideo","29 noviembre",2018-12-11 14:21:33
"Encargado/a para Panadería en Young","Pagnifique","RíoNegro","Young","29 noviembre",2018-12-11 14:21:33
"Comercial para Agente de Carga - Venta de Fletes internacionales","Dositar","Montevideo","Montevideo","29 noviembre",2018-12-11 14:21:33
"Mucamas para Hotel - Mucama Eventual para importante hotel","JobBTL","Montevideo","Montevideo","29 noviembre",2018-12-11 14:21:33
"Auxiliar de servicio - con título y experiencia para suplencias en horario de 14 a 22hs","PEQUEÑOCOTTOLENGODONORIONEMASCULINO","Montevideo","Montevideo","29 noviembre",2018-12-11 14:21:33
"Auxiliar administrativo","ManpowerGroup","Montevideo","Montevideo","29 noviembre",2018-12-11 14:21:33
"Operador de centro de monitoreo  - Horario part time ","ManpowerGroup","Montevideo","Montevideo","29 noviembre",2018-12-11 14:21:33
"Analista de QA","TopSystems","Montevideo","Montevideo","29 noviembre",2018-12-11 14:21:33
"Ventas Freelance - Part time o Full time","EMEEmprende","Montevideo","Montevideo","29 noviembre",2018-12-11 14:21:33
"Cajera Sucursal Minas - Contrato Zafral","Cuatroases","Lavalleja","Minas","29 noviembre",2018-12-11 14:21:33
"Promovendedora - Maldonado ","IndustriasElderTavares""Molveno""","Maldonado","Maldonado","29 noviembre",2018-12-11 14:21:33
"Limpiadora - local gastronómico","Integrar","Montevideo","Montevideo","29 noviembre",2018-12-11 14:21:33
"Ayudante de Cocina","Bayton","Montevideo","Montevideo","29 noviembre",2018-12-11 14:21:33
"Cuidador -   para suplencias horario de 6 a 14.","PEQUEÑOCOTTOLENGODONORIONEMASCULINO","Montevideo","Montevideo","29 noviembre",2018-12-11 14:21:33
"Ayudante de cocina con estudios y experiencia - eventual","JobBTL","Montevideo","Montevideo","29 noviembre",2018-12-11 14:21:33
"Auxiliar administrativo - conocimientos contables básicos y manejo de sistemas informáticos","MerilySA","Montevideo","Montevideo","29 noviembre",2018-12-11 14:21:33
"Asistente técnico IT - Zona Aeropuerto","GoddardCateringGroup","Canelones","PasoCarrasco","29 noviembre",2018-12-11 14:21:33
"Estudiante de Logística","LaLigaSanitaria","Montevideo","Montevideo","29 noviembre",2018-12-11 14:21:33
"Chofer - martes a sábado","NaluperS.A.Acciona","Canelones","BarrosBlancos","29 noviembre",2018-12-11 14:21:33
"Mucama con experiencia en Hotelería","Bayton","Montevideo","Montevideo","29 noviembre",2018-12-11 14:21:33
"Atención al cliente  - cadena de comida rápida","MerilySA","Montevideo","Montevideo","29 noviembre",2018-12-11 14:21:33
"Encargado de salon ","SluckisHnosS.A","Montevideo","Montevideo","29 noviembre",2018-12-11 14:21:33
"Ventas  - por Redes Sociales","EMEEmprende","Montevideo","Montevideo","29 noviembre",2018-12-11 14:21:33
"Cuidador -  Con experiencia para suplencias horario de 6 a 14.","PEQUEÑOCOTTOLENGODONORIONEMASCULINO","Montevideo","Montevideo","29 noviembre",2018-12-11 14:21:33
"Consultor Asesor comercial","DatalogicSoftware","Montevideo","Montevideo","29 noviembre",2018-12-11 14:21:33
"Limpiador/a - Paso Carrasco","NaluperS.A.Acciona","Montevideo","Montevideo","29 noviembre",2018-12-11 14:21:33
"Cuidador/a - para suplencias horario de 14 a 22hs.","PEQUEÑOCOTTOLENGODONORIONEMASCULINO","Montevideo","Montevideo","29 noviembre",2018-12-11 14:21:33
"Jefe de ingeniería y mantenimiento ","PricewaterhouseCoopers","Montevideo","Montevideo","29 noviembre",2018-12-11 14:21:33
"Auxiliar administrativo y para Mesa de Servicio","DistriCraftSRL","Montevideo","Montevideo","29 noviembre",2018-12-11 14:21:33
"Sales Execution Senior","VP","Selección","Montevideo-Montevideo","29 noviembre",2018-12-11 14:21:33
"Evaluador Senior","ManpowerGroup","Montevideo","Montevideo","29 noviembre",2018-12-11 14:21:33
"Docente Contador - Gestor","INFA","Montevideo","Montevideo","29 noviembre",2018-12-11 14:21:33
"Docente - Rel. sindicales, manejo de conflictos y leg. laboral.","INFA","Montevideo","Montevideo","29 noviembre",2018-12-11 14:21:33
"Estudiantes avanzados o recién egresados de Marketing, comunicación o carreras afines - Interesados en analizar el mercado de Trade Marketing","ManpowerGroup","Montevideo","Montevideo","29 noviembre",2018-12-11 14:21:33
"Vendedor /a  - Importante empresa en Paysandú","Stadium","Paysandú","Paysandu","29 noviembre",2018-12-11 14:21:33
"Ejecutivo de Ventas - Junior","VP","Selección","Montevideo-Montevideo","29 noviembre",2018-12-11 14:21:33
"Acompañante de enfermos - Salto","ASISPER","Salto","Salto","29 noviembre",2018-12-11 14:21:33
"Node.js Developers - con inglés","Oktana","Montevideo","Montevideo","29 noviembre",2018-12-11 14:21:33
"Vendedor de Plaza para Las Piedras","Würth","Canelones","LasPiedras","29 noviembre",2018-12-11 14:21:33
"Fonoaudiólogo (a) (Práctica) - Venta de Audífonos","Grandvision","Montevideo","Montevideo","29 noviembre",2018-12-11 14:21:33
"Auxiliar de Atención al Cliente","woOw!","Montevideo","Montevideo","29 noviembre",2018-12-11 14:21:33
"Soporte técnico - Inglés avanzado","Synapsis","Montevideo","Montevideo","29 noviembre",2018-12-11 14:21:33
"Reponedor externo - Part Time","Bayton","Montevideo","Montevideo","29 noviembre",2018-12-11 14:21:33
"Telemarketer   - Ventas telefónicas para nuestro departamento Comercial","Amec","Montevideo","Montevideo","29 noviembre",2018-12-11 14:21:33
"Ayudante de cocina  - con conocimiento de Bartender","HoyteQuiero","Montevideo","Montevideo","29 noviembre",2018-12-11 14:21:33
"Aprendiz para Clínica  -  disponibilidad horaria","ConsultorioDraPresno","Montevideo","Montevideo","29 noviembre",2018-12-11 14:21:33
"Agente de venta telefónica   - Turno tarde. L a V 15 a 21. Sábado 9 a 13 ó 10 a 16","CasaTr3s","Montevideo","Montevideo","29 noviembre",2018-12-11 14:21:33
"Colocador de Isopanel","AG","Montevideo","Montevideo","29 noviembre",2018-12-11 14:21:33
"Oficial Técnico - Oficial Técnico","ConsultoresAUREN","Montevideo","Montevideo","29 noviembre",2018-12-11 14:21:33
"Mozo para evento  - con estudio o experiencia","JobBTL","Montevideo",NA,"29 noviembre",2018-12-11 14:21:33
"Auxiliar de Ventas - con caja","InvexS.A","Montevideo","Montevideo","29 noviembre",2018-12-11 14:21:33
"Auxiliar de limpieza - Empresa Multinacional","Aglh","Montevideo","Montevideo","29 noviembre",2018-12-11 14:21:33
"Auxiliar Administrativo - Contrato a Término por 3 meses","HotelDaysinnMontevideo","Montevideo","Montevideo","29 noviembre",2018-12-11 14:21:33
"Ingeniero DevOps","ArnaldoC.CastroS.A.","Montevideo","Montevideo","29 noviembre",2018-12-11 14:21:33
"Programa Jóvenes Profesionales ","ManpowerGroup","Montevideo","Montevideo","29 noviembre",2018-12-11 14:21:33
"Programa Jóvenes Profesionales ","ManpowerGroup","Montevideo","Montevideo","29 noviembre",2018-12-11 14:21:33
"Programa Jóvenes Profesionales ","ManpowerGroup","Montevideo","Montevideo","29 noviembre",2018-12-11 14:21:33
"Programa Jóvenes Profesionales ","ManpowerGroup","Montevideo","Montevideo","29 noviembre",2018-12-11 14:21:33
"Ingeniero Eléctrico","ManpowerGroup","Montevideo","Montevideo","29 noviembre",2018-12-11 14:21:33
"Encargado de Producción  ","ManpowerGroup","Montevideo","Montevideo","29 noviembre",2018-12-11 14:21:33
"Supervisor de Trade Marketing - Disponibilidad para trabajar los fines de semana","ManpowerGroup","Montevideo","Montevideo","29 noviembre",2018-12-11 14:21:33
"Auxiliar de importaciones","VitaeConsultores","Montevideo","Montevideo","28 noviembre",2018-12-11 14:21:33
"Auxiliar Contable","VitaeConsultores","Montevideo","Montevideo","28 noviembre",2018-12-11 14:21:33
"Jefe de sucursal  - Con título de Idóneo en farmacia","SanRoqueSA","Montevideo","Montevideo","28 noviembre",2018-12-11 14:21:33
"Auxiliares de depósito con carné de manipulación de alimentos - zona Barros Blancos","randstad","Canelones","BarrosBlancos","28 noviembre",2018-12-11 14:21:33
"Administrativos - Playa Pascual","ManpowerGroup","SanJosé","PlayaPascual","28 noviembre",2018-12-11 14:21:33
"Agente Inmobiliario - Con experiencia (excluyente)","CovelloInternational","Montevideo","Montevideo","28 noviembre",2018-12-11 14:21:33
"Administrativo/a - Zona Solymar Norte","VP","Selección","Montevideo-Montevideo","28 noviembre",2018-12-11 14:21:33
"Diseñador Gráfico  community Manager - Part time para reconocida empresa de remates","chacrafiestas","Montevideo","Montevideo","28 noviembre",2018-12-11 14:21:33
"Ingeniero Comercial","ArnaldoC.CastroS.A.","Montevideo","Montevideo","28 noviembre",2018-12-11 14:21:33
"Ejecutivo de servicio al cliente  - para empresa logística ","UESS.A","Montevideo","Montevideo","28 noviembre",2018-12-11 14:21:33
"Desarrollador Genexus - Vuce","InstitutoUruguayXXI","Montevideo","Montevideo","28 noviembre",2018-12-11 14:21:33
"Pasantía por 6 meses","Entrust","Montevideo","Montevideo","28 noviembre",2018-12-11 14:21:33
"Operarios  - Ruta 101","ManpowerGroup","Canelones","Pando","28 noviembre",2018-12-11 14:21:33
"Vendedor de Mostrador - Excluyente tener experiencia en ventas ","ManpowerGroup","Montevideo","Montevideo","28 noviembre",2018-12-11 14:21:33
"Encargado comercial y de gestión - Ciudad de Salto","ImpactaConsultora","Salto","Salto","28 noviembre",2018-12-11 14:21:33
"Estudiantes avanzados o recién egresados de Ciencias Económicas, RRLL o carreras afines.","ManpowerGroup","Montevideo","Montevideo","28 noviembre",2018-12-11 14:21:33
"Administrativo Contable - Administrativo Contable","ConsultoresAUREN","Montevideo","Montevideo","28 noviembre",2018-12-11 14:21:33
"Asesor de servicios - Empresa de Acompañantes","ManpowerGroup","Montevideo","Montevideo","28 noviembre",2018-12-11 14:21:33
"Cajera para local comercial - en Salto","FRIEDMAN","Salto","Salto","28 noviembre",2018-12-11 14:21:33
"Encuestador - Turno mañana tarde o tarde noche ","InvestigacióndeMercados","Montevideo","Montevideo","28 noviembre",2018-12-11 14:21:33
"Vendedor para importante local de indumentaria - en Paysandú","FRIEDMAN","Paysandú","Paysandu","28 noviembre",2018-12-11 14:21:33
"mucama","HotelAqua","Maldonado","PuntaDelEste","28 noviembre",2018-12-11 14:21:33
"Mozo - Con experiencia","ParrilladelTeatro","Montevideo","Montevideo","28 noviembre",2018-12-11 14:21:33
"Agente de ventas - Para importadora ","BOYERCOSA","Montevideo","Montevideo","28 noviembre",2018-12-11 14:21:33
"Mozos/as mixtos/as - Tiempo completo y medio tiempo","Conamilsa","Montevideo","Montevideo","28 noviembre",2018-12-11 14:21:33
"Team lider diseño - Marketing Digital","Wunderman","Montevideo","Montevideo","28 noviembre",2018-12-11 14:21:33
"Aprendiz Electricista  - Jovenes en busqueda de su primera experiencia laboral ","ManpowerGroup","Montevideo","Montevideo","28 noviembre",2018-12-11 14:21:33
"Leer Bien. Vigilante Auxiliar. (SEGURIDAD) - Solo mayores de 40 años, residentes en Rincón del Cerro.","AltosVentanalesS.A","Montevideo","Montevideo","28 noviembre",2018-12-11 14:21:33
"Profesionales en Educaciòn física, Ed. inicial. Deporte y recreación experiencia con niños  - Colonia de verano Hotel próximo a Zonamerica.","RegencyZonamerica","Montevideo","Montevideo","28 noviembre",2018-12-11 14:21:33
"Contadora Junior","SanaryS.A.","Montevideo","Montevideo","28 noviembre",2018-12-11 14:21:33
"Auxiliar de mecànica ligera - con libreta de moto","ClanisS.A","Montevideo","Montevideo","28 noviembre",2018-12-11 14:21:33
"Técnico en Red de Núcleo . Electrónica - Para Ente Público","Coneban","Maldonado","Maldonado","28 noviembre",2018-12-11 14:21:33
"Ventas Directas - Part Time","NFINTERNACIONAL","Montevideo","Montevideo","28 noviembre",2018-12-11 14:21:33
"Vendedoras entre 21 y 27 años local Paso Molino - Experiencia laboral minima 2 años , favor leer descripción de tareas antes de postularse . ","Tic","Montevideo","Montevideo","28 noviembre",2018-12-11 14:21:33
"Técnico en Red de Núcleo . Electrónica - Para Ente Público","Coneban","CerroLargo","Melo","28 noviembre",2018-12-11 14:21:33
"Cocinero para restaurante de hotel en punta del este - Con experiencia","Hotelterrazadelmar","Maldonado","PuntaBallena","28 noviembre",2018-12-11 14:21:33
"Ventas","FABIANCARBALLO","Montevideo","Montevideo","28 noviembre",2018-12-11 14:21:33
"Odontología venta profesional de implantes","AlphaBioUruguay","Montevideo","Montevideo","28 noviembre",2018-12-11 14:21:33
"Especialista en Productos Naturales","Advice","Montevideo","Montevideo","28 noviembre",2018-12-11 14:21:33
"Senior .NET developer - fluent in english","Simbios","Bélgica",NA,"28 noviembre",2018-12-11 14:21:33
"Vendedor de Salón  - Zona Sayago ","ConsultoraHumanphi","Montevideo","Montevideo","28 noviembre",2018-12-11 14:21:33
"Oficial Mecánico  - con formación y experiencia","ClanisS.A","Montevideo","Montevideo","28 noviembre",2018-12-11 14:21:33
"Emprendedores - Sector ventas","FZEmprendedores","Montevideo","Montevideo","28 noviembre",2018-12-11 14:21:33
"Técnico en Red de Núcleo . Electrónica  - Para Ente público","Coneban","Colonia","ColoniaDelSacramento","28 noviembre",2018-12-11 14:21:33
"AYUDANTE DE COCINERO ","ElViajeroBravaBeachHostels&Suites","Maldonado","PuntaDelEste","28 noviembre",2018-12-11 14:21:33
"Ventas","FABIANCARBALLO","Montevideo","Montevideo","28 noviembre",2018-12-11 14:21:33
"Personal para Telemarketer LC","JardinesdelAlma","Maldonado","Maldonado","28 noviembre",2018-12-11 14:21:33
"Experienced Java JEE Developer - fluent in english","Simbios","Bélgica",NA,"28 noviembre",2018-12-11 14:21:33
" Auxiliar de Gestión Aduanera - Para importante empresa despachante de aduana ","ManpowerGroup","Montevideo","Montevideo","28 noviembre",2018-12-11 14:21:33
"Oficial Técnico Aduanero - Para importante empresa despachante de aduana ","ManpowerGroup","Montevideo","Montevideo","28 noviembre",2018-12-11 14:21:33
"Técnico electromecánico con libreta A - Para importante empresa multinacional ","ManpowerGroup","Montevideo","Montevideo","28 noviembre",2018-12-11 14:21:33
"Analista de Registros Médicos  - Para reconocida institución de salud","ManpowerGroup","Montevideo","Montevideo","28 noviembre",2018-12-11 14:21:33
"Estudiante de Marketing ","Citivel","Montevideo","Montevideo","28 noviembre",2018-12-11 14:21:33
"Estudiantes de Programación y Sistemas - Desarrollador WEB y Mobile","Citivel","Montevideo","Montevideo","28 noviembre",2018-12-11 14:21:33
"Estudiantes Avanzados de las carreras Contaduría Pública o Administración - Con dominio del Inglés a nivel Avanzado.","ManpowerGroup","Montevideo","Montevideo","28 noviembre",2018-12-11 14:21:33
"SUSHIMAN / COCINERO","Artico","Montevideo","Montevideo","27 noviembre",2018-12-11 14:21:33
"Junior - Developer","PuntoOgilvy","Montevideo","Montevideo","27 noviembre",2018-12-11 14:21:33
"Laboratoristas para Tacuarembó","CPAFerrere","Tacuarembó","Tacuarembo","27 noviembre",2018-12-11 14:21:33
"Líder de línea de Producción - Industria Multinacional","Aglh","Montevideo","Montevideo","27 noviembre",2018-12-11 14:21:33
"Auxiliar contable","HomerodeLeon","Montevideo","Montevideo","27 noviembre",2018-12-11 14:21:33
"Asistente de laboratorio para Tacuarembó","CPAFerrere","Tacuarembó","Tacuarembo","27 noviembre",2018-12-11 14:21:33
"Cotizador para ferretería ","Aglh","Montevideo","Montevideo","27 noviembre",2018-12-11 14:21:33
"Vendedor de Plaza - Con vehículo propio","WorkOfficeS.A.","Montevideo","Montevideo","27 noviembre",2018-12-11 14:21:33
"TOP SYSTEMS: Full Stack Developer","Advice","Montevideo","Montevideo","27 noviembre",2018-12-11 14:21:33
"GECOS: Programador Web Jr.","Advice","Montevideo","Montevideo","27 noviembre",2018-12-11 14:21:33
"Publicidad y diseño gráfico ","NewHome","Montevideo","Montevideo","27 noviembre",2018-12-11 14:21:33
"Gestor de puntos de venta  - Costa de Oro","ESECE","Montevideo","Montevideo","27 noviembre",2018-12-11 14:21:33
"Mozas - sin experiencia",".MontevideoBeerCompanyLtda","Montevideo","Montevideo","27 noviembre",2018-12-11 14:21:33
"Mozos/as - con experiencia",".MontevideoBeerCompanyLtda","Montevideo","Montevideo","27 noviembre",2018-12-11 14:21:33
"Cajeras - para restaurante",".MontevideoBeerCompanyLtda","Montevideo","Montevideo","27 noviembre",2018-12-11 14:21:33
"Auxiliar de ventas telefónico - Para el rubro de la Salud","ManpowerGroup","Montevideo","Montevideo","27 noviembre",2018-12-11 14:21:33
"Senior de Impuestos","CPAFerrere","Montevideo","Montevideo","27 noviembre",2018-12-11 14:21:33
"Telemarketer - Solo con experiencia en el cargo","Metrocall","Montevideo","Montevideo","27 noviembre",2018-12-11 14:21:33
"Contador Público o Administración - Finanzas / Payroll ","TataConsultancyServices","Montevideo","Montevideo","27 noviembre",2018-12-11 14:21:33
"Auxiliar de Logistica","AbitabCentralS.A","Montevideo","Montevideo","27 noviembre",2018-12-11 14:21:33
"Telemarketer Con experiencia en Ventas Telefónicas - Part Time","Telesur","Montevideo","Montevideo","27 noviembre",2018-12-11 14:21:33
"Asistente de costos - El Espinillar, Villa Constitución","ManpowerGroup","Salto","Constitucion","27 noviembre",2018-12-11 14:21:33
"Administrativo de depósito - El Espinillar, Villa Constitución","ManpowerGroup","Salto","Constitucion","27 noviembre",2018-12-11 14:21:33
"Supervisor de riego - El Espinillar, Villa Constitución","ManpowerGroup","Salto","Constitucion","27 noviembre",2018-12-11 14:21:33
"Atención al Cliente - Con libreta de Conducir Vehiculo","Calypsopetsshop","Montevideo","Montevideo","27 noviembre",2018-12-11 14:21:33
"TOP SYSTEMS: Desarrollador Java Semi Senior","Advice","Montevideo","Montevideo","27 noviembre",2018-12-11 14:21:33
"Chofer de tractor - El Espinillar, Villa Constitución","ManpowerGroup","Salto","Constitucion","27 noviembre",2018-12-11 14:21:33
"Vendedor/a – Part Time ( Minas) - Para BAS importante empresa de indumentaria ","ManpowerGroup","Lavalleja","Minas","27 noviembre",2018-12-11 14:21:33
"Vendedor/a - PUNTA DEL ESTE ","Vicenta","Maldonado","PuntaDelEste","27 noviembre",2018-12-11 14:21:33
"Bachero  - horario cortado","Integrar","Montevideo","Montevideo","27 noviembre",2018-12-11 14:21:33
"Recreadores formados: educación,deporte y o recreación. Experiencia con niños  - lun. a vie. 9 18 hotel próximo a Zonamerica","RegencyZonamerica","Montevideo","Montevideo","27 noviembre",2018-12-11 14:21:33
"Dibujante Autocad y Recepcionista","PortoyCia","Maldonado","PuntaDelEste","27 noviembre",2018-12-11 14:21:33
"Auxiliar Administrativo perfil Tecnológico","ArnaldoC.CastroS.A.","Montevideo","Montevideo","27 noviembre",2018-12-11 14:21:33
"VENDEDOR MOSTRADOR  - IMPORTANTE DISTRIBUIDORA CIUDAD DE LA COSTA","TalentoConsultores","Canelones","Solymar","27 noviembre",2018-12-11 14:21:33
"Encargado de Mantenimiento (Zona Pando) - Para importante empresa multinacional ","ManpowerGroup","Canelones","Pando","27 noviembre",2018-12-11 14:21:33
"Agente de cobranzas telefónicas - 15:00 a 21:00","CertuS","Montevideo","Montevideo","27 noviembre",2018-12-11 14:21:33
"Vendedor partime - Vendedor freelance ","EquipoRyB","Montevideo","Montevideo","27 noviembre",2018-12-11 14:21:33
"Auxiliar de Limpieza para Planta Industrial  - Zona Nuevo Paris ","Pagnifique","Montevideo","Montevideo","27 noviembre",2018-12-11 14:21:33
"Recepcionista Femenina - turno rotativo","ElViajeroBravaBeachHostels&Suites","Maldonado","PuntaDelEste","27 noviembre",2018-12-11 14:21:33
"Conserje - TURNO NOCTURNO ","DazzlerMontevideo","Montevideo","Montevideo","27 noviembre",2018-12-11 14:21:33
"Supervisor Reponedores Externos - Con Vehículo propio EXCLUYENTE","ESECE","Montevideo","Montevideo","27 noviembre",2018-12-11 14:21:33
"Inside Sales Representative","Synapsis","Montevideo","Montevideo","27 noviembre",2018-12-11 14:21:33
"Vendedor de celulares y accesorios - Zona Colón. Con experiencia.","LaimanS.A.","Montevideo","Montevideo","27 noviembre",2018-12-11 14:21:33
"Asesor de Despacho","IndustriasPugliese","Montevideo","Montevideo","27 noviembre",2018-12-11 14:21:33
"Analista de Trade Marketing - Disponibilidad para trabajar los fines de semana en caso de ser necesario","ManpowerGroup","Montevideo","Montevideo","27 noviembre",2018-12-11 14:21:33
"Agente de atención telefónica Sr. - Para importante multinacional ubicada en Zonamerica ","ManpowerGroup","Montevideo","Montevideo","27 noviembre",2018-12-11 14:21:33
"Tecnólogo Mecánico Especializado en Generación Eólica - Tecnólogo Universitarios (egresados)","RINAURUGUAY","Montevideo","Montevideo","27 noviembre",2018-12-11 14:21:33
"Vendedor de Mostrador  - Sin experiencia laboral ","ManpowerGroup","Montevideo","Montevideo","27 noviembre",2018-12-11 14:21:33
"Analista en Redes y Telecomunicaciones  - Part time o Full Time","AegisConsultoraOrganizacional","Montevideo","Montevideo","27 noviembre",2018-12-11 14:21:33
"Cajera - IMPORTANTE EMPRESA CIUDAD DE LA COSTA","TalentoConsultores","Canelones","Solymar","27 noviembre",2018-12-11 14:21:33
"Analista de presupuesto - Con experiencia en perfilería de aluminio  ","ManpowerGroup","Montevideo","Montevideo","27 noviembre",2018-12-11 14:21:33
"Atencion al Publico para Ventas  - con manejo de PC ","crazyshop","Montevideo","Montevideo","26 noviembre",2018-12-11 14:21:33
"Reponedor externo - Departamento de Maldonado","Bayton","Maldonado","ElEden","26 noviembre",2018-12-11 14:21:33
"Secretaria ","RUAAsistencia","Montevideo","Montevideo","26 noviembre",2018-12-11 14:21:33
"QA SSr","TheElectricFactory","Montevideo","Montevideo","26 noviembre",2018-12-11 14:21:33
"Guardia de seguridad - Distintas zonas de Montevideo","SecuritasUruguay","Montevideo","Montevideo","26 noviembre",2018-12-11 14:21:33
"Agentes de venta - Con o sin experiencia","Freelanceworkteams","Montevideo","Montevideo","26 noviembre",2018-12-11 14:21:33
"Back Office con idiomas portugués e inglés","Advice","Montevideo","Montevideo","26 noviembre",2018-12-11 14:21:33
"Auxiliar administrativo contable - Medio horario, estudiante contable o de administracion, conocimientos de Z Libra","MonteCastelloS.A.","Montevideo","Montevideo","26 noviembre",2018-12-11 14:21:33
"Desarrollador BIG DATA","Scanntech","Montevideo","Montevideo","26 noviembre",2018-12-11 14:21:33
"Telemarketer con experiencia","JardinesdelAlma","Maldonado","Maldonado","26 noviembre",2018-12-11 14:21:33
"Desarrollador Senior PHP","TheElectricFactory","Montevideo","Montevideo","26 noviembre",2018-12-11 14:21:33
"Asesor inmobiliario","NewHome","Montevideo","Montevideo","26 noviembre",2018-12-11 14:21:33
"Jefe de Mantenimiento - Para industria de Alimentos","FedirS.A","Montevideo","Montevideo","26 noviembre",2018-12-11 14:21:33
"Operario de cintas  - Para importante empresa nacional","ManpowerGroup","Montevideo","Montevideo","26 noviembre",2018-12-11 14:21:33
"Ventas - Experiencia (No excluyente)","Freelanceworkteams","Montevideo","Montevideo","26 noviembre",2018-12-11 14:21:33
"Estudiante de Ciencias Económicas","Adecco","Montevideo","Montevideo","26 noviembre",2018-12-11 14:21:33
"Desarrollador PHP","MjobO","Montevideo","Montevideo","26 noviembre",2018-12-11 14:21:33
"Gestor para licitaciones públicas","WorkOfficeS.A.","Montevideo","Montevideo","26 noviembre",2018-12-11 14:21:33
"Reponedor con carné de manipulación vigente - Zafral","ManpowerGroup","Montevideo","Montevideo","26 noviembre",2018-12-11 14:21:33
"Ayudante de producción - Playa pascual","ManpowerGroup","Montevideo","Montevideo","26 noviembre",2018-12-11 14:21:33
"Vendedor de Servicios","InserciónLaboralWorklink","Montevideo","Montevideo","26 noviembre",2018-12-11 14:21:33
"Merchandiser - Para importante empresa farmaceútica","ManpowerGroup","Montevideo","Montevideo","26 noviembre",2018-12-11 14:21:33
"Cadete","DivinoS.A.","Montevideo","Montevideo","26 noviembre",2018-12-11 14:21:33
"Vendedor  - Para empresa de consumo masivo ","PaoladeLeonardis","Montevideo","Montevideo","26 noviembre",2018-12-11 14:21:33
"Reponedor externo - Part Time","Bayton","Montevideo","Montevideo","26 noviembre",2018-12-11 14:21:33
"Asistente Administrativo  - (con experiencia previa)","Adecco","Montevideo","Montevideo","26 noviembre",2018-12-11 14:21:33
"Vendedores as entre 21 y 27 años Shopping Las PIedras - Experiencia mìnima en ventas de 2 años","Tic","Canelones","LasPiedras","26 noviembre",2018-12-11 14:21:33
"Ayudante de cocina ","Integrar","Montevideo","Montevideo","26 noviembre",2018-12-11 14:21:33
"Mantenimiento de áreas verdes  - Colegio,  zona Carrasco","ClanisS.A","Montevideo","Montevideo","26 noviembre",2018-12-11 14:21:33
"Java developer Sr - Especialista en sistemas geograficos.","CISMOSoftware","Montevideo","Montevideo","26 noviembre",2018-12-11 14:21:33
"Java developer Sr - 5 años exp. React, JBoss, OpenShift","CISMOSoftware","Montevideo","Montevideo","26 noviembre",2018-12-11 14:21:33
"Tapicero - IMPORTANTE EMPRESA DEL RUBRO","TalentoConsultores","Montevideo","Montevideo","26 noviembre",2018-12-11 14:21:33
"Vendedor - Industria Química Alimenticia","TalentoConsultores","Montevideo","Montevideo","26 noviembre",2018-12-11 14:21:33
"Operador de Consola - Para importante compañía nacional privada de telecomunicaciones.","ManpowerGroup","Montevideo","Montevideo","26 noviembre",2018-12-11 14:21:33
"Asistente Administrativo S.Sr. - Part time","BuzaranCompanyS.A.","Montevideo","Montevideo","26 noviembre",2018-12-11 14:21:33
"Vendedores presenciales de producto financiero - Fines de semana  zona Sayago","CasaTr3s","Montevideo","Montevideo","26 noviembre",2018-12-11 14:21:33
"Vendedor/a de Salón ","DivinoS.A.","Montevideo","Montevideo","26 noviembre",2018-12-11 14:21:33
"Gerente de Calidad - Industria Manufacturera Multinacional ","VirginiaFasano&Asoc","Montevideo","Montevideo","26 noviembre",2018-12-11 14:21:33
"Auxiliar de Visual Merchandising","LolitaS.A","Montevideo","Montevideo","26 noviembre",2018-12-11 14:21:33
"Encuestador/a cara a cara - (San Carlos y Piriápolis) ","Opciónconsultores","Montevideo","Montevideo","26 noviembre",2018-12-11 14:21:33
"Opportunidad de Emprendimiento como Representante de Ventas - para viajar a EE.UU","AGUILARHNOS.LTDA","Montevideo","Montevideo","26 noviembre",2018-12-11 14:21:33
"Técnico en Mantenimiento - Importante Industria Multinacional","Aglh","Montevideo","Montevideo","26 noviembre",2018-12-11 14:21:33
"Recepcionista ","ConsultoraHumanphi","Montevideo","Montevideo","26 noviembre",2018-12-11 14:21:33
"Estudiantes de Ciencias Económicas - para primera experiencia laboral","GTSURUGUAYContadoresPúblicos","Montevideo","Montevideo","26 noviembre",2018-12-11 14:21:33
"Back Office Financiero - Trabajo zafral","CasaTr3s","Montevideo","Montevideo","26 noviembre",2018-12-11 14:21:33
"Fundación Pérez Scremini: Auxiliar Contable (a término por nueve meses)","Advice","Montevideo","Montevideo","26 noviembre",2018-12-11 14:21:33
"Aprendiz de mecánica","VP","Selección","Montevideo-Montevideo","26 noviembre",2018-12-11 14:21:33
"Ingeniero Industrial Mecánico ","Advice","Rivera","Rivera","26 noviembre",2018-12-11 14:21:33
"Vendedor Telefónico - Con experiencia","REQUIRO","Montevideo","Montevideo","26 noviembre",2018-12-11 14:21:33
"Ejecutivo de ventas - Con disponibilidad","CASAGATTIS.A.","EstadosUnidos",NA,"26 noviembre",2018-12-11 14:21:33
"Cocinero","LaDiecisiesteBrasasyAfines","Canelones","Lagomar","26 noviembre",2018-12-11 14:21:33
"Reponedor externo - para rubro pintura","Finvoy","Montevideo","Montevideo","26 noviembre",2018-12-11 14:21:33
