"puesto","Empresa","Departamento","Ciudad","fecha","fecha_scraping"
"Asistente de calidad y control de procedimientos","InfrastructureTechnologyServices","Montevideo","Montevideo","Hoy, 01:46 p. m.",2018-12-11 14:21:33
"Gestor de Morosos telefonico - Vespertino","Teleservicios","Montevideo","Montevideo","Hoy, 01:43 p. m.",2018-12-11 14:21:33
"Aprendiz Electricista  - Jovenes en busqueda de su primera experiencia laboral ","ManpowerGroup","Montevideo","Montevideo","Hoy, 01:42 p. m.",2018-12-11 14:21:33
"Vendedor de Mostrador (Montevideo) - Experiencia previa en ventas ","ManpowerGroup","Montevideo","Montevideo","Hoy, 01:36 p. m.",2018-12-11 14:21:33
"Encargado de local gastronómico","GoddardCateringGroup","Canelones","PasoCarrasco","Hoy, 01:31 p. m.",2018-12-11 14:21:33
"Desarrollador","Aglh","Montevideo","Montevideo","Hoy, 01:31 p. m.",2018-12-11 14:21:33
"Vendedor de productos masivos con cartera de clientes - Horario a convenir","DistribuidoraMaroñas","Montevideo","Montevideo","Hoy, 01:31 p. m.",2018-12-11 14:21:33
"Vendedor telefonico - Agente de ventas de Antel","MOVIGROUP","Montevideo","Montevideo","Hoy, 01:31 p. m.",2018-12-11 14:21:33
"Desarrollador Full Stack junior","TechGroupS.R.L.","Montevideo","Montevideo","Hoy, 01:31 p. m.",2018-12-11 14:21:33
"Mucama - para hotel","ArambotySA","Montevideo","Montevideo","Hoy, 01:31 p. m.",2018-12-11 14:21:33
"Aux. Administrativo - para Filial Pando","SECOM","Canelones","Pando","Hoy, 01:31 p. m.",2018-12-11 14:21:33
"Técnico electricista, carpintería, soldadura - contrato zafral, ingreso inmediato","DCAContadoresyAsociados","Canelones","ColoniaNicolich","Hoy, 01:19 p. m.",2018-12-11 14:21:33
"Ejecutivo de venta telefónica","RCILatinoamérica","Montevideo","Montevideo","Hoy, 11:53 a. m.",2018-12-11 14:21:33
"Jefe de Investigación y BI","Advice","Montevideo","Montevideo","Hoy, 11:53 a. m.",2018-12-11 14:21:33
"representantes de ventas para la ciudad de New York EE.UU - Con o sin experiencia ","S.C.JOHNSON&SONDEURUGUAYS.A.","Montevideo","Montevideo","Hoy, 11:53 a. m.",2018-12-11 14:21:33
"Cadete  - para temporada en Punta del Este","WorkOfficeS.A.","Maldonado","PuntaDelEste","Hoy, 11:53 a. m.",2018-12-11 14:21:33
"Mobile IOS Developers - con inglés","Oktana","Montevideo","Montevideo","Hoy, 11:53 a. m.",2018-12-11 14:21:33
"Analista base de datos SQL","CertuS","Montevideo","Montevideo","Hoy, 11:53 a. m.",2018-12-11 14:21:33
"Jovenes para gestion de cobranza telefonica - Turno vespertino","MO&PCUruguay","Montevideo","Montevideo","Hoy, 11:53 a. m.",2018-12-11 14:21:33
"Mobile Android Developers - con inglés","Oktana","Montevideo","Montevideo","Hoy, 11:53 a. m.",2018-12-11 14:21:33
"Desarrollador BD Sr","ValentinBarros","Montevideo","Montevideo","Hoy, 11:53 a. m.",2018-12-11 14:21:33
"Oportunidad de Emprendimiento como Representante de Ventas - Para New York EEUU (con o sin experiencia)","DALAKERS.A.","Montevideo","Montevideo","Hoy, 11:53 a. m.",2018-12-11 14:21:33
"Coordinador de Comercio Exterior y Logística ","Aglh","Montevideo","Montevideo","Hoy, 11:53 a. m.",2018-12-11 14:21:33
"Auxiliar de Limpieza  - Planta Industrial ","Pagnifique","Montevideo","Montevideo","Hoy, 11:53 a. m.",2018-12-11 14:21:33
"Auxiliar de cocina - con experiencia","CertuS","Montevideo","Montevideo","Hoy, 11:53 a. m.",2018-12-11 14:21:33
"Estudiante de CC.EE","CPAFerrere","Montevideo","Montevideo","Hoy, 11:53 a. m.",2018-12-11 14:21:33
"Senior .NET Web Developer","BúsquedasIT","Montevideo","Montevideo","Hoy, 11:53 a. m.",2018-12-11 14:21:33
"Auxiliar contable o laboral - para departamento de Paysandú","EMPRESACONSTRUCTORAACPAYSANDÚ","Paysandú","Paysandu","Hoy, 11:53 a. m.",2018-12-11 14:21:33
"Vendedores - Con o sin experiencia","CASTROTAIBOS.A.","Montevideo","Montevideo","Hoy, 11:53 a. m.",2018-12-11 14:21:33
"Operario de Fileteado para Importante Empresa - Eventual con Turnos Rotativos","GrupoHumanoConsultores","Montevideo","Montevideo","Hoy, 11:53 a. m.",2018-12-11 14:21:33
"Analista Desarrollador Sr","ValentinBarros","Montevideo","Montevideo","Hoy, 11:53 a. m.",2018-12-11 14:21:33
"Auxiliar de Control en zona de Estacionamientos","ConsultoraHumanphi","Montevideo","Montevideo","Hoy, 11:53 a. m.",2018-12-11 14:21:33
"Agente de ventas y atención al cliente - Excluyente con experiencia","SOMMISTORE|ColchonesySommiers","Montevideo","Montevideo","Hoy, 11:53 a. m.",2018-12-11 14:21:33
"Desarrollador WEB Sr","ValentinBarros","Montevideo","Montevideo","Hoy, 11:53 a. m.",2018-12-11 14:21:33
"SysAdmin - Networking","AnaMartin&Asocs.Consultores","Montevideo","Montevideo","Hoy, 11:53 a. m.",2018-12-11 14:21:33
"Ayudante de cocina eventual - para Importante Hotel en Montevideo","JobBTL","Montevideo","Montevideo","Hoy, 11:53 a. m.",2018-12-11 14:21:33
"Corredor de Bolsa Junior","TRADERSOCIETIES","Montevideo","Montevideo","Hoy, 11:53 a. m.",2018-12-11 14:21:33
"Mucama - (con experiencia en el rubro hotelero)","Adecco","Montevideo","Montevideo","Hoy, 11:53 a. m.",2018-12-11 14:21:33
"Agente de ventas","LiberatuMente","Montevideo","Montevideo","Hoy, 11:53 a. m.",2018-12-11 14:21:33
"Administrativo con Fígaro - para Empresa","IdentificaCapitalHumano","Montevideo","Montevideo","Hoy, 11:53 a. m.",2018-12-11 14:21:33
"Corredor de Bolsa Junior","TRADERSOCIETIES","Montevideo","Montevideo","Hoy, 11:53 a. m.",2018-12-11 14:21:33
"Operador de cilindros - Para cubrir licencia ","ManpowerGroup","Montevideo","Montevideo","Hoy, 11:45 a. m.",2018-12-11 14:21:33
"Recepcionista - Para Club Deportivo","ManpowerGroup","Montevideo","Montevideo","Hoy, 11:41 a. m.",2018-12-11 14:21:33
"Vendedor de consumo masivo - Con libreta cat. G2","ManpowerGroup","Montevideo","Montevideo","Hoy, 11:21 a. m.",2018-12-11 14:21:33
"Estudiante de ciencias económicas","EstiloSRL","Montevideo","Montevideo","Hoy, 11:06 a. m.",2018-12-11 14:21:33
"Ejecutivo de ventas - Interior","ManpowerGroup","Montevideo","Montevideo","Hoy, 10:54 a. m.",2018-12-11 14:21:33
"Vendedor Viajante","Advice","Montevideo","Montevideo","Hoy, 10:48 a. m.",2018-12-11 14:21:33
"Perfil desarrollador .NET","STConsultores","Montevideo","Montevideo","Ayer, 08:15 p. m.",2018-12-11 14:21:33
"Fullstack Developer MERN Stack - Con Experiencia","Aliados","Montevideo","Montevideo","Ayer, 07:38 p. m.",2018-12-11 14:21:33
"Administrativos - Para trabajar en OSE.","STELLABARBOZA","Montevideo","Montevideo","Ayer, 06:46 p. m.",2018-12-11 14:21:33
"Auxiliar de Atención al cliente - (Punta Shopping/Zafral)","Adecco","Maldonado","PuntaDelEste","Ayer, 06:46 p. m.",2018-12-11 14:21:33
"Cajero administrativo zona La Blanqueada - Sólidos conocimientos informáticos","Teknery","Montevideo","Montevideo","Ayer, 06:46 p. m.",2018-12-11 14:21:33
"Sanitario - Para trabajar en OSE.","STELLABARBOZA","Montevideo","Montevideo","Ayer, 06:46 p. m.",2018-12-11 14:21:33
"Cadete  - (con libreta A y experiencia previa)","Adecco","Montevideo","Montevideo","Ayer, 06:46 p. m.",2018-12-11 14:21:33
"Auxiliar contable - con experiencia en el área","WorkOfficeS.A.","Montevideo","Montevideo","Ayer, 06:46 p. m.",2018-12-11 14:21:33
"Asistente en administración  - Con conocimientos en Logística","Teknery","Montevideo","Montevideo","Ayer, 06:46 p. m.",2018-12-11 14:21:33
"Auxiliar de depósito","Aglh","Montevideo","Montevideo","Ayer, 06:46 p. m.",2018-12-11 14:21:33
"Analista Funcional  - Jefe de Proyectos","InfrastructureTechnologyServices","Montevideo","Montevideo","Ayer, 06:18 p. m.",2018-12-11 14:21:33
"Estudiantes avanzados o recién egresados de Marketing, comunicación o carreras afines - interesados en analizar el mercado de Trade Marketing","ManpowerGroup","Montevideo","Montevideo","Ayer, 06:04 p. m.",2018-12-11 14:21:33
"Licenciado en Administración y/o Licenciado en Relaciones Laborales  - Licenciado en Administración y/o Licenciado en Relaciones Laborales ","ConsultoresAUREN","Montevideo","Montevideo","Ayer, 04:42 p. m.",2018-12-11 14:21:33
"ABAP IV Programador","CHEspañola","España",NA,"Ayer, 04:31 p. m.",2018-12-11 14:21:33
"Analista de Riesgo Operativo y Tecnología","Sura","Montevideo","Montevideo","Ayer, 04:31 p. m.",2018-12-11 14:21:33
"Analista de Crédito de Riesgo y Contraparte ","Sura","Montevideo","Montevideo","Ayer, 04:22 p. m.",2018-12-11 14:21:33
"Auxiliar de Ventas  - Durazno ","Pagnifique","Durazno","Durazno","Ayer, 04:22 p. m.",2018-12-11 14:21:33
"Auxiliar de Depósito  - Jovenes en busqueda de su primera experiencia laboral ","ManpowerGroup","Montevideo","Montevideo","Ayer, 04:18 p. m.",2018-12-11 14:21:33
"Analista de Riesgos Financieros","Sura","Montevideo","Montevideo","Ayer, 04:17 p. m.",2018-12-11 14:21:33
"Vendedor/a de Salón - Maldonado","DivinoS.A.","Maldonado","Maldonado","Ayer, 04:17 p. m.",2018-12-11 14:21:33
"Asistente de Business Intelligence","Bestseller","Montevideo","Montevideo","Ayer, 04:17 p. m.",2018-12-11 14:21:33
"Maquinista de Refrigeración - Para importante empresa agroindustrial","ManpowerGroup","Montevideo","Montevideo","Ayer, 04:03 p. m.",2018-12-11 14:21:33
"Contador/a Senior - Con Experiencia en Estudio Contable","EventualesConsultora","Montevideo","Montevideo","Ayer, 03:48 p. m.",2018-12-11 14:21:33
"Telefonista  - Suplencia ","WorkOfficeS.A.","Montevideo","Montevideo","Ayer, 03:47 p. m.",2018-12-11 14:21:33
"Personal Masculino para empresa de seguridad - disponibilidad horaria","ALTASEGURIDAD","Montevideo","Montevideo","Ayer, 03:47 p. m.",2018-12-11 14:21:33
"Dibujante Tecnico - con experiencia comprobable","IUDELGestiónHumana","Montevideo","Montevideo","Ayer, 03:47 p. m.",2018-12-11 14:21:33
"Supervisor de Operaciones Logísticas  - Montes del Plata Conchillas","MontesdelPlata","Colonia","Conchillas","Ayer, 03:47 p. m.",2018-12-11 14:21:33
"Maestra Titulada - Con experiencia en inicial","CertuS","Montevideo","Montevideo","Ayer, 03:47 p. m.",2018-12-11 14:21:33
"Aprendiz de Mecánica","VP","Selección","Montevideo-Montevideo","Ayer, 03:47 p. m.",2018-12-11 14:21:33
"Recepcionista - Disponibilidad horaria","WorkOfficeS.A.","Montevideo","Montevideo","Ayer, 03:47 p. m.",2018-12-11 14:21:33
"Encargado de calidad y atención al cliente. ","PaoladeLeonardis","Montevideo","Montevideo","Ayer, 03:47 p. m.",2018-12-11 14:21:33
"Buscamos Vendedores/as Reconocida Empresa en el Rubro de Tecnología. Leer detalladamente el anuncio.","RRHHEMPRESAVENTAS","Montevideo","Montevideo","Ayer, 03:33 p. m.",2018-12-11 14:21:33
"Responsable de Finanzas","Curbelo&Cianci","Montevideo","Montevideo","Ayer, 03:14 p. m.",2018-12-11 14:21:33
"Jefe de División Tecnología de la Información","Curbelo&Cianci","Montevideo","Montevideo","Ayer, 03:13 p. m.",2018-12-11 14:21:33
"Jefe División Tesorería","Curbelo&Cianci","Montevideo","Montevideo","Ayer, 03:13 p. m.",2018-12-11 14:21:33
"Analista base de datos - con postgreSQL","CertuS","Montevideo","Montevideo","Ayer, 02:41 p. m.",2018-12-11 14:21:33
"Telemarketer","Curbelo&Cianci","Montevideo","Montevideo","Ayer, 02:28 p. m.",2018-12-11 14:21:33
"Auxiliar de Comercio Exterior y Atención al Cliente","Curbelo&Cianci","Montevideo","Montevideo","Ayer, 02:28 p. m.",2018-12-11 14:21:33
"Analista de cadenas - Para reconocida empresa multinacional líder en su rubro","ManpowerGroup","Montevideo","Montevideo","Ayer, 02:19 p. m.",2018-12-11 14:21:33
"Estudiante de Contador Púbico para Auditoría - Temporal ","StavrosMoyalyAsociados","Montevideo","Montevideo","Ayer, 02:01 p. m.",2018-12-11 14:21:33
"Vendedor Servicios  - Amplia disponibilidad horaria.","ControlKilos","Montevideo","Montevideo","Ayer, 01:42 p. m.",2018-12-11 14:21:33
"Anfitriona","VP","Selección","Montevideo-Montevideo","Ayer, 01:24 p. m.",2018-12-11 14:21:33
"Asistente de Operaciones","Sura","Montevideo","Montevideo","Ayer, 01:24 p. m.",2018-12-11 14:21:33
"Bachero - Para importante hotel ","ManpowerGroup","Montevideo","Montevideo","Ayer, 12:58 p. m.",2018-12-11 14:21:33
"Promotor en Maldonado - Zafra Verano","ESECE","Maldonado","PuntaDelEste","Ayer, 12:43 p. m.",2018-12-11 14:21:33
"Agente de mantenimiento","JCDecauxOOHUruguayS.A.","Montevideo","Montevideo","Ayer, 12:43 p. m.",2018-12-11 14:21:33
"Búsqueda avanzada Asistente de Logística y Customer Service","Possum","Montevideo","Montevideo","Ayer, 12:43 p. m.",2018-12-11 14:21:33
"Merchandiser - Zafral (Montevideo)","ESECE","Montevideo","Montevideo","Ayer, 12:43 p. m.",2018-12-11 14:21:33
"Operario ","FerreiraGarciaConsultoríaenRecursosHumanos","Maldonado","SanCarlos","Ayer, 12:43 p. m.",2018-12-11 14:21:33
"Asistende de Calidad  - Senior ","GRUPOMETALURGICO","Montevideo",NA,"Ayer, 12:43 p. m.",2018-12-11 14:21:33
"Agente de atención al cliente telefónica.","Synapsis","Montevideo","Montevideo","Ayer, 12:43 p. m.",2018-12-11 14:21:33
"Ayudante de cocina  Atención al cliente y limpieza - Turno de la noche","Edigan","Montevideo","Montevideo","Ayer, 12:43 p. m.",2018-12-11 14:21:33
"Planchero   - Sólo con experiencia ","DonPeperone","Montevideo","Montevideo","Ayer, 12:43 p. m.",2018-12-11 14:21:33
"Jefe de Taller ","GRUPOEMPRESARIAL","Montevideo","Montevideo","Ayer, 12:43 p. m.",2018-12-11 14:21:33
"Operarios de deposito para empresa logística - Zona Paso de la Arena, Ruta 1 y Camino Bajo de la Petisa.","DCAContadoresyAsociados","Montevideo","Montevideo","Ayer, 12:43 p. m.",2018-12-11 14:21:33
"Representante de Ventas - Estados Unidos","BODEGASVALENTELTDA.","Montevideo","Montevideo","Ayer, 12:43 p. m.",2018-12-11 14:21:33
"Desarrollador :NET","ArnaldoC.CastroS.A.","Montevideo","Montevideo","Ayer, 12:43 p. m.",2018-12-11 14:21:33
"Vendedora. - Vendedor FreeLance","ESLIVES.A","Canelones","Lagomar","Ayer, 12:43 p. m.",2018-12-11 14:21:33
"Joven con experiencia y formación en electricidad - con libreta de conducir","Unipersonal","Montevideo","Montevideo","Ayer, 12:43 p. m.",2018-12-11 14:21:33
"Ventas - Por Redes Sociales","EMEEmprende","Montevideo","Montevideo","Ayer, 12:43 p. m.",2018-12-11 14:21:33
"Vendedora - Vendedor free lance","INDUSTRIALMOLINERACA","Canelones","Lagomar","Ayer, 12:43 p. m.",2018-12-11 14:21:33
"Peones","Formisur","Montevideo","Montevideo","Ayer, 12:43 p. m.",2018-12-11 14:21:33
"Cocinera para Comedor de Importante Empresa - Para Cubrir Licencia","GrupoHumanoConsultores","Montevideo","Montevideo","Ayer, 12:43 p. m.",2018-12-11 14:21:33
"Peón de limpieza  - Limpiar no lo hace cualquiera. Sólo con experiencia! ","DonPeperone","Montevideo","Montevideo","Ayer, 12:43 p. m.",2018-12-11 14:21:33
"Machine Learning and Artificial Intelligence Developer","TheHackettGroupUY","Montevideo","Montevideo","Ayer, 12:43 p. m.",2018-12-11 14:21:33
"Barista  - atención al mostrador","CertuS","Montevideo","Montevideo","Ayer, 12:43 p. m.",2018-12-11 14:21:33
"Mucama ","ElViajeroBravaBeachHostels&Suites","Maldonado","PuntaDelEste","Ayer, 12:43 p. m.",2018-12-11 14:21:33
"Vendedora telefónica - Con experiencia en ventas","JardinesdelAlma","Maldonado","Maldonado","Ayer, 12:43 p. m.",2018-12-11 14:21:33
"Vendedora - Full time","FridaColonia","Colonia","ColoniaDelSacramento","Ayer, 12:43 p. m.",2018-12-11 14:21:33
"Electromecánico","Advice","Montevideo","Montevideo","Ayer, 12:43 p. m.",2018-12-11 14:21:33
"Personal de limpieza para restautante - con experiencia, ","MariaPeñaCarlosAlanis","Montevideo","Montevideo","Ayer, 12:43 p. m.",2018-12-11 14:21:33
"Operarias/os V/A - Barros Blancos","NaluperS.A.Acciona","Canelones","BarrosBlancos","Ayer, 12:43 p. m.",2018-12-11 14:21:33
"Operador de Redpagos","Fidelis","Maldonado","PuntaBallena","Ayer, 12:43 p. m.",2018-12-11 14:21:33
"Auxiliar Administrativo Contable","Adecco","Montevideo","Montevideo","Ayer, 12:43 p. m.",2018-12-11 14:21:33
"Cadete Gestor - con libreta de moto excluyente","randstad","Montevideo","Montevideo","Ayer, 12:43 p. m.",2018-12-11 14:21:33
"Encuestador/a cara a cara - (San Carlos y Piriápolis)","Opciónconsultores","Montevideo","Montevideo","Ayer, 12:43 p. m.",2018-12-11 14:21:33
"Operarias - zafrales ","HardworkingConsultores","Montevideo","Montevideo","Ayer, 12:43 p. m.",2018-12-11 14:21:33
"Ventas por redes sociales ","LiberatuMente","Montevideo","Montevideo","Ayer, 12:43 p. m.",2018-12-11 14:21:33
"Atención al cliente / Call center","Synapsis","Montevideo","Montevideo","Ayer, 12:43 p. m.",2018-12-11 14:21:33
"Vendedor/a Cajero/a - Zafral","AmpersandConsultores","Montevideo","Montevideo","Ayer, 12:43 p. m.",2018-12-11 14:21:33
"Vendedores / Distribuidores","AdelaIrisCastro","Montevideo","Montevideo","Ayer, 12:43 p. m.",2018-12-11 14:21:33
"Ayudante de Depósito","GMImportaciones","Montevideo","Montevideo","Ayer, 12:43 p. m.",2018-12-11 14:21:33
"Analista de Stock","Adecco","Montevideo","Montevideo","Ayer, 12:43 p. m.",2018-12-11 14:21:33
"Promo vendedora de 25 a 40 años/ medio horario - volantera y promotora","MVDRaciones","Montevideo","Montevideo","Ayer, 12:43 p. m.",2018-12-11 14:21:33
"Portero","Formisur","Montevideo","Montevideo","Ayer, 12:43 p. m.",2018-12-11 14:21:33
"Encuestador/a telefónico  - Turno matutino lunes a viernes (de 09:30 a 13:30 horas)","Opciónconsultores","Montevideo","Montevideo","Ayer, 12:43 p. m.",2018-12-11 14:21:33
"Vendedora - Vendedor free lance","INDUSTRIALMOLINERACA","Canelones","Canelones","Ayer, 12:43 p. m.",2018-12-11 14:21:33
"Programador React Native (generando p/Android e iOS)","DOITS","Montevideo","Montevideo","Ayer, 12:43 p. m.",2018-12-11 14:21:33
"Peón - Para empresa del rubro alimenticio","DCAContadoresyAsociados","Maldonado","PuntaDelEste","Ayer, 12:43 p. m.",2018-12-11 14:21:33
"Quimica Famaceutica","EVConsultores","Montevideo","Montevideo","Ayer, 12:43 p. m.",2018-12-11 14:21:33
"Vendedora. - Vendedor FreeLance","ESLIVES.A","Montevideo","Montevideo","Ayer, 12:43 p. m.",2018-12-11 14:21:33
"Operador de Grúa Móvil - disponibilidad para viajar al interior","Berkes","Montevideo","Montevideo","Ayer, 12:43 p. m.",2018-12-11 14:21:33
"Estudiante de Contador Público","Mazars","Montevideo","Montevideo","Ayer, 12:43 p. m.",2018-12-11 14:21:33
"ventas - con experiencia","teamsales","Montevideo","Montevideo","Ayer, 12:43 p. m.",2018-12-11 14:21:33
"Asistente  Comercio Exterior","Possum","Montevideo","Montevideo","Ayer, 12:43 p. m.",2018-12-11 14:21:33
"Contable Junior con experiencia en Liquidación de Impuestos y dominio del Inglés - Para importante Multinacional de rubro IT","ManpowerGroup","Montevideo","Montevideo","Ayer, 12:25 p. m.",2018-12-11 14:21:33
"Cajero/Vendedor - Casa central","CastroCerámicasyEquipamientos","Canelones","BarrosBlancos","Ayer, 11:53 a. m.",2018-12-11 14:21:33
"Vendedor viajante de maquinaria para industrias lácteas y alimenticias","ManpowerGroup","Montevideo","Montevideo","Ayer, 11:43 a. m.",2018-12-11 14:21:33
"Gestor de cobranza con experiencia en Call Center","ManpowerGroup","Montevideo","Montevideo","Ayer, 10:46 a. m.",2018-12-11 14:21:33
"Supervisor de merchandising - Excluyente contar con experiencia y disponibilidad de trabajar los fines de semana","ManpowerGroup","Montevideo","Montevideo","Ayer, 10:09 a. m.",2018-12-11 14:21:33
"Supervisor de Promotores - Excluyente contar con experiencia y disponibilidad de trabajar fines de semana","ManpowerGroup","Montevideo","Montevideo","Ayer, 10:01 a. m.",2018-12-11 14:21:33
"Vendedor telefónico -  Contact Center","Multiline","Montevideo","Montevideo","Ayer, 09:57 a. m.",2018-12-11 14:21:33
"Asistente Administrativo (Temporal)  - Para importante Agencia de Publicidad","ManpowerGroup","Montevideo","Montevideo","Ayer, 09:50 a. m.",2018-12-11 14:21:33
"Encargado de sucursal - Para importante bodega de larga trayectoria","ManpowerGroup","Montevideo","Montevideo","Ayer, 09:49 a. m.",2018-12-11 14:21:33
"Técnico en Frío - Para importante cadena de Supermercado","ManpowerGroup","Montevideo","Montevideo","Ayer, 09:25 a. m.",2018-12-11 14:21:33
"Auxiliar de Intercambio (Temporal)  - Para importante financiera","ManpowerGroup","Montevideo","Montevideo","Ayer, 09:22 a. m.",2018-12-11 14:21:33
"Responsable Administración - Experiencia ","MovilexRecyclingUruguay","Montevideo","Montevideo","9 diciembre",2018-12-11 14:21:33
"Responsable Administración - Experiencia ","MovilexRecyclingUruguay","Montevideo","Montevideo","9 diciembre",2018-12-11 14:21:33
"Responsable Administración - Experiencia ","MovilexRecyclingUruguay","Montevideo","Montevideo","9 diciembre",2018-12-11 14:21:33
"Ejecutiva de ventas - Se valorará experiencia en Inmuebles","Citivel","Montevideo","Montevideo","8 diciembre",2018-12-11 14:21:33
"Vendedor de Mostrador - Zona Mercado Modelo","Aglh","Montevideo","Montevideo","7 diciembre",2018-12-11 14:21:33
"Administrativo y Cobranzas","PozziyPozzi","Montevideo","Montevideo","7 diciembre",2018-12-11 14:21:33
"Cotizador para Ferretería","Aglh","Montevideo","Montevideo","7 diciembre",2018-12-11 14:21:33
"Auxiliar de Auditoria Interna - Auxiliar de Auditoria Interna","DUTYFREEAMERICAS","Montevideo","Montevideo","7 diciembre",2018-12-11 14:21:33
"Chofer  - Libreta C o D","NaluperS.A.Acciona","Canelones","BarrosBlancos","7 diciembre",2018-12-11 14:21:33
"Licenciada Enfermeria perfil docente","Vigilia","Montevideo","Montevideo","7 diciembre",2018-12-11 14:21:33
"Auxiliar administrativo contable - Zona San Jose de Carrasco","ManpowerGroup","Canelones","SanJoseDeCarrasco","7 diciembre",2018-12-11 14:21:33
"Vendedor de Mostrador (Montevideo) - Excluyente tener experiencia previa en ventas ","ManpowerGroup","Montevideo","Montevideo","7 diciembre",2018-12-11 14:21:33
"Vendedor de Mostrador (Solymar). Excluyente experiencia previa en ventas - con Libreta de conducir cat A","ManpowerGroup","Canelones","Canelones","7 diciembre",2018-12-11 14:21:33
"Asistente de Marketing con Libreta A - Para importante empresa multinacional líder en su rubro","ManpowerGroup","Montevideo","Montevideo","7 diciembre",2018-12-11 14:21:33
"Custumer Service (Temporal por un mes) con Libreta A  - Para importante compañía de aerolíneas internacional","ManpowerGroup","Montevideo","Montevideo","7 diciembre",2018-12-11 14:21:33
"Anfitrionas - Con disponibilidad horaria completa","ManpowerGroup","Montevideo","Montevideo","7 diciembre",2018-12-11 14:21:33
"Administrativo Back Office con dominio de Inglés (excluyente) - Para importante Multinacional de rubro IT.","ManpowerGroup","Montevideo","Montevideo","7 diciembre",2018-12-11 14:21:33
"Analista de Exportaciones","Advice","Montevideo","Montevideo","7 diciembre",2018-12-11 14:21:33
"Supervisora de Ventas - para el norte del país ","ManpowerGroup","CerroLargo","Melo","7 diciembre",2018-12-11 14:21:33
"Coordinador/a turnante de servicios - Montevideo","Vigilia","Montevideo","Montevideo","7 diciembre",2018-12-11 14:21:33
"Guardia de Seguridad Armado - Varios turnos","Segor","Maldonado","LaBarra","7 diciembre",2018-12-11 14:21:33
"Ejecutivo Comercial para Duty Free","Entrust","Montevideo","Montevideo","7 diciembre",2018-12-11 14:21:33
"Project Manager","Entrust","Montevideo","Montevideo","7 diciembre",2018-12-11 14:21:33
"Foguista para planta ","Possum","Montevideo","Montevideo","7 diciembre",2018-12-11 14:21:33
"Key Account Manager ","H","Move","Montevideo-Montevideo","7 diciembre",2018-12-11 14:21:33
"Sales Representative Junior ","H","Move","Montevideo-Montevideo","7 diciembre",2018-12-11 14:21:33
"Asistente en Recursos Humanos - Rrhh","JoaquinFernandezGiambrunoyMateoFernandezGiambruno","Montevideo","Montevideo","7 diciembre",2018-12-11 14:21:33
"Ruby on Rails Developer","BúsquedasIT","Montevideo","Montevideo","7 diciembre",2018-12-11 14:21:33
"Asistente de Recursos Humanos - Rrhh","JoaquinFernandezGiambrunoyMateoFernandezGiambruno","Montevideo","Montevideo","7 diciembre",2018-12-11 14:21:33
"Senior Ruby on Rails Developer","BúsquedasIT","Montevideo","Montevideo","7 diciembre",2018-12-11 14:21:33
"Ejecutivo de cuentas - agencia de publicidad","DCAContadoresyAsociados","Montevideo","Montevideo","7 diciembre",2018-12-11 14:21:33
"Soporte Técnico Junior","SecuritasUruguay","Montevideo","Montevideo","7 diciembre",2018-12-11 14:21:33
"Gerente","Entrust","Montevideo","Montevideo","7 diciembre",2018-12-11 14:21:33
"Técnico en soporte de Infraestructura","InfrastructureTechnologyServices","Montevideo","Montevideo","7 diciembre",2018-12-11 14:21:33
"Administrativo/a ","EstiloSRL","Tacuarembó","Tacuarembo","7 diciembre",2018-12-11 14:21:33
"Administrativo Back Office – Con dominio de Inglés y Francés a Nivel Avanzado. - para importante multinacional líder en solociones IT","ManpowerGroup","Montevideo","Montevideo","7 diciembre",2018-12-11 14:21:33
"Administrativo Back Office – Con dominio de Inglés y Hebreo a Nivel Avanzado. - para importante multinacional líder en solociones IT","ManpowerGroup","Montevideo","Montevideo","7 diciembre",2018-12-11 14:21:33
"Administrativo Back Office – Con dominio de Inglés y Rumano a Nivel Avanzado. - para importante multinacional líder en solociones IT","ManpowerGroup","Montevideo","Montevideo","7 diciembre",2018-12-11 14:21:33
"Asesor de servicios  - Servicio de acompañantes ","ManpowerGroup","Montevideo","Montevideo","7 diciembre",2018-12-11 14:21:33
"Administrativo Back Office – Con dominio de Inglés y Alemán a Nivel Avanzado. - para importante multinacional líder en solociones IT","ManpowerGroup","Montevideo","Montevideo","7 diciembre",2018-12-11 14:21:33
"Administrativo Back Office – Con dominio de Inglés e Italiano a Nivel Avanzado. - para importante multinacional líder en solociones IT","ManpowerGroup","Montevideo","Montevideo","7 diciembre",2018-12-11 14:21:33
"Administrativo de Personal - Para la zona de Paso de la Arena","ManpowerGroup","Montevideo","Montevideo","7 diciembre",2018-12-11 14:21:33
"JÓVENES EMPRENDEDORES  - SECTOR VENTAS","FZEmprendedores","Montevideo","Montevideo","7 diciembre",2018-12-11 14:21:33
"Contador - Para Zona Sauce","ManpowerGroup","Canelones","Sauce","7 diciembre",2018-12-11 14:21:33
"Administrativo Contable - Montevideo","TycoInternational","Montevideo","Montevideo","7 diciembre",2018-12-11 14:21:33
"Ayudante de Mantenimiento y Fontanería - Para Ente Público","Coneban","Montevideo","Montevideo","7 diciembre",2018-12-11 14:21:33
"Estudiante de Arquitectura o Ingeniería - Para Ente Público","Coneban","Montevideo","Montevideo","7 diciembre",2018-12-11 14:21:33
"Ayudante de Electromecánica - Para Ente Público","Coneban","Montevideo",NA,"7 diciembre",2018-12-11 14:21:33
