"link","puesto","empresa","nivel","area","fecha","detalle","departamento","fecha_scraping","Responsabilidades","Funciones","Requisitos"
"https://trabajo.gallito.com.uy/anuncio/administrativo-contable-g29h2","ADMINISTRATIVO CONTABLE","Importante empresa","Asistente","Finanzas - Contabilidad - Auditoria","Hace 3 semanas ","-LIQUIDACIONES DE SUELDOS
-CONCILIACIÓN DE CUENTAS
-CONOCIMIENTOS IMPO/EXPO
-GESTIÓN DE COBRANZAS
-FORMACIÓN CONTABLE
-CONOCIMIENTO DE COSTOS
-TAREAS ADMIN ...","montevideo",2019-10-17 16:10:35,"
            Horario
Lunes a Viernes 08:30-18.00 hrs        ","
            -LIQUIDACIONES DE SUELDOS
-CONCILIACIÓN DE CUENTAS
-CONOCIMIENTOS IMPO/EXPO
-GESTIÓN DE COBRANZAS
-FORMACIÓN CONTABLE
-CONOCIMIENTO DE COSTOS
-TAREAS ADMINISTRATIVAS GENERALES        ","
                Terciario no universitario en administración.                Experiencia de 4 años en el área de Finanzas - contabilidad - auditoria.                Manejo de programas:Excel a intermedio.Manejo de programas:Excel a avanzado.                Idioma Inglés a basico."
"https://trabajo.gallito.com.uy/anuncio/administrativo-contable-para-ente-publico-2r7e6","ADMINISTRATIVO CONTABLE PARA ENTE PÚBLICO","Consultora Human Phi","Asistente","Finanzas - Contabilidad - Auditoria","Hace 1 mes ","Seleccionamos para importante organismo Asistente Contable con el siguiente perfil. 

Las Responsabilidades:

•	Registraciones contables,
•	Análisis y conc ...","montevideo",2019-10-17 16:10:35,"
            Requisitos Excluyentes:
- Formación Universitaria, o estudiante avanzado de carreras como Contador Público o Administración de Empresas. Egresados de Bachillerato Técnico en Educación CETP (Excluyente)
- Experiencia laboral mínima de 6 meses en tareas contables (Excluyente)
•	Valorado – Experiencia en trabajos realizados similares al requerido, comprendiendo tareas administrativas, contables y manejo de SAP.
*Se requiere presentación de documentos que certifiquen formación y experiencia – Excluyente.
La Propuesta
•	Contratación por 24 meses.
•	Régimen de lunes a viernes, jornadas de 8 horas comprendido entre las 7:00hrs. y las 19:00 hrs.        ","
            Seleccionamos para importante organismo Asistente Contable con el siguiente perfil. 
Las Responsabilidades:
•	Registraciones contables,
•	Análisis y conciliaciones de cuentas
•	Preparación y Control de diversa documentación.
•	Tareas administrativas en general.        ","
                Bachillerato tecnológico utu en administración.Universitario en contabilidad.Universitario en administración.                Experiencia de 6 meses en el área de Administración - secretariado.                Manejo de programas:Sap a intermedio."
"https://trabajo.gallito.com.uy/anuncio/administrativo-de-mantenimientos-csa-zpa2b","ADMINISTRATIVO DE MANTENIMIENTOS CSA","H. PETERSEN S.A - Caterpillar","Auxiliar","Administración - Secretariado","Hace 3 horas ","Dar soporte al monitoreo de máquinas con Acuerdos de Mantenimiento y al taller con las solicitudes de repuestos para contratos y servicios. - Monitoreo Sat ...","montevideo",2019-10-17 16:10:35,"
            - Monitoreo Satelital de Maquinaria con Contratos CSA.
- Elaboración de informes de mantenimientos, recomendar acciones, realizar presupuestos.
- Elaborar propuesta de CSA.
- Coordinación de los mantenimientos con los clientes.
- Monitorear y Cotizar las reparaciones de las máquinas.        ","
            Dar soporte al monitoreo de máquinas con Acuerdos de Mantenimiento y al taller con las solicitudes de repuestos para contratos y servicios.        ","
                                Experiencia de 6 meses en el área de Otra."
"https://trabajo.gallito.com.uy/anuncio/administrativo-de-obra-yr3va","ADMINISTRATIVO DE OBRA","SChConsultores Soluciones en Capital Humano","Asistente","Administración - Secretariado","Hace 1 semana ","Para importante Planta de Tratamiento de Residuos Solidos Industriales se requiere administrativo de Obra, 44 horas semanales, de lunes a sabados y trabaja ...","montevideo",2019-10-17 16:10:35,"
            Recibir los camiones, pesarlos, indicarles el lugar de descarga, darle seguimiento con el software de la Planta.
Contactar  proveedores para posibles presupuestos, coordinar compras, coordinar entrega de uniformes para limpieza y  tareas similares.
Darle seguimiento a  la agenda de la Planta, reuniones, etc.
Dar orientación a  los clientes y transportistas.
Coordinar tareas de mantenimiento, visitas, organizar información en planillas Excel, realizar informes, etc.        ","
            Para importante Planta de Tratamiento de Residuos Solidos Industriales se requiere administrativo de Obra, 44 horas semanales, de lunes a sabados y trabajando feriados laborables. Sexo masculino, edad entre 24 y 40 años.
Principales tareas:
Recibir los camiones, pesarlos, indicarles el lugar de descarga, darle seguimiento con el software de la Planta.
Contactar  proveedores para posibles presupuestos, coordinar compras, coordinar entrega de uniformes para limpieza y  tareas similares.
Darle seguimiento a  la agenda de la Planta, reuniones, etc.
Dar orientación a  los clientes y transportistas.
Coordinar tareas de mantenimiento, visitas, organizar información en planillas Excel, realizar informes, etc.        ","
                                                Manejo de programas:Excel a avanzado."
"https://trabajo.gallito.com.uy/anuncio/administrativo-e5jqj","ADMINISTRATIVO","EMPRESA DE COMERCIO EXTERIOR & LOGISTICA","Ejecutivo Comercial","Ventas - Comercial","Hace 1 semana ","Importante Agente de Cargas, busca sumar a su personal un candidato al área de customer service. 
Requisitos:
- Formación en Comercio Exterior, Negocios In ...","montevideo",2019-10-17 16:10:35,"
            Será su principal responsabilidad la coordinación de embarques, follow-up de todo el proceso de carga y comunicación fluida tanto con el cliente como con los agentes del exterior  y acciones  comerciales
Coordinación de embarques
Ingresos al sistema Lucia
Informes de carga.
Facturacion        ","
            Importante Agente de Cargas, busca sumar a su personal un candidato al área de customer service. 
Requisitos:
- Formación en Comercio Exterior, Negocios Internacionales u otro que aporte al desempeño del cargo
- Experiencia de al menos un año trabajando en comercio exterior, tanto en el área comercial como customer service de Freight Forwarders o similar
- Informática: manejo de office / mails
- Portugues : no excluyente.        ","
                                Experiencia de 2 años en el área de Comercio exterior."
"https://trabajo.gallito.com.uy/anuncio/administrativo-inmobiliario-h6dv3","ADMINISTRATIVO INMOBILIARIO","Oficina Ramirez","Supervisor / Encargado","Administración - Secretariado","Hace 1 mes ","AUXILIAR CONTABLE Y DE VENTAS
• Sexo Masculino
• Edad entre 30 y 45 años
• Secundaria completa (no excluyente)
• Libreta de conducir moto 4 tiempos o saber ...","canelones",2019-10-17 16:10:35,"
            FORMACIÓN Y/O EXPERIENCIA:
Ventas y alquileres:
• Seguimiento de potenciales clientes
• Mantenimiento de Banco de Datos
• Mantenimiento y actualización carteleras varias
• Mantenimiento y actualización ofertas en portales web
• Mantenimiento y actualización información institucional
Facilidad de expresión y trato con el público:
• Atención de clientes
• Seguimiento de correspondencia y comunicaciones
• Redacción de notas, diseño texto anuncios ofertas y otros a requerimiento
Manejo de herramientas informáticas (excluyente):
• Paquete Office (nivel usuario)
• Programas de diseño y multimedia (nivel usuario)
• Redes Sociales e Internet
Gestoría externa:
• Pagos varios de clientes
• Gestiones ante oficinas públicas
• Realización de inventarios e inspecciones de fincas
• Otros
• Capacidad de trabajo en equipo
• Buen nivel de relacionamiento interpersonal
• Actitud proactiva y afinidad en lo referente a ventas y hacia el público
• Conocimiento de caja, manejo de dinero y cuentas bancarias
• Conocimiento de Ley de inclusión financiera, IRPF. Manejo de programa BETA.
IMPRESCINDIBLE EXPRESAR EN EL CV ASPIRACIONES ECONÓMICAS
IMPRESCINDIBLE VIVIR EN LAS PIEDRAS O CERCANÍAS
IMPRESCINDIBLE LIBRETA DE CONDUCIR MOTO G2        ","
            AUXILIAR CONTABLE Y DE VENTAS
• Sexo Masculino
• Edad entre 30 y 45 años
• Secundaria completa (no excluyente)
• Libreta de conducir moto 4 tiempos o saber hacerlo, PARA SACAR LIBRETA
• Horario de 12 a 19 horas        ","
                Formación profesional básica en contabilidad.Bachillerato tecnológico utu en diseño web.Bachillerato secundaria en informática.Terciario no universitario en administración.                Experiencia de 1 año en el área de Cadetería - cobranzas.Experiencia de 1 año en el área de Finanzas - contabilidad - auditoria.Experiencia de 2 años en el área de Atención al cliente.                Manejo de programas:Contable a avanzado.Manejo de programas:Excel a intermedio.Manejo de programas:Office a avanzado.Manejo de programas:Photoshop a avanzado."
"https://trabajo.gallito.com.uy/anuncio/administrativo-para-liquidar-sueldos-s8jjq","ADMINISTRATIVO PARA LIQUIDAR SUELDOS","EMPRESA","Auxiliar","Administración - Secretariado","Hace 2 semanas ","Liquidación de sueldos (construcción e industria y comercio) de más de 1000 empleados.
Programa utilizado: GNS. Administrativo para liquidar sueldos.
Lunes ...","montevideo",2019-10-17 16:10:35,"
            Administrativo para liquidar sueldos.
Lunes a viernes. 
De 8:45 a 18 hs.
Debe contar con experiencia en liquidación. 
Se valora GNS.
Al postularse adjuntar CV        ","
            Liquidación de sueldos (construcción e industria y comercio) de más de 1000 empleados.
Programa utilizado: GNS.        ","
                                Experiencia de 1 año en el área de Recursos humanos.Experiencia de 1 año en el área de Finanzas - contabilidad - auditoria."
"https://trabajo.gallito.com.uy/anuncio/administrativo-pbebe","ADMINISTRATIVO","Mutualista Hospital Evangélico","Profesional","Arte - Diseño - Comunicación","Hace 3 días ","Se valorará: 
- Disponibilidad horaria. 
- Buen comunicador. 
- Buena presencia.
- Facilidad para desarrollar tareas periodísticas. 
- Referencias laborale ...","montevideo",2019-10-17 16:10:35,"
            MUTUALISTA HOSPITAL EVANGÉLICO selecciona LICENCIADO EN COMUNICACIÓN para desempeñarse como Administrativo en Dpto. de Marketing. 
Requisitos: 
- Título de Licenciado/a en Comunicación. Con especialización en Comunicación Interna. 
- Entre 24 y 35 años. 
- Carné de Salud Vigente.        ","
            Se valorará: 
- Disponibilidad horaria. 
- Buen comunicador. 
- Buena presencia.
- Facilidad para desarrollar tareas periodísticas. 
- Referencias laborales acreditadas. 
Adjuntar CV con foto y comprobantes desde el 15 hasta el 29 de octubre de 2019.        ",NA
"https://trabajo.gallito.com.uy/anuncio/administrativo-taller-mecanico-atjzy","ADMINISTRATIVO TALLER MECÁNICO","Taller BND","Supervisor / Encargado","Administración - Secretariado","Hace 1 mes ","- Organización de agenda y cuentas de la empresa
- Tramites frente a companias aseguradoras
- Recepción de vehículos
- Seguimiento de reparaciones
- Realiz ...","montevideo",2019-10-17 16:10:35,"
            Excelente manejo informático, paquete office.
Se valora experiencia y libreta de conducir.        ","
            - Organización de agenda y cuentas de la empresa
- Tramites frente a companias aseguradoras
- Recepción de vehículos
- Seguimiento de reparaciones
- Realización de compras
- Pago a proveedores
- Facturación 
- Manejo de software de gestión        ","
                Terciario no universitario en administración.                                Manejo de programas:Office a avanzado."
"https://trabajo.gallito.com.uy/anuncio/administrativo-zertz","ADMINISTRATIVO","Importante empresa","Auxiliar","Administración - Secretariado","Hace 1 mes ","La búsqueda se orienta a personas con estudios y experiencia en el área Administración. Tareas a desempeñar: Flujos de caja, previsiones, pago a proveedore ...","montevideo",2019-10-17 16:10:35,"
            Tareas a desempeñar: Flujos de caja, previsiones, pago a proveedores, gestión de cobranza, aqueos de caja, controles generales, balances, estados de situación.
Se valorarán conocimientos de sistemas Opus e inglés hablado y escrito.        ","
            La búsqueda se orienta a personas con estudios y experiencia en el área Administración.        ",NA
"https://trabajo.gallito.com.uy/anuncio/administrativo-zlibra-jjvaq","ADMINISTRATIVO ZLIBRA","","Auxiliar","Administración - Secretariado","Hace 1 mes ","Imprescindible tener conocimientos del programa  de gestión ZLIBRA. Colaborará en la puesta a punto del programa e ingreso de documentos. ""No se tendrá en  ...","montevideo",2019-10-17 16:10:35,"
            Tendrá a cargo la puesta en funcionamiento del programa Zlibra en la empresa.        ","
            Imprescindible tener conocimientos del programa  de gestión ZLIBRA. Colaborará en la puesta a punto del programa e ingreso de documentos. ""No se tendrá en cuenta a quien no tenga conocimiento de ZLIBRA""        ","
                                Experiencia de 2 años en el área de Administración - secretariado.Experiencia de 2 años en el área de Ventas - comercial.Experiencia de 5 años a más en el área de Administración - secretariado.Experiencia de 2 años en el área de Administración - secretariado.Experiencia de 2 años en el área de Administración - secretariado."
"https://trabajo.gallito.com.uy/anuncio/administrativos-39pr5","ADMINISTRATIVOS","","Auxiliar","Administración - Secretariado","Hace 1 semana ","ADMINISTRATIVO
ATENCION AL PUBLICO AUXILIAR","montevideo",2019-10-17 16:10:35,"
            AUXILIAR        ","
            ADMINISTRATIVO
ATENCION AL PUBLICO        ",NA
